,Dataset,Metric,Value,Method,Algorithm,Repetition
2120,Xin,F1 Macro,0.9646651799122965,"ACF, correlation-only",ACF+SVC,8.0
2121,Xin,F1 Macro,0.9571320623110905,"ACF, correlation-only",ACF+RF,8.0
2122,Xin,F1 Macro,0.9222798638559508,"ACF, correlation-only",ACF+Ridge,8.0
2123,Xin,F1 Macro,0.4711396850572108,KNN,KNN,8.0
2124,Xin,F1 Macro,0.5099880739415623,DBC,DBC,8.0
2125,Xin,F1 Macro,0.8411379433256104,Listwise Deletion,SVC,8.0
2126,Xin,F1 Macro,0.5122333390834339,Listwise Deletion,RF,8.0
2127,Xin,F1 Macro,0.7940731748871284,Listwise Deletion,Ridge,8.0
2128,Xin,F1 Macro,0.9124293785310734,"ACF, correlation-only",ACF+SVC,8.0
2129,Xin,F1 Macro,0.8461174242424242,"ACF, correlation-only",ACF+RF,8.0
2130,Xin,F1 Macro,0.8573498255234296,"ACF, correlation-only",ACF+Ridge,8.0
2131,Xin,F1 Macro,0.47370631720430106,KNN,KNN,8.0
2132,Xin,F1 Macro,0.4988727858293076,DBC,DBC,8.0
2133,Xin,F1 Macro,0.6947531197180566,Listwise Deletion,SVC,8.0
2134,Xin,F1 Macro,0.6020894428152492,Listwise Deletion,RF,8.0
2135,Xin,F1 Macro,0.7393083889794415,Listwise Deletion,Ridge,8.0
2136,Xin,F1 Macro,0.9126384396746055,"ACF, correlation-only",ACF+SVC,8.0
2137,Xin,F1 Macro,0.7420138888888889,"ACF, correlation-only",ACF+RF,8.0
2138,Xin,F1 Macro,0.8835385289664515,"ACF, correlation-only",ACF+Ridge,8.0
2139,Xin,F1 Macro,0.47908266129032256,KNN,KNN,8.0
2140,Xin,F1 Macro,0.5819444444444445,DBC,DBC,8.0
2141,Xin,F1 Macro,0.7909872357192481,Listwise Deletion,SVC,8.0
2142,Xin,F1 Macro,0.6387260244115083,Listwise Deletion,RF,8.0
2143,Xin,F1 Macro,0.8833993985784582,Listwise Deletion,Ridge,8.0
2144,Xin,F1 Macro,0.90299317617866,"ACF, correlation-only",ACF+SVC,8.0
2145,Xin,F1 Macro,0.9024617996604415,"ACF, correlation-only",ACF+RF,8.0
2146,Xin,F1 Macro,0.8908496732026143,"ACF, correlation-only",ACF+Ridge,8.0
2147,Xin,F1 Macro,0.455978104292711,KNN,KNN,8.0
2148,Xin,F1 Macro,0.6333183899580518,DBC,DBC,8.0
2149,Xin,F1 Macro,0.735763924243967,Listwise Deletion,SVC,8.0
2150,Xin,F1 Macro,0.6671260281970705,Listwise Deletion,RF,8.0
2151,Xin,F1 Macro,0.7489818761031469,Listwise Deletion,Ridge,8.0
2152,Xin,F1 Macro,0.8080865034534607,"ACF, correlation-only",ACF+SVC,8.0
2153,Xin,F1 Macro,0.7106057112110381,"ACF, correlation-only",ACF+RF,8.0
2154,Xin,F1 Macro,0.8701339384068234,"ACF, correlation-only",ACF+Ridge,8.0
2155,Xin,F1 Macro,0.478834219858156,KNN,KNN,8.0
2156,Xin,F1 Macro,0.5613188623826921,DBC,DBC,8.0
2157,Xin,F1 Macro,0.6203329710672018,Listwise Deletion,SVC,8.0
2158,Xin,F1 Macro,0.5467858604486039,Listwise Deletion,RF,8.0
2159,Xin,F1 Macro,0.6906882591093118,Listwise Deletion,Ridge,8.0
2160,Baron,F1 Macro,0.849682931861192,"ACF, correlation-only",ACF+SVC,9.0
2161,Baron,F1 Macro,0.7765978574818391,"ACF, correlation-only",ACF+RF,9.0
2162,Baron,F1 Macro,0.8151279529137343,"ACF, correlation-only",ACF+Ridge,9.0
2163,Baron,F1 Macro,0.31362781362905995,KNN,KNN,9.0
2164,Baron,F1 Macro,0.40854945044932944,DBC,DBC,9.0
2165,Baron,F1 Macro,0.0760746598069281,Listwise Deletion,SVC,9.0
2166,Baron,F1 Macro,0.07962696168876951,Listwise Deletion,RF,9.0
2167,Baron,F1 Macro,0.07913282839137127,Listwise Deletion,Ridge,9.0
2168,Baron,F1 Macro,0.8156270833874165,"ACF, correlation-only",ACF+SVC,9.0
2169,Baron,F1 Macro,0.8354716073191373,"ACF, correlation-only",ACF+RF,9.0
2170,Baron,F1 Macro,0.7428246135610741,"ACF, correlation-only",ACF+Ridge,9.0
2171,Baron,F1 Macro,0.30917957388545625,KNN,KNN,9.0
2172,Baron,F1 Macro,0.4160779357669874,DBC,DBC,9.0
2173,Baron,F1 Macro,0.093941806805165,Listwise Deletion,SVC,9.0
2174,Baron,F1 Macro,0.0785350580793738,Listwise Deletion,RF,9.0
2175,Baron,F1 Macro,0.12696933704090027,Listwise Deletion,Ridge,9.0
2176,Baron,F1 Macro,0.8250192520724342,"ACF, correlation-only",ACF+SVC,9.0
2177,Baron,F1 Macro,0.7951422817481723,"ACF, correlation-only",ACF+RF,9.0
2178,Baron,F1 Macro,0.8082564090308009,"ACF, correlation-only",ACF+Ridge,9.0
2179,Baron,F1 Macro,0.33484506011055853,KNN,KNN,9.0
2180,Baron,F1 Macro,0.4511896695150641,DBC,DBC,9.0
2181,Baron,F1 Macro,0.08802710608915734,Listwise Deletion,SVC,9.0
2182,Baron,F1 Macro,0.08326455456334649,Listwise Deletion,RF,9.0
2183,Baron,F1 Macro,0.09284172682316244,Listwise Deletion,Ridge,9.0
2184,Baron,F1 Macro,0.805627735063744,"ACF, correlation-only",ACF+SVC,9.0
2185,Baron,F1 Macro,0.7820219634153931,"ACF, correlation-only",ACF+RF,9.0
2186,Baron,F1 Macro,0.7457692168684218,"ACF, correlation-only",ACF+Ridge,9.0
2187,Baron,F1 Macro,0.3046173683146479,KNN,KNN,9.0
2188,Baron,F1 Macro,0.37870054040398227,DBC,DBC,9.0
2189,Baron,F1 Macro,0.07874857931266001,Listwise Deletion,SVC,9.0
2190,Baron,F1 Macro,0.09715183109196995,Listwise Deletion,RF,9.0
2191,Baron,F1 Macro,0.0752653523522079,Listwise Deletion,Ridge,9.0
2192,Baron,F1 Macro,0.8596965316781359,"ACF, correlation-only",ACF+SVC,9.0
2193,Baron,F1 Macro,0.8335207534415546,"ACF, correlation-only",ACF+RF,9.0
2194,Baron,F1 Macro,0.827766421126388,"ACF, correlation-only",ACF+Ridge,9.0
2195,Baron,F1 Macro,0.308608323175043,KNN,KNN,9.0
2196,Baron,F1 Macro,0.38872068773785595,DBC,DBC,9.0
2197,Baron,F1 Macro,0.06959266757232577,Listwise Deletion,SVC,9.0
2198,Baron,F1 Macro,0.08820758332146145,Listwise Deletion,RF,9.0
2199,Baron,F1 Macro,0.09854419877411186,Listwise Deletion,Ridge,9.0
2200,Baron,F1 Macro,0.7846210766783541,"ACF, correlation-only",ACF+SVC,9.0
2201,Baron,F1 Macro,0.7576003484792447,"ACF, correlation-only",ACF+RF,9.0
2202,Baron,F1 Macro,0.7858731159351142,"ACF, correlation-only",ACF+Ridge,9.0
2203,Baron,F1 Macro,0.30351607650510143,KNN,KNN,9.0
2204,Baron,F1 Macro,0.36943272772733987,DBC,DBC,9.0
2205,Baron,F1 Macro,0.08233642504678977,Listwise Deletion,SVC,9.0
2206,Baron,F1 Macro,0.09346693641062437,Listwise Deletion,RF,9.0
2207,Baron,F1 Macro,0.0823132127324893,Listwise Deletion,Ridge,9.0
2208,Baron,F1 Macro,0.8447467944940628,"ACF, correlation-only",ACF+SVC,9.0
2209,Baron,F1 Macro,0.7888052222085206,"ACF, correlation-only",ACF+RF,9.0
2210,Baron,F1 Macro,0.8029368321163282,"ACF, correlation-only",ACF+Ridge,9.0
2211,Baron,F1 Macro,0.3237570303712036,KNN,KNN,9.0
2212,Baron,F1 Macro,0.47047456162740375,DBC,DBC,9.0
2213,Baron,F1 Macro,0.08791031127780201,Listwise Deletion,SVC,9.0
2214,Baron,F1 Macro,0.0840406327528388,Listwise Deletion,RF,9.0
2215,Baron,F1 Macro,0.10356580066981957,Listwise Deletion,Ridge,9.0
2216,Baron,F1 Macro,0.8166199163358653,"ACF, correlation-only",ACF+SVC,9.0
2217,Baron,F1 Macro,0.8069317620734267,"ACF, correlation-only",ACF+RF,9.0
2218,Baron,F1 Macro,0.8328808976438938,"ACF, correlation-only",ACF+Ridge,9.0
2219,Baron,F1 Macro,0.3112286890064668,KNN,KNN,9.0
2220,Baron,F1 Macro,0.4744403248816071,DBC,DBC,9.0
2221,Baron,F1 Macro,0.08356708892901127,Listwise Deletion,SVC,9.0
2222,Baron,F1 Macro,0.10103108037494542,Listwise Deletion,RF,9.0
2223,Baron,F1 Macro,0.0853372159493375,Listwise Deletion,Ridge,9.0
2224,Baron,F1 Macro,0.860852693196909,"ACF, correlation-only",ACF+SVC,9.0
2225,Baron,F1 Macro,0.8708981628350315,"ACF, correlation-only",ACF+RF,9.0
2226,Baron,F1 Macro,0.8150915168553199,"ACF, correlation-only",ACF+Ridge,9.0
2227,Baron,F1 Macro,0.3172800886663642,KNN,KNN,9.0
2228,Baron,F1 Macro,0.3884582518129393,DBC,DBC,9.0
2229,Baron,F1 Macro,0.0756040661488262,Listwise Deletion,SVC,9.0
2230,Baron,F1 Macro,0.1109692677524336,Listwise Deletion,RF,9.0
2231,Baron,F1 Macro,0.09390582934305478,Listwise Deletion,Ridge,9.0
2232,Baron,F1 Macro,0.8468147887932168,"ACF, correlation-only",ACF+SVC,9.0
2233,Baron,F1 Macro,0.7703568164470354,"ACF, correlation-only",ACF+RF,9.0
2234,Baron,F1 Macro,0.7917216667422657,"ACF, correlation-only",ACF+Ridge,9.0
2235,Baron,F1 Macro,0.3241434125744903,KNN,KNN,9.0
2236,Baron,F1 Macro,0.4095112754905605,DBC,DBC,9.0
2237,Baron,F1 Macro,0.11985028222466657,Listwise Deletion,SVC,9.0
2238,Baron,F1 Macro,0.11326399794259867,Listwise Deletion,RF,9.0
2239,Baron,F1 Macro,0.10089850354262651,Listwise Deletion,Ridge,9.0
2240,3kPBMC,F1 Macro,0.7951923988014687,"ACF, correlation-only",ACF+SVC,9.0
2241,3kPBMC,F1 Macro,0.7551343152887056,"ACF, correlation-only",ACF+RF,9.0
2242,3kPBMC,F1 Macro,0.7019945326767308,"ACF, correlation-only",ACF+Ridge,9.0
2243,3kPBMC,F1 Macro,0.4041821940284294,KNN,KNN,9.0
2244,3kPBMC,F1 Macro,0.4432323381239789,DBC,DBC,9.0
2245,3kPBMC,F1 Macro,0.24960057115787881,Listwise Deletion,SVC,9.0
2246,3kPBMC,F1 Macro,0.2405295709985452,Listwise Deletion,RF,9.0
2247,3kPBMC,F1 Macro,0.1592885872297637,Listwise Deletion,Ridge,9.0
2248,3kPBMC,F1 Macro,0.7095919613362677,"ACF, correlation-only",ACF+SVC,9.0
2249,3kPBMC,F1 Macro,0.6557487412777578,"ACF, correlation-only",ACF+RF,9.0
2250,3kPBMC,F1 Macro,0.6181731621047,"ACF, correlation-only",ACF+Ridge,9.0
2251,3kPBMC,F1 Macro,0.3474280063845684,KNN,KNN,9.0
2252,3kPBMC,F1 Macro,0.43432432275195204,DBC,DBC,9.0
2253,3kPBMC,F1 Macro,0.24912353230546674,Listwise Deletion,SVC,9.0
2254,3kPBMC,F1 Macro,0.2918007452661363,Listwise Deletion,RF,9.0
2255,3kPBMC,F1 Macro,0.13935185185185184,Listwise Deletion,Ridge,9.0
2256,3kPBMC,F1 Macro,0.7418693655561245,"ACF, correlation-only",ACF+SVC,9.0
2257,3kPBMC,F1 Macro,0.7359469030585704,"ACF, correlation-only",ACF+RF,9.0
2258,3kPBMC,F1 Macro,0.6508104700915158,"ACF, correlation-only",ACF+Ridge,9.0
2259,3kPBMC,F1 Macro,0.33235967001342126,KNN,KNN,9.0
2260,3kPBMC,F1 Macro,0.575014107332141,DBC,DBC,9.0
2261,3kPBMC,F1 Macro,0.27025377692036906,Listwise Deletion,SVC,9.0
2262,3kPBMC,F1 Macro,0.24059128961089746,Listwise Deletion,RF,9.0
2263,3kPBMC,F1 Macro,0.14831242532855435,Listwise Deletion,Ridge,9.0
2264,3kPBMC,F1 Macro,0.7841151593206388,"ACF, correlation-only",ACF+SVC,9.0
2265,3kPBMC,F1 Macro,0.7531782750553405,"ACF, correlation-only",ACF+RF,9.0
2266,3kPBMC,F1 Macro,0.7487261553874957,"ACF, correlation-only",ACF+Ridge,9.0
2267,3kPBMC,F1 Macro,0.3970785657306478,KNN,KNN,9.0
2268,3kPBMC,F1 Macro,0.5806364335349843,DBC,DBC,9.0
2269,3kPBMC,F1 Macro,0.26566710501421653,Listwise Deletion,SVC,9.0
2270,3kPBMC,F1 Macro,0.24345316647684723,Listwise Deletion,RF,9.0
2271,3kPBMC,F1 Macro,0.17292250233426704,Listwise Deletion,Ridge,9.0
2272,3kPBMC,F1 Macro,0.8330967908456756,"ACF, correlation-only",ACF+SVC,9.0
2273,3kPBMC,F1 Macro,0.831634725077455,"ACF, correlation-only",ACF+RF,9.0
2274,3kPBMC,F1 Macro,0.7341939509421782,"ACF, correlation-only",ACF+Ridge,9.0
2275,3kPBMC,F1 Macro,0.4712215601863609,KNN,KNN,9.0
2276,3kPBMC,F1 Macro,0.5152148405967523,DBC,DBC,9.0
2277,3kPBMC,F1 Macro,0.2617260459917061,Listwise Deletion,SVC,9.0
2278,3kPBMC,F1 Macro,0.23609624430242246,Listwise Deletion,RF,9.0
2279,3kPBMC,F1 Macro,0.143059680347035,Listwise Deletion,Ridge,9.0
2280,3kPBMC,F1 Macro,0.8066109210841227,"ACF, correlation-only",ACF+SVC,9.0
2281,3kPBMC,F1 Macro,0.8110818803578099,"ACF, correlation-only",ACF+RF,9.0
2282,3kPBMC,F1 Macro,0.7288515584950006,"ACF, correlation-only",ACF+Ridge,9.0
2283,3kPBMC,F1 Macro,0.40625629008695546,KNN,KNN,9.0
2284,3kPBMC,F1 Macro,0.5743913962938796,DBC,DBC,9.0
2285,3kPBMC,F1 Macro,0.27052074631022005,Listwise Deletion,SVC,9.0
2286,3kPBMC,F1 Macro,0.27658714952832597,Listwise Deletion,RF,9.0
2287,3kPBMC,F1 Macro,0.17163198230737262,Listwise Deletion,Ridge,9.0
2288,3kPBMC,F1 Macro,0.7582063297717148,"ACF, correlation-only",ACF+SVC,9.0
2289,3kPBMC,F1 Macro,0.7535947157822381,"ACF, correlation-only",ACF+RF,9.0
2290,3kPBMC,F1 Macro,0.6836090308509672,"ACF, correlation-only",ACF+Ridge,9.0
2291,3kPBMC,F1 Macro,0.36980153627327117,KNN,KNN,9.0
2292,3kPBMC,F1 Macro,0.49052625816835627,DBC,DBC,9.0
2293,3kPBMC,F1 Macro,0.2611418149457106,Listwise Deletion,SVC,9.0
2294,3kPBMC,F1 Macro,0.24799207925572223,Listwise Deletion,RF,9.0
2295,3kPBMC,F1 Macro,0.15900425826896417,Listwise Deletion,Ridge,9.0
2296,3kPBMC,F1 Macro,0.8696593346445147,"ACF, correlation-only",ACF+SVC,9.0
2297,3kPBMC,F1 Macro,0.8122660235644423,"ACF, correlation-only",ACF+RF,9.0
2298,3kPBMC,F1 Macro,0.7736554912063968,"ACF, correlation-only",ACF+Ridge,9.0
2299,3kPBMC,F1 Macro,0.4509635344135636,KNN,KNN,9.0
2300,3kPBMC,F1 Macro,0.5026623961335193,DBC,DBC,9.0
2301,3kPBMC,F1 Macro,0.28271164398941856,Listwise Deletion,SVC,9.0
2302,3kPBMC,F1 Macro,0.25444354109450407,Listwise Deletion,RF,9.0
2303,3kPBMC,F1 Macro,0.15706550326433366,Listwise Deletion,Ridge,9.0
2304,3kPBMC,F1 Macro,0.8345319510651387,"ACF, correlation-only",ACF+SVC,9.0
2305,3kPBMC,F1 Macro,0.8461916148623588,"ACF, correlation-only",ACF+RF,9.0
2306,3kPBMC,F1 Macro,0.7422805933289246,"ACF, correlation-only",ACF+Ridge,9.0
2307,3kPBMC,F1 Macro,0.455230285923351,KNN,KNN,9.0
2308,3kPBMC,F1 Macro,0.5418135521067259,DBC,DBC,9.0
2309,3kPBMC,F1 Macro,0.24359999631062776,Listwise Deletion,SVC,9.0
2310,3kPBMC,F1 Macro,0.23099134532149057,Listwise Deletion,RF,9.0
2311,3kPBMC,F1 Macro,0.13144755410687747,Listwise Deletion,Ridge,9.0
2312,3kPBMC,F1 Macro,0.8368374921234776,"ACF, correlation-only",ACF+SVC,9.0
2313,3kPBMC,F1 Macro,0.7946799009162646,"ACF, correlation-only",ACF+RF,9.0
2314,3kPBMC,F1 Macro,0.70232202242522,"ACF, correlation-only",ACF+Ridge,9.0
2315,3kPBMC,F1 Macro,0.4271925282818529,KNN,KNN,9.0
2316,3kPBMC,F1 Macro,0.4944352198954694,DBC,DBC,9.0
2317,3kPBMC,F1 Macro,0.21852210660051435,Listwise Deletion,SVC,9.0
2318,3kPBMC,F1 Macro,0.2293684091216808,Listwise Deletion,RF,9.0
2319,3kPBMC,F1 Macro,0.13414302460851613,Listwise Deletion,Ridge,9.0
2320,Xin,F1 Macro,0.7640911558196931,"ACF, correlation-only",ACF+SVC,9.0
2321,Xin,F1 Macro,0.7322514981189384,"ACF, correlation-only",ACF+RF,9.0
2322,Xin,F1 Macro,0.7891399199091507,"ACF, correlation-only",ACF+Ridge,9.0
2323,Xin,F1 Macro,0.46852836879432624,KNN,KNN,9.0
2324,Xin,F1 Macro,0.44479945379949154,DBC,DBC,9.0
2325,Xin,F1 Macro,0.5776990553306343,Listwise Deletion,SVC,9.0
2326,Xin,F1 Macro,0.5774381320932652,Listwise Deletion,RF,9.0
2327,Xin,F1 Macro,0.5866978609625668,Listwise Deletion,Ridge,9.0
2328,Xin,F1 Macro,0.940582159561314,"ACF, correlation-only",ACF+SVC,9.0
2329,Xin,F1 Macro,0.9004417852297631,"ACF, correlation-only",ACF+RF,9.0
2330,Xin,F1 Macro,0.8462492998240808,"ACF, correlation-only",ACF+Ridge,9.0
2331,Xin,F1 Macro,0.47384751773049644,KNN,KNN,9.0
2332,Xin,F1 Macro,0.4415959521864528,DBC,DBC,9.0
2333,Xin,F1 Macro,0.6879909300932661,Listwise Deletion,SVC,9.0
2334,Xin,F1 Macro,0.6310651332356148,Listwise Deletion,RF,9.0
2335,Xin,F1 Macro,0.6722513597513597,Listwise Deletion,Ridge,9.0
2336,Xin,F1 Macro,0.8250311070755986,"ACF, correlation-only",ACF+SVC,9.0
2337,Xin,F1 Macro,0.8982326779026217,"ACF, correlation-only",ACF+RF,9.0
2338,Xin,F1 Macro,0.9028361725262777,"ACF, correlation-only",ACF+Ridge,9.0
2339,Xin,F1 Macro,0.3979563656448495,KNN,KNN,9.0
2340,Xin,F1 Macro,0.46618393917436873,DBC,DBC,9.0
2341,Xin,F1 Macro,0.761634998827117,Listwise Deletion,SVC,9.0
2342,Xin,F1 Macro,0.6318733733578042,Listwise Deletion,RF,9.0
2343,Xin,F1 Macro,0.7762398833051007,Listwise Deletion,Ridge,9.0
2344,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+SVC,9.0
2345,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+RF,9.0
2346,Xin,F1 Macro,0.9838816882685277,"ACF, correlation-only",ACF+Ridge,9.0
2347,Xin,F1 Macro,0.47513516557783286,KNN,KNN,9.0
2348,Xin,F1 Macro,0.46490324702298536,DBC,DBC,9.0
2349,Xin,F1 Macro,0.8376172438672439,Listwise Deletion,SVC,9.0
2350,Xin,F1 Macro,0.5988689254792052,Listwise Deletion,RF,9.0
2351,Xin,F1 Macro,0.7838984805200182,Listwise Deletion,Ridge,9.0
2352,Xin,F1 Macro,0.9052162902009638,"ACF, correlation-only",ACF+SVC,9.0
2353,Xin,F1 Macro,0.8717485202367622,"ACF, correlation-only",ACF+RF,9.0
2354,Xin,F1 Macro,0.8205114234862518,"ACF, correlation-only",ACF+Ridge,9.0
2355,Xin,F1 Macro,0.4711396850572108,KNN,KNN,9.0
2356,Xin,F1 Macro,0.26278068167759494,DBC,DBC,9.0
2357,Xin,F1 Macro,0.7414044160174192,Listwise Deletion,SVC,9.0
2358,Xin,F1 Macro,0.6770887421803526,Listwise Deletion,RF,9.0
2359,Xin,F1 Macro,0.6498713229139829,Listwise Deletion,Ridge,9.0
2360,Xin,F1 Macro,0.9646651799122965,"ACF, correlation-only",ACF+SVC,9.0
2361,Xin,F1 Macro,0.9571320623110905,"ACF, correlation-only",ACF+RF,9.0
2362,Xin,F1 Macro,0.8903065355696934,"ACF, correlation-only",ACF+Ridge,9.0
2363,Xin,F1 Macro,0.47513516557783286,KNN,KNN,9.0
2364,Xin,F1 Macro,0.5099880739415623,DBC,DBC,9.0
2365,Xin,F1 Macro,0.7797554054961325,Listwise Deletion,SVC,9.0
2366,Xin,F1 Macro,0.6333119758167197,Listwise Deletion,RF,9.0
2367,Xin,F1 Macro,0.7940731748871284,Listwise Deletion,Ridge,9.0
2368,Xin,F1 Macro,0.9124293785310734,"ACF, correlation-only",ACF+SVC,9.0
2369,Xin,F1 Macro,0.8461174242424242,"ACF, correlation-only",ACF+RF,9.0
2370,Xin,F1 Macro,0.8573498255234296,"ACF, correlation-only",ACF+Ridge,9.0
2371,Xin,F1 Macro,0.46564517956270535,KNN,KNN,9.0
2372,Xin,F1 Macro,0.4988727858293076,DBC,DBC,9.0
2373,Xin,F1 Macro,0.8039184499710815,Listwise Deletion,SVC,9.0
2374,Xin,F1 Macro,0.6463709677419355,Listwise Deletion,RF,9.0
2375,Xin,F1 Macro,0.7393083889794415,Listwise Deletion,Ridge,9.0
2376,Xin,F1 Macro,0.7420138888888889,"ACF, correlation-only",ACF+SVC,9.0
2377,Xin,F1 Macro,0.7420138888888889,"ACF, correlation-only",ACF+RF,9.0
2378,Xin,F1 Macro,0.8835385289664515,"ACF, correlation-only",ACF+Ridge,9.0
2379,Xin,F1 Macro,0.477665144257547,KNN,KNN,9.0
2380,Xin,F1 Macro,0.5819444444444445,DBC,DBC,9.0
2381,Xin,F1 Macro,0.8820570704370383,Listwise Deletion,SVC,9.0
2382,Xin,F1 Macro,0.7032004830917874,Listwise Deletion,RF,9.0
2383,Xin,F1 Macro,0.8833993985784582,Listwise Deletion,Ridge,9.0
2384,Xin,F1 Macro,0.90299317617866,"ACF, correlation-only",ACF+SVC,9.0
2385,Xin,F1 Macro,0.9024617996604415,"ACF, correlation-only",ACF+RF,9.0
2386,Xin,F1 Macro,0.8908496732026143,"ACF, correlation-only",ACF+Ridge,9.0
2387,Xin,F1 Macro,0.455978104292711,KNN,KNN,9.0
2388,Xin,F1 Macro,0.6333183899580518,DBC,DBC,9.0
2389,Xin,F1 Macro,0.7539566411849021,Listwise Deletion,SVC,9.0
2390,Xin,F1 Macro,0.6545439686171951,Listwise Deletion,RF,9.0
2391,Xin,F1 Macro,0.7489818761031469,Listwise Deletion,Ridge,9.0
2392,Xin,F1 Macro,0.7901614304363686,"ACF, correlation-only",ACF+SVC,9.0
2393,Xin,F1 Macro,0.7222810472503608,"ACF, correlation-only",ACF+RF,9.0
2394,Xin,F1 Macro,0.807010939969208,"ACF, correlation-only",ACF+Ridge,9.0
2395,Xin,F1 Macro,0.478834219858156,KNN,KNN,9.0
2396,Xin,F1 Macro,0.5613188623826921,DBC,DBC,9.0
2397,Xin,F1 Macro,0.7334777956126272,Listwise Deletion,SVC,9.0
2398,Xin,F1 Macro,0.5396580820309633,Listwise Deletion,RF,9.0
2399,Xin,F1 Macro,0.6906882591093118,Listwise Deletion,Ridge,9.0
