,Dataset,Metric,Value,Method,Algorithm,Repetition
0,Baron,F1 Macro,0.849682931861192,"ACF, correlation-only",ACF+SVC,0.0
1,Baron,F1 Macro,0.8077333518364953,"ACF, correlation-only",ACF+RF,0.0
2,Baron,F1 Macro,0.8151279529137343,"ACF, correlation-only",ACF+Ridge,0.0
3,Baron,F1 Macro,0.3173737760083142,KNN,KNN,0.0
4,Baron,F1 Macro,0.40854945044932944,DBC,DBC,0.0
5,Baron,F1 Macro,0.08503944935054807,Listwise Deletion,SVC,0.0
6,Baron,F1 Macro,0.07054980241254752,Listwise Deletion,RF,0.0
7,Baron,F1 Macro,0.08055486098482552,Listwise Deletion,Ridge,0.0
8,Baron,F1 Macro,0.8131570015556944,"ACF, correlation-only",ACF+SVC,0.0
9,Baron,F1 Macro,0.8234503383817023,"ACF, correlation-only",ACF+RF,0.0
10,Baron,F1 Macro,0.7561839031189935,"ACF, correlation-only",ACF+Ridge,0.0
11,Baron,F1 Macro,0.3087127409995426,KNN,KNN,0.0
12,Baron,F1 Macro,0.4160779357669874,DBC,DBC,0.0
13,Baron,F1 Macro,0.09597617750490296,Listwise Deletion,SVC,0.0
14,Baron,F1 Macro,0.10328249669995958,Listwise Deletion,RF,0.0
15,Baron,F1 Macro,0.07441893583383279,Listwise Deletion,Ridge,0.0
16,Baron,F1 Macro,0.8226892330449451,"ACF, correlation-only",ACF+SVC,0.0
17,Baron,F1 Macro,0.782940999740974,"ACF, correlation-only",ACF+RF,0.0
18,Baron,F1 Macro,0.8127521279997981,"ACF, correlation-only",ACF+Ridge,0.0
19,Baron,F1 Macro,0.3314026313247042,KNN,KNN,0.0
20,Baron,F1 Macro,0.4511896695150641,DBC,DBC,0.0
21,Baron,F1 Macro,0.0883522888356281,Listwise Deletion,SVC,0.0
22,Baron,F1 Macro,0.08779495417445929,Listwise Deletion,RF,0.0
23,Baron,F1 Macro,0.07052421386402571,Listwise Deletion,Ridge,0.0
24,Baron,F1 Macro,0.805627735063744,"ACF, correlation-only",ACF+SVC,0.0
25,Baron,F1 Macro,0.8313278559664107,"ACF, correlation-only",ACF+RF,0.0
26,Baron,F1 Macro,0.7726994480917968,"ACF, correlation-only",ACF+Ridge,0.0
27,Baron,F1 Macro,0.27126801063479256,KNN,KNN,0.0
28,Baron,F1 Macro,0.37870054040398227,DBC,DBC,0.0
29,Baron,F1 Macro,0.08808907526309381,Listwise Deletion,SVC,0.0
30,Baron,F1 Macro,0.10245378445363514,Listwise Deletion,RF,0.0
31,Baron,F1 Macro,0.08885494602082376,Listwise Deletion,Ridge,0.0
32,Baron,F1 Macro,0.8626954564542824,"ACF, correlation-only",ACF+SVC,0.0
33,Baron,F1 Macro,0.8062870080806549,"ACF, correlation-only",ACF+RF,0.0
34,Baron,F1 Macro,0.8350087101408161,"ACF, correlation-only",ACF+Ridge,0.0
35,Baron,F1 Macro,0.3035203291496198,KNN,KNN,0.0
36,Baron,F1 Macro,0.38872068773785595,DBC,DBC,0.0
37,Baron,F1 Macro,0.07449314511943052,Listwise Deletion,SVC,0.0
38,Baron,F1 Macro,0.10920217426582003,Listwise Deletion,RF,0.0
39,Baron,F1 Macro,0.09717662512538795,Listwise Deletion,Ridge,0.0
40,Baron,F1 Macro,0.7780634988056849,"ACF, correlation-only",ACF+SVC,0.0
41,Baron,F1 Macro,0.7451925976166565,"ACF, correlation-only",ACF+RF,0.0
42,Baron,F1 Macro,0.7729294298936308,"ACF, correlation-only",ACF+Ridge,0.0
43,Baron,F1 Macro,0.3120621948654969,KNN,KNN,0.0
44,Baron,F1 Macro,0.36943272772733987,DBC,DBC,0.0
45,Baron,F1 Macro,0.08362313651980482,Listwise Deletion,SVC,0.0
46,Baron,F1 Macro,0.08517539712818945,Listwise Deletion,RF,0.0
47,Baron,F1 Macro,0.06715513370594633,Listwise Deletion,Ridge,0.0
48,Baron,F1 Macro,0.837593415078496,"ACF, correlation-only",ACF+SVC,0.0
49,Baron,F1 Macro,0.788298027017956,"ACF, correlation-only",ACF+RF,0.0
50,Baron,F1 Macro,0.7910586802464361,"ACF, correlation-only",ACF+Ridge,0.0
51,Baron,F1 Macro,0.32787604412840415,KNN,KNN,0.0
52,Baron,F1 Macro,0.47047456162740375,DBC,DBC,0.0
53,Baron,F1 Macro,0.10074880634243094,Listwise Deletion,SVC,0.0
54,Baron,F1 Macro,0.09492267607055724,Listwise Deletion,RF,0.0
55,Baron,F1 Macro,0.07867339915650991,Listwise Deletion,Ridge,0.0
56,Baron,F1 Macro,0.8334782719860877,"ACF, correlation-only",ACF+SVC,0.0
57,Baron,F1 Macro,0.7938415201863891,"ACF, correlation-only",ACF+RF,0.0
58,Baron,F1 Macro,0.8111899211974646,"ACF, correlation-only",ACF+Ridge,0.0
59,Baron,F1 Macro,0.3096109240553685,KNN,KNN,0.0
60,Baron,F1 Macro,0.4744403248816071,DBC,DBC,0.0
61,Baron,F1 Macro,0.07078465837210066,Listwise Deletion,SVC,0.0
62,Baron,F1 Macro,0.10108288128839509,Listwise Deletion,RF,0.0
63,Baron,F1 Macro,0.12640450513612259,Listwise Deletion,Ridge,0.0
64,Baron,F1 Macro,0.857876752115021,"ACF, correlation-only",ACF+SVC,0.0
65,Baron,F1 Macro,0.8640195477906052,"ACF, correlation-only",ACF+RF,0.0
66,Baron,F1 Macro,0.8150915168553199,"ACF, correlation-only",ACF+Ridge,0.0
67,Baron,F1 Macro,0.2888823849612491,KNN,KNN,0.0
68,Baron,F1 Macro,0.3884582518129393,DBC,DBC,0.0
69,Baron,F1 Macro,0.0959210586517586,Listwise Deletion,SVC,0.0
70,Baron,F1 Macro,0.08418197600015476,Listwise Deletion,RF,0.0
71,Baron,F1 Macro,0.06981224438355817,Listwise Deletion,Ridge,0.0
72,Baron,F1 Macro,0.8468147887932168,"ACF, correlation-only",ACF+SVC,0.0
73,Baron,F1 Macro,0.7718129020485042,"ACF, correlation-only",ACF+RF,0.0
74,Baron,F1 Macro,0.8029632550602348,"ACF, correlation-only",ACF+Ridge,0.0
75,Baron,F1 Macro,0.3254607709902016,KNN,KNN,0.0
76,Baron,F1 Macro,0.4095112754905605,DBC,DBC,0.0
77,Baron,F1 Macro,0.08800847592599483,Listwise Deletion,SVC,0.0
78,Baron,F1 Macro,0.06375557691817371,Listwise Deletion,RF,0.0
79,Baron,F1 Macro,0.10534192817336555,Listwise Deletion,Ridge,0.0
80,3kPBMC,F1 Macro,0.7951923988014687,"ACF, correlation-only",ACF+SVC,0.0
81,3kPBMC,F1 Macro,0.7835863814124684,"ACF, correlation-only",ACF+RF,0.0
82,3kPBMC,F1 Macro,0.7001470378853445,"ACF, correlation-only",ACF+Ridge,0.0
83,3kPBMC,F1 Macro,0.4018118679898612,KNN,KNN,0.0
84,3kPBMC,F1 Macro,0.4432323381239789,DBC,DBC,0.0
85,3kPBMC,F1 Macro,0.25271316233537333,Listwise Deletion,SVC,0.0
86,3kPBMC,F1 Macro,0.23565335469014048,Listwise Deletion,RF,0.0
87,3kPBMC,F1 Macro,0.1592885872297637,Listwise Deletion,Ridge,0.0
88,3kPBMC,F1 Macro,0.7089924788040096,"ACF, correlation-only",ACF+SVC,0.0
89,3kPBMC,F1 Macro,0.7070314531116612,"ACF, correlation-only",ACF+RF,0.0
90,3kPBMC,F1 Macro,0.5936217721442401,"ACF, correlation-only",ACF+Ridge,0.0
91,3kPBMC,F1 Macro,0.2907916390582654,KNN,KNN,0.0
92,3kPBMC,F1 Macro,0.43432432275195204,DBC,DBC,0.0
93,3kPBMC,F1 Macro,0.30640958547581376,Listwise Deletion,SVC,0.0
94,3kPBMC,F1 Macro,0.248963776963777,Listwise Deletion,RF,0.0
95,3kPBMC,F1 Macro,0.13935185185185184,Listwise Deletion,Ridge,0.0
96,3kPBMC,F1 Macro,0.7195448112709204,"ACF, correlation-only",ACF+SVC,0.0
97,3kPBMC,F1 Macro,0.6891318594749565,"ACF, correlation-only",ACF+RF,0.0
98,3kPBMC,F1 Macro,0.6508104700915158,"ACF, correlation-only",ACF+Ridge,0.0
99,3kPBMC,F1 Macro,0.3329655996943377,KNN,KNN,0.0
100,3kPBMC,F1 Macro,0.575014107332141,DBC,DBC,0.0
101,3kPBMC,F1 Macro,0.2619451635190473,Listwise Deletion,SVC,0.0
102,3kPBMC,F1 Macro,0.2428039634825908,Listwise Deletion,RF,0.0
103,3kPBMC,F1 Macro,0.14831242532855435,Listwise Deletion,Ridge,0.0
104,3kPBMC,F1 Macro,0.7660207706538156,"ACF, correlation-only",ACF+SVC,0.0
105,3kPBMC,F1 Macro,0.7256518538548566,"ACF, correlation-only",ACF+RF,0.0
106,3kPBMC,F1 Macro,0.7334015151101345,"ACF, correlation-only",ACF+Ridge,0.0
107,3kPBMC,F1 Macro,0.39404836883448024,KNN,KNN,0.0
108,3kPBMC,F1 Macro,0.5806364335349843,DBC,DBC,0.0
109,3kPBMC,F1 Macro,0.26553728025994405,Listwise Deletion,SVC,0.0
110,3kPBMC,F1 Macro,0.25117439866043223,Listwise Deletion,RF,0.0
111,3kPBMC,F1 Macro,0.17292250233426704,Listwise Deletion,Ridge,0.0
112,3kPBMC,F1 Macro,0.8491375178124858,"ACF, correlation-only",ACF+SVC,0.0
113,3kPBMC,F1 Macro,0.7864507303396192,"ACF, correlation-only",ACF+RF,0.0
114,3kPBMC,F1 Macro,0.7131953447062664,"ACF, correlation-only",ACF+Ridge,0.0
115,3kPBMC,F1 Macro,0.48127143981905296,KNN,KNN,0.0
116,3kPBMC,F1 Macro,0.5152148405967523,DBC,DBC,0.0
117,3kPBMC,F1 Macro,0.26708430041859715,Listwise Deletion,SVC,0.0
118,3kPBMC,F1 Macro,0.237086267542827,Listwise Deletion,RF,0.0
119,3kPBMC,F1 Macro,0.143059680347035,Listwise Deletion,Ridge,0.0
120,3kPBMC,F1 Macro,0.8066109210841227,"ACF, correlation-only",ACF+SVC,0.0
121,3kPBMC,F1 Macro,0.8059372938643838,"ACF, correlation-only",ACF+RF,0.0
122,3kPBMC,F1 Macro,0.755565873269462,"ACF, correlation-only",ACF+Ridge,0.0
123,3kPBMC,F1 Macro,0.419876445818092,KNN,KNN,0.0
124,3kPBMC,F1 Macro,0.5743913962938796,DBC,DBC,0.0
125,3kPBMC,F1 Macro,0.27052074631022005,Listwise Deletion,SVC,0.0
126,3kPBMC,F1 Macro,0.2793011511202837,Listwise Deletion,RF,0.0
127,3kPBMC,F1 Macro,0.17163198230737262,Listwise Deletion,Ridge,0.0
128,3kPBMC,F1 Macro,0.7723965413519052,"ACF, correlation-only",ACF+SVC,0.0
129,3kPBMC,F1 Macro,0.6772159278305021,"ACF, correlation-only",ACF+RF,0.0
130,3kPBMC,F1 Macro,0.6789045188443049,"ACF, correlation-only",ACF+Ridge,0.0
131,3kPBMC,F1 Macro,0.36980153627327117,KNN,KNN,0.0
132,3kPBMC,F1 Macro,0.49052625816835627,DBC,DBC,0.0
133,3kPBMC,F1 Macro,0.3097375410528522,Listwise Deletion,SVC,0.0
134,3kPBMC,F1 Macro,0.2478157124126887,Listwise Deletion,RF,0.0
135,3kPBMC,F1 Macro,0.15900425826896417,Listwise Deletion,Ridge,0.0
136,3kPBMC,F1 Macro,0.8682246968246776,"ACF, correlation-only",ACF+SVC,0.0
137,3kPBMC,F1 Macro,0.8049811867086274,"ACF, correlation-only",ACF+RF,0.0
138,3kPBMC,F1 Macro,0.7736554912063968,"ACF, correlation-only",ACF+Ridge,0.0
139,3kPBMC,F1 Macro,0.4517427571786475,KNN,KNN,0.0
140,3kPBMC,F1 Macro,0.5026623961335193,DBC,DBC,0.0
141,3kPBMC,F1 Macro,0.2784211973648086,Listwise Deletion,SVC,0.0
142,3kPBMC,F1 Macro,0.25105348896909,Listwise Deletion,RF,0.0
143,3kPBMC,F1 Macro,0.15706550326433366,Listwise Deletion,Ridge,0.0
144,3kPBMC,F1 Macro,0.8484748907223518,"ACF, correlation-only",ACF+SVC,0.0
145,3kPBMC,F1 Macro,0.8426122599076326,"ACF, correlation-only",ACF+RF,0.0
146,3kPBMC,F1 Macro,0.7360819175424361,"ACF, correlation-only",ACF+Ridge,0.0
147,3kPBMC,F1 Macro,0.44597420562352497,KNN,KNN,0.0
148,3kPBMC,F1 Macro,0.5418135521067259,DBC,DBC,0.0
149,3kPBMC,F1 Macro,0.24961457159181263,Listwise Deletion,SVC,0.0
150,3kPBMC,F1 Macro,0.22693634945648627,Listwise Deletion,RF,0.0
151,3kPBMC,F1 Macro,0.13144755410687747,Listwise Deletion,Ridge,0.0
152,3kPBMC,F1 Macro,0.8341853131052297,"ACF, correlation-only",ACF+SVC,0.0
153,3kPBMC,F1 Macro,0.7743162494406275,"ACF, correlation-only",ACF+RF,0.0
154,3kPBMC,F1 Macro,0.7215959462925252,"ACF, correlation-only",ACF+Ridge,0.0
155,3kPBMC,F1 Macro,0.4271925282818529,KNN,KNN,0.0
156,3kPBMC,F1 Macro,0.4944352198954694,DBC,DBC,0.0
157,3kPBMC,F1 Macro,0.2247437100946804,Listwise Deletion,SVC,0.0
158,3kPBMC,F1 Macro,0.25588879989679675,Listwise Deletion,RF,0.0
159,3kPBMC,F1 Macro,0.13632119514472457,Listwise Deletion,Ridge,0.0
160,Xin,F1 Macro,0.7741595045500504,"ACF, correlation-only",ACF+SVC,0.0
161,Xin,F1 Macro,0.7239588083295333,"ACF, correlation-only",ACF+RF,0.0
162,Xin,F1 Macro,0.7608225108225108,"ACF, correlation-only",ACF+Ridge,0.0
163,Xin,F1 Macro,0.4724717553044916,KNN,KNN,0.0
164,Xin,F1 Macro,0.44479945379949154,DBC,DBC,0.0
165,Xin,F1 Macro,0.6159090909090909,Listwise Deletion,SVC,0.0
166,Xin,F1 Macro,0.5952101661779081,Listwise Deletion,RF,0.0
167,Xin,F1 Macro,0.6047939265661287,Listwise Deletion,Ridge,0.0
168,Xin,F1 Macro,0.940582159561314,"ACF, correlation-only",ACF+SVC,0.0
169,Xin,F1 Macro,0.8408284662179478,"ACF, correlation-only",ACF+RF,0.0
170,Xin,F1 Macro,0.8589646464646465,"ACF, correlation-only",ACF+Ridge,0.0
171,Xin,F1 Macro,0.4699147584823667,KNN,KNN,0.0
172,Xin,F1 Macro,0.4415959521864528,DBC,DBC,0.0
173,Xin,F1 Macro,0.7170745044429255,Listwise Deletion,SVC,0.0
174,Xin,F1 Macro,0.6076637726913969,Listwise Deletion,RF,0.0
175,Xin,F1 Macro,0.6722513597513597,Listwise Deletion,Ridge,0.0
176,Xin,F1 Macro,0.8250311070755986,"ACF, correlation-only",ACF+SVC,0.0
177,Xin,F1 Macro,0.8982326779026217,"ACF, correlation-only",ACF+RF,0.0
178,Xin,F1 Macro,0.8288509029171167,"ACF, correlation-only",ACF+Ridge,0.0
179,Xin,F1 Macro,0.43287867910983485,KNN,KNN,0.0
180,Xin,F1 Macro,0.46618393917436873,DBC,DBC,0.0
181,Xin,F1 Macro,0.8073182957393484,Listwise Deletion,SVC,0.0
182,Xin,F1 Macro,0.7252827184892403,Listwise Deletion,RF,0.0
183,Xin,F1 Macro,0.7762398833051007,Listwise Deletion,Ridge,0.0
184,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+SVC,0.0
185,Xin,F1 Macro,0.9575163398692811,"ACF, correlation-only",ACF+RF,0.0
186,Xin,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.0
187,Xin,F1 Macro,0.4670940170940171,KNN,KNN,0.0
188,Xin,F1 Macro,0.46490324702298536,DBC,DBC,0.0
189,Xin,F1 Macro,0.756358543417367,Listwise Deletion,SVC,0.0
190,Xin,F1 Macro,0.7438833001910554,Listwise Deletion,RF,0.0
191,Xin,F1 Macro,0.8207192188616338,Listwise Deletion,Ridge,0.0
192,Xin,F1 Macro,0.9204038601897656,"ACF, correlation-only",ACF+SVC,0.0
193,Xin,F1 Macro,0.8056656995486783,"ACF, correlation-only",ACF+RF,0.0
194,Xin,F1 Macro,0.8205114234862518,"ACF, correlation-only",ACF+Ridge,0.0
195,Xin,F1 Macro,0.4711396850572108,KNN,KNN,0.0
196,Xin,F1 Macro,0.26278068167759494,DBC,DBC,0.0
197,Xin,F1 Macro,0.7414044160174192,Listwise Deletion,SVC,0.0
198,Xin,F1 Macro,0.6329768270944741,Listwise Deletion,RF,0.0
199,Xin,F1 Macro,0.6832102898019076,Listwise Deletion,Ridge,0.0
200,Xin,F1 Macro,0.9826059456040481,"ACF, correlation-only",ACF+SVC,0.0
201,Xin,F1 Macro,0.9826059456040481,"ACF, correlation-only",ACF+RF,0.0
202,Xin,F1 Macro,0.8751088596823625,"ACF, correlation-only",ACF+Ridge,0.0
203,Xin,F1 Macro,0.47513516557783286,KNN,KNN,0.0
204,Xin,F1 Macro,0.5099880739415623,DBC,DBC,0.0
205,Xin,F1 Macro,0.7568501065251146,Listwise Deletion,SVC,0.0
206,Xin,F1 Macro,0.5374276261373037,Listwise Deletion,RF,0.0
207,Xin,F1 Macro,0.772831344821769,Listwise Deletion,Ridge,0.0
208,Xin,F1 Macro,0.9111941786283891,"ACF, correlation-only",ACF+SVC,0.0
209,Xin,F1 Macro,0.8461174242424242,"ACF, correlation-only",ACF+RF,0.0
210,Xin,F1 Macro,0.8238392857142856,"ACF, correlation-only",ACF+Ridge,0.0
211,Xin,F1 Macro,0.46564517956270535,KNN,KNN,0.0
212,Xin,F1 Macro,0.4988727858293076,DBC,DBC,0.0
213,Xin,F1 Macro,0.6947531197180566,Listwise Deletion,SVC,0.0
214,Xin,F1 Macro,0.46842105263157896,Listwise Deletion,RF,0.0
215,Xin,F1 Macro,0.7393083889794415,Listwise Deletion,Ridge,0.0
216,Xin,F1 Macro,0.8433950186219739,"ACF, correlation-only",ACF+SVC,0.0
217,Xin,F1 Macro,0.7420138888888889,"ACF, correlation-only",ACF+RF,0.0
218,Xin,F1 Macro,0.8433950186219739,"ACF, correlation-only",ACF+Ridge,0.0
219,Xin,F1 Macro,0.4815789473684211,KNN,KNN,0.0
220,Xin,F1 Macro,0.5819444444444445,DBC,DBC,0.0
221,Xin,F1 Macro,0.7909872357192481,Listwise Deletion,SVC,0.0
222,Xin,F1 Macro,0.630998346275525,Listwise Deletion,RF,0.0
223,Xin,F1 Macro,0.8724471093422707,Listwise Deletion,Ridge,0.0
224,Xin,F1 Macro,0.8809941520467836,"ACF, correlation-only",ACF+SVC,0.0
225,Xin,F1 Macro,0.8681981101335939,"ACF, correlation-only",ACF+RF,0.0
226,Xin,F1 Macro,0.8441179750223016,"ACF, correlation-only",ACF+Ridge,0.0
227,Xin,F1 Macro,0.4601374570446735,KNN,KNN,0.0
228,Xin,F1 Macro,0.6333183899580518,DBC,DBC,0.0
229,Xin,F1 Macro,0.7767453135100194,Listwise Deletion,SVC,0.0
230,Xin,F1 Macro,0.5848014005908744,Listwise Deletion,RF,0.0
231,Xin,F1 Macro,0.7489818761031469,Listwise Deletion,Ridge,0.0
232,Xin,F1 Macro,0.7222810472503608,"ACF, correlation-only",ACF+SVC,0.0
233,Xin,F1 Macro,0.7923299001248439,"ACF, correlation-only",ACF+RF,0.0
234,Xin,F1 Macro,0.8690068723627841,"ACF, correlation-only",ACF+Ridge,0.0
235,Xin,F1 Macro,0.47094064949608067,KNN,KNN,0.0
236,Xin,F1 Macro,0.5613188623826921,DBC,DBC,0.0
237,Xin,F1 Macro,0.6950281251957229,Listwise Deletion,SVC,0.0
238,Xin,F1 Macro,0.6109307359307359,Listwise Deletion,RF,0.0
239,Xin,F1 Macro,0.6979799257759783,Listwise Deletion,Ridge,0.0
240,Baron,F1 Macro,0.8699003274894972,"ACF, correlation-only",ACF+SVC,1.0
241,Baron,F1 Macro,0.7783432695074828,"ACF, correlation-only",ACF+RF,1.0
242,Baron,F1 Macro,0.814664597232913,"ACF, correlation-only",ACF+Ridge,1.0
243,Baron,F1 Macro,0.314857893429322,KNN,KNN,1.0
244,Baron,F1 Macro,0.40854945044932944,DBC,DBC,1.0
245,Baron,F1 Macro,0.08775409243179091,Listwise Deletion,SVC,1.0
246,Baron,F1 Macro,0.10256236398956244,Listwise Deletion,RF,1.0
247,Baron,F1 Macro,0.09768793519341874,Listwise Deletion,Ridge,1.0
248,Baron,F1 Macro,0.7897556314940917,"ACF, correlation-only",ACF+SVC,1.0
249,Baron,F1 Macro,0.8034326528538291,"ACF, correlation-only",ACF+RF,1.0
250,Baron,F1 Macro,0.7283925887842148,"ACF, correlation-only",ACF+Ridge,1.0
251,Baron,F1 Macro,0.311982202203947,KNN,KNN,1.0
252,Baron,F1 Macro,0.4160779357669874,DBC,DBC,1.0
253,Baron,F1 Macro,0.08747676549037291,Listwise Deletion,SVC,1.0
254,Baron,F1 Macro,0.12474198696412254,Listwise Deletion,RF,1.0
255,Baron,F1 Macro,0.10391114697754728,Listwise Deletion,Ridge,1.0
256,Baron,F1 Macro,0.8161447935818598,"ACF, correlation-only",ACF+SVC,1.0
257,Baron,F1 Macro,0.8045859054843987,"ACF, correlation-only",ACF+RF,1.0
258,Baron,F1 Macro,0.8035162287764146,"ACF, correlation-only",ACF+Ridge,1.0
259,Baron,F1 Macro,0.3308508247791226,KNN,KNN,1.0
260,Baron,F1 Macro,0.4511896695150641,DBC,DBC,1.0
261,Baron,F1 Macro,0.10475824460550666,Listwise Deletion,SVC,1.0
262,Baron,F1 Macro,0.0841769070013315,Listwise Deletion,RF,1.0
263,Baron,F1 Macro,0.07386052225889937,Listwise Deletion,Ridge,1.0
264,Baron,F1 Macro,0.8084516578501114,"ACF, correlation-only",ACF+SVC,1.0
265,Baron,F1 Macro,0.8207951939359649,"ACF, correlation-only",ACF+RF,1.0
266,Baron,F1 Macro,0.7553300908992431,"ACF, correlation-only",ACF+Ridge,1.0
267,Baron,F1 Macro,0.29499564565568853,KNN,KNN,1.0
268,Baron,F1 Macro,0.37870054040398227,DBC,DBC,1.0
269,Baron,F1 Macro,0.09598120788596981,Listwise Deletion,SVC,1.0
270,Baron,F1 Macro,0.10977439701781708,Listwise Deletion,RF,1.0
271,Baron,F1 Macro,0.08096346386360066,Listwise Deletion,Ridge,1.0
272,Baron,F1 Macro,0.8489620090460427,"ACF, correlation-only",ACF+SVC,1.0
273,Baron,F1 Macro,0.7834603895354368,"ACF, correlation-only",ACF+RF,1.0
274,Baron,F1 Macro,0.827766421126388,"ACF, correlation-only",ACF+Ridge,1.0
275,Baron,F1 Macro,0.301941594842508,KNN,KNN,1.0
276,Baron,F1 Macro,0.38872068773785595,DBC,DBC,1.0
277,Baron,F1 Macro,0.07989383448264442,Listwise Deletion,SVC,1.0
278,Baron,F1 Macro,0.09468806804925795,Listwise Deletion,RF,1.0
279,Baron,F1 Macro,0.0891326545501308,Listwise Deletion,Ridge,1.0
280,Baron,F1 Macro,0.7786831215542835,"ACF, correlation-only",ACF+SVC,1.0
281,Baron,F1 Macro,0.7389404026669477,"ACF, correlation-only",ACF+RF,1.0
282,Baron,F1 Macro,0.761955468055134,"ACF, correlation-only",ACF+Ridge,1.0
283,Baron,F1 Macro,0.3051352032089381,KNN,KNN,1.0
284,Baron,F1 Macro,0.36943272772733987,DBC,DBC,1.0
285,Baron,F1 Macro,0.09931839534779335,Listwise Deletion,SVC,1.0
286,Baron,F1 Macro,0.12071541710962827,Listwise Deletion,RF,1.0
287,Baron,F1 Macro,0.08298178164009469,Listwise Deletion,Ridge,1.0
288,Baron,F1 Macro,0.8498973964274043,"ACF, correlation-only",ACF+SVC,1.0
289,Baron,F1 Macro,0.7805726753770328,"ACF, correlation-only",ACF+RF,1.0
290,Baron,F1 Macro,0.7986110489479507,"ACF, correlation-only",ACF+Ridge,1.0
291,Baron,F1 Macro,0.30871928486411204,KNN,KNN,1.0
292,Baron,F1 Macro,0.47047456162740375,DBC,DBC,1.0
293,Baron,F1 Macro,0.1164093797478098,Listwise Deletion,SVC,1.0
294,Baron,F1 Macro,0.08802649535895994,Listwise Deletion,RF,1.0
295,Baron,F1 Macro,0.0703066497213582,Listwise Deletion,Ridge,1.0
296,Baron,F1 Macro,0.8364917588921298,"ACF, correlation-only",ACF+SVC,1.0
297,Baron,F1 Macro,0.7772415556390343,"ACF, correlation-only",ACF+RF,1.0
298,Baron,F1 Macro,0.827155598039429,"ACF, correlation-only",ACF+Ridge,1.0
299,Baron,F1 Macro,0.31086108610861085,KNN,KNN,1.0
300,Baron,F1 Macro,0.4744403248816071,DBC,DBC,1.0
301,Baron,F1 Macro,0.07010909795377902,Listwise Deletion,SVC,1.0
302,Baron,F1 Macro,0.0888314643251158,Listwise Deletion,RF,1.0
303,Baron,F1 Macro,0.07459992994048721,Listwise Deletion,Ridge,1.0
304,Baron,F1 Macro,0.850851474391832,"ACF, correlation-only",ACF+SVC,1.0
305,Baron,F1 Macro,0.8807693878323177,"ACF, correlation-only",ACF+RF,1.0
306,Baron,F1 Macro,0.8123884623322962,"ACF, correlation-only",ACF+Ridge,1.0
307,Baron,F1 Macro,0.3174786295462423,KNN,KNN,1.0
308,Baron,F1 Macro,0.3884582518129393,DBC,DBC,1.0
309,Baron,F1 Macro,0.08025985275857267,Listwise Deletion,SVC,1.0
310,Baron,F1 Macro,0.06984228116676121,Listwise Deletion,RF,1.0
311,Baron,F1 Macro,0.11981237696446262,Listwise Deletion,Ridge,1.0
312,Baron,F1 Macro,0.8311978249769758,"ACF, correlation-only",ACF+SVC,1.0
313,Baron,F1 Macro,0.8014885401633145,"ACF, correlation-only",ACF+RF,1.0
314,Baron,F1 Macro,0.8010971120856866,"ACF, correlation-only",ACF+Ridge,1.0
315,Baron,F1 Macro,0.3265861686444467,KNN,KNN,1.0
316,Baron,F1 Macro,0.4095112754905605,DBC,DBC,1.0
317,Baron,F1 Macro,0.11000421299623381,Listwise Deletion,SVC,1.0
318,Baron,F1 Macro,0.08857035213758196,Listwise Deletion,RF,1.0
319,Baron,F1 Macro,0.06904003416016671,Listwise Deletion,Ridge,1.0
320,3kPBMC,F1 Macro,0.7583085666254614,"ACF, correlation-only",ACF+SVC,1.0
321,3kPBMC,F1 Macro,0.7511080899937542,"ACF, correlation-only",ACF+RF,1.0
322,3kPBMC,F1 Macro,0.6639995845585567,"ACF, correlation-only",ACF+Ridge,1.0
323,3kPBMC,F1 Macro,0.4041821940284294,KNN,KNN,1.0
324,3kPBMC,F1 Macro,0.4432323381239789,DBC,DBC,1.0
325,3kPBMC,F1 Macro,0.2460466389554695,Listwise Deletion,SVC,1.0
326,3kPBMC,F1 Macro,0.23741932934663687,Listwise Deletion,RF,1.0
327,3kPBMC,F1 Macro,0.1592885872297637,Listwise Deletion,Ridge,1.0
328,3kPBMC,F1 Macro,0.713242155797563,"ACF, correlation-only",ACF+SVC,1.0
329,3kPBMC,F1 Macro,0.6716083783539498,"ACF, correlation-only",ACF+RF,1.0
330,3kPBMC,F1 Macro,0.6181731621047,"ACF, correlation-only",ACF+Ridge,1.0
331,3kPBMC,F1 Macro,0.2907916390582654,KNN,KNN,1.0
332,3kPBMC,F1 Macro,0.43432432275195204,DBC,DBC,1.0
333,3kPBMC,F1 Macro,0.249959999012202,Listwise Deletion,SVC,1.0
334,3kPBMC,F1 Macro,0.2739274163279478,Listwise Deletion,RF,1.0
335,3kPBMC,F1 Macro,0.13935185185185184,Listwise Deletion,Ridge,1.0
336,3kPBMC,F1 Macro,0.7411499573024697,"ACF, correlation-only",ACF+SVC,1.0
337,3kPBMC,F1 Macro,0.7070336959407031,"ACF, correlation-only",ACF+RF,1.0
338,3kPBMC,F1 Macro,0.594923507285454,"ACF, correlation-only",ACF+Ridge,1.0
339,3kPBMC,F1 Macro,0.3044180438465309,KNN,KNN,1.0
340,3kPBMC,F1 Macro,0.575014107332141,DBC,DBC,1.0
341,3kPBMC,F1 Macro,0.257368465547086,Listwise Deletion,SVC,1.0
