,Dataset,Metric,Value,Method,Algorithm,Repetition
1656,Petralia(raw),F1 Macro,0.865719696969697,"ACF, correlation-only",ACF+SVC,5.0
1657,Petralia(raw),F1 Macro,0.7997474747474748,"ACF, correlation-only",ACF+RF,5.0
1658,Petralia(raw),F1 Macro,0.658080808080808,"ACF, correlation-only",ACF+Ridge,5.0
1659,Petralia(raw),F1 Macro,0.7291666666666666,KNN,KNN,5.0
1660,Petralia(raw),F1 Macro,0.7332792207792207,DBC,DBC,5.0
1661,Petralia(raw),F1 Macro,0.6361111111111111,Listwise Deletion,SVC,5.0
1662,Petralia(raw),F1 Macro,0.908080808080808,Listwise Deletion,RF,5.0
1663,Petralia(raw),F1 Macro,0.5880952380952381,Listwise Deletion,Ridge,5.0
1664,Petralia(raw),F1 Macro,0.7,"ACF, correlation-only",ACF+SVC,5.0
1665,Petralia(raw),F1 Macro,0.8041666666666667,"ACF, correlation-only",ACF+RF,5.0
1666,Petralia(raw),F1 Macro,0.7303030303030302,"ACF, correlation-only",ACF+Ridge,5.0
1667,Petralia(raw),F1 Macro,0.5739583333333333,KNN,KNN,5.0
1668,Petralia(raw),F1 Macro,0.6188852813852814,DBC,DBC,5.0
1669,Petralia(raw),F1 Macro,0.7333333333333333,Listwise Deletion,SVC,5.0
1670,Petralia(raw),F1 Macro,0.5958333333333333,Listwise Deletion,RF,5.0
1671,Petralia(raw),F1 Macro,0.8303030303030303,Listwise Deletion,Ridge,5.0
1672,Petralia(raw),F1 Macro,0.5458333333333334,"ACF, correlation-only",ACF+SVC,5.0
1673,Petralia(raw),F1 Macro,0.6958333333333333,"ACF, correlation-only",ACF+RF,5.0
1674,Petralia(raw),F1 Macro,0.7547619047619047,"ACF, correlation-only",ACF+Ridge,5.0
1675,Petralia(raw),F1 Macro,0.75,KNN,KNN,5.0
1676,Petralia(raw),F1 Macro,0.5672619047619047,DBC,DBC,5.0
1677,Petralia(raw),F1 Macro,0.8583333333333334,Listwise Deletion,SVC,5.0
1678,Petralia(raw),F1 Macro,0.6482142857142857,Listwise Deletion,RF,5.0
1679,Petralia(raw),F1 Macro,0.8,Listwise Deletion,Ridge,5.0
1680,Petralia(IRS),F1 Macro,0.8166666666666667,"ACF, correlation-only",ACF+SVC,5.0
1681,Petralia(IRS),F1 Macro,0.838095238095238,"ACF, correlation-only",ACF+RF,5.0
1682,Petralia(IRS),F1 Macro,0.8208333333333333,"ACF, correlation-only",ACF+Ridge,5.0
1683,Petralia(IRS),F1 Macro,0.7332792207792207,KNN,KNN,5.0
1684,Petralia(IRS),F1 Macro,0.5564935064935065,DBC,DBC,5.0
1685,Petralia(IRS),F1 Macro,0.9333333333333333,Listwise Deletion,SVC,5.0
1686,Petralia(IRS),F1 Macro,0.7476190476190476,Listwise Deletion,RF,5.0
1687,Petralia(IRS),F1 Macro,0.8708333333333333,Listwise Deletion,Ridge,5.0
1688,Petralia(IRS),F1 Macro,0.8041666666666667,"ACF, correlation-only",ACF+SVC,5.0
1689,Petralia(IRS),F1 Macro,0.8297619047619047,"ACF, correlation-only",ACF+RF,5.0
1690,Petralia(IRS),F1 Macro,0.9154761904761904,"ACF, correlation-only",ACF+Ridge,5.0
1691,Petralia(IRS),F1 Macro,0.8825757575757576,KNN,KNN,5.0
1692,Petralia(IRS),F1 Macro,0.6825757575757576,DBC,DBC,5.0
1693,Petralia(IRS),F1 Macro,0.8557539682539683,Listwise Deletion,SVC,5.0
1694,Petralia(IRS),F1 Macro,0.8666666666666667,Listwise Deletion,RF,5.0
1695,Petralia(IRS),F1 Macro,0.838095238095238,Listwise Deletion,Ridge,5.0
1696,Petralia(IRS),F1 Macro,0.8833333333333333,"ACF, correlation-only",ACF+SVC,5.0
1697,Petralia(IRS),F1 Macro,0.8833333333333333,"ACF, correlation-only",ACF+RF,5.0
1698,Petralia(IRS),F1 Macro,0.9154761904761904,"ACF, correlation-only",ACF+Ridge,5.0
1699,Petralia(IRS),F1 Macro,0.7571428571428571,KNN,KNN,5.0
1700,Petralia(IRS),F1 Macro,0.7277777777777777,DBC,DBC,5.0
1701,Petralia(IRS),F1 Macro,0.8842261904761904,Listwise Deletion,SVC,5.0
1702,Petralia(IRS),F1 Macro,0.8488095238095238,Listwise Deletion,RF,5.0
1703,Petralia(IRS),F1 Macro,0.8404761904761904,Listwise Deletion,Ridge,5.0
1704,Petralia(IRS),F1 Macro,0.7210317460317461,"ACF, correlation-only",ACF+SVC,5.0
1705,Petralia(IRS),F1 Macro,0.85,"ACF, correlation-only",ACF+RF,5.0
1706,Petralia(IRS),F1 Macro,0.7166666666666667,"ACF, correlation-only",ACF+Ridge,5.0
1707,Petralia(IRS),F1 Macro,0.8071428571428572,KNN,KNN,5.0
1708,Petralia(IRS),F1 Macro,0.7488095238095238,DBC,DBC,5.0
1709,Petralia(IRS),F1 Macro,0.8527777777777777,Listwise Deletion,SVC,5.0
1710,Petralia(IRS),F1 Macro,0.9444444444444444,Listwise Deletion,RF,5.0
1711,Petralia(IRS),F1 Macro,0.8631944444444445,Listwise Deletion,Ridge,5.0
1712,Petralia(IRS),F1 Macro,0.9707792207792207,"ACF, correlation-only",ACF+SVC,5.0
1713,Petralia(IRS),F1 Macro,0.9112554112554112,"ACF, correlation-only",ACF+RF,5.0
1714,Petralia(IRS),F1 Macro,0.802922077922078,"ACF, correlation-only",ACF+Ridge,5.0
1715,Petralia(IRS),F1 Macro,0.7696428571428571,KNN,KNN,5.0
1716,Petralia(IRS),F1 Macro,0.8207792207792208,DBC,DBC,5.0
1717,Petralia(IRS),F1 Macro,0.9707792207792207,Listwise Deletion,SVC,5.0
1718,Petralia(IRS),F1 Macro,0.9112554112554112,Listwise Deletion,RF,5.0
1719,Petralia(IRS),F1 Macro,0.9112554112554112,Listwise Deletion,Ridge,5.0
1720,Petralia(IRS),F1 Macro,0.7594696969696969,"ACF, correlation-only",ACF+SVC,5.0
1721,Petralia(IRS),F1 Macro,0.7267316017316017,"ACF, correlation-only",ACF+RF,5.0
1722,Petralia(IRS),F1 Macro,0.8988095238095237,"ACF, correlation-only",ACF+Ridge,5.0
1723,Petralia(IRS),F1 Macro,0.7529761904761905,KNN,KNN,5.0
1724,Petralia(IRS),F1 Macro,0.6755952380952381,DBC,DBC,5.0
1725,Petralia(IRS),F1 Macro,0.8666666666666667,Listwise Deletion,SVC,5.0
1726,Petralia(IRS),F1 Macro,0.9333333333333333,Listwise Deletion,RF,5.0
1727,Petralia(IRS),F1 Macro,0.9571428571428571,Listwise Deletion,Ridge,5.0
1728,Petralia(IRS),F1 Macro,0.8267316017316018,"ACF, correlation-only",ACF+SVC,5.0
1729,Petralia(IRS),F1 Macro,0.8395833333333333,"ACF, correlation-only",ACF+RF,5.0
1730,Petralia(IRS),F1 Macro,0.7865530303030304,"ACF, correlation-only",ACF+Ridge,5.0
1731,Petralia(IRS),F1 Macro,0.8058982683982685,KNN,KNN,5.0
1732,Petralia(IRS),F1 Macro,0.6479166666666667,DBC,DBC,5.0
1733,Petralia(IRS),F1 Macro,0.8819444444444444,Listwise Deletion,SVC,5.0
1734,Petralia(IRS),F1 Macro,0.90625,Listwise Deletion,RF,5.0
1735,Petralia(IRS),F1 Macro,0.8520833333333333,Listwise Deletion,Ridge,5.0
1736,Petralia(IRS),F1 Macro,0.9571428571428571,"ACF, correlation-only",ACF+SVC,5.0
1737,Petralia(IRS),F1 Macro,0.961111111111111,"ACF, correlation-only",ACF+RF,5.0
1738,Petralia(IRS),F1 Macro,0.6461760461760462,"ACF, correlation-only",ACF+Ridge,5.0
1739,Petralia(IRS),F1 Macro,0.9270833333333333,KNN,KNN,5.0
1740,Petralia(IRS),F1 Macro,0.8445887445887446,DBC,DBC,5.0
1741,Petralia(IRS),F1 Macro,0.7997474747474748,Listwise Deletion,SVC,5.0
1742,Petralia(IRS),F1 Macro,0.908080808080808,Listwise Deletion,RF,5.0
1743,Petralia(IRS),F1 Macro,0.7833333333333333,Listwise Deletion,Ridge,5.0
1744,Petralia(IRS),F1 Macro,0.8178030303030304,"ACF, correlation-only",ACF+SVC,5.0
1745,Petralia(IRS),F1 Macro,0.8515873015873017,"ACF, correlation-only",ACF+RF,5.0
1746,Petralia(IRS),F1 Macro,0.8303030303030303,"ACF, correlation-only",ACF+Ridge,5.0
1747,Petralia(IRS),F1 Macro,0.7178030303030303,KNN,KNN,5.0
1748,Petralia(IRS),F1 Macro,0.7325757575757575,DBC,DBC,5.0
1749,Petralia(IRS),F1 Macro,0.7886363636363636,Listwise Deletion,SVC,5.0
1750,Petralia(IRS),F1 Macro,0.7803030303030303,Listwise Deletion,RF,5.0
1751,Petralia(IRS),F1 Macro,0.7803030303030303,Listwise Deletion,Ridge,5.0
1752,Petralia(IRS),F1 Macro,0.5431818181818182,"ACF, correlation-only",ACF+SVC,5.0
1753,Petralia(IRS),F1 Macro,0.551923076923077,"ACF, correlation-only",ACF+RF,5.0
1754,Petralia(IRS),F1 Macro,0.7617424242424242,"ACF, correlation-only",ACF+Ridge,5.0
1755,Petralia(IRS),F1 Macro,0.7351190476190477,KNN,KNN,5.0
1756,Petralia(IRS),F1 Macro,0.7794871794871795,DBC,DBC,5.0
1757,Petralia(IRS),F1 Macro,0.7791666666666666,Listwise Deletion,SVC,5.0
1758,Petralia(IRS),F1 Macro,0.6336538461538461,Listwise Deletion,RF,5.0
1759,Petralia(IRS),F1 Macro,0.7617424242424242,Listwise Deletion,Ridge,5.0
1760,BRCA(raw),F1 Macro,0.6318181818181818,"ACF, correlation-only",ACF+SVC,5.0
1761,BRCA(raw),F1 Macro,0.6089743589743589,"ACF, correlation-only",ACF+RF,5.0
1762,BRCA(raw),F1 Macro,0.7083333333333334,"ACF, correlation-only",ACF+Ridge,5.0
1763,BRCA(raw),F1 Macro,0.6309523809523809,KNN,KNN,5.0
1764,BRCA(raw),F1 Macro,0.4,DBC,DBC,5.0
1765,BRCA(raw),F1 Macro,0.7666666666666666,Listwise Deletion,SVC,5.0
1766,BRCA(raw),F1 Macro,0.764102564102564,Listwise Deletion,RF,5.0
1767,BRCA(raw),F1 Macro,0.6047619047619047,Listwise Deletion,Ridge,5.0
1768,BRCA(raw),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+SVC,5.0
1769,BRCA(raw),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+RF,5.0
1770,BRCA(raw),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+Ridge,5.0
1771,BRCA(raw),F1 Macro,0.38749999999999996,KNN,KNN,5.0
1772,BRCA(raw),F1 Macro,0.5416666666666666,DBC,DBC,5.0
1773,BRCA(raw),F1 Macro,0.6309523809523809,Listwise Deletion,SVC,5.0
1774,BRCA(raw),F1 Macro,0.42857142857142855,Listwise Deletion,RF,5.0
1775,BRCA(raw),F1 Macro,0.5641025641025641,Listwise Deletion,Ridge,5.0
1776,BRCA(raw),F1 Macro,0.7307692307692307,"ACF, correlation-only",ACF+SVC,5.0
1777,BRCA(raw),F1 Macro,0.6089743589743589,"ACF, correlation-only",ACF+RF,5.0
1778,BRCA(raw),F1 Macro,0.5595238095238095,"ACF, correlation-only",ACF+Ridge,5.0
1779,BRCA(raw),F1 Macro,0.47916666666666663,KNN,KNN,5.0
1780,BRCA(raw),F1 Macro,0.4734848484848484,DBC,DBC,5.0
1781,BRCA(raw),F1 Macro,0.6583333333333333,Listwise Deletion,SVC,5.0
1782,BRCA(raw),F1 Macro,0.45,Listwise Deletion,RF,5.0
1783,BRCA(raw),F1 Macro,0.6272727272727272,Listwise Deletion,Ridge,5.0
1784,BRCA(raw),F1 Macro,0.8974358974358974,"ACF, correlation-only",ACF+SVC,5.0
1785,BRCA(raw),F1 Macro,0.7339743589743589,"ACF, correlation-only",ACF+RF,5.0
1786,BRCA(raw),F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,5.0
1787,BRCA(raw),F1 Macro,0.6166666666666667,KNN,KNN,5.0
1788,BRCA(raw),F1 Macro,0.8974358974358974,DBC,DBC,5.0
1789,BRCA(raw),F1 Macro,0.825,Listwise Deletion,SVC,5.0
1790,BRCA(raw),F1 Macro,0.764102564102564,Listwise Deletion,RF,5.0
1791,BRCA(raw),F1 Macro,0.825,Listwise Deletion,Ridge,5.0
1792,BRCA(raw),F1 Macro,0.5673076923076923,"ACF, correlation-only",ACF+SVC,5.0
1793,BRCA(raw),F1 Macro,0.7818181818181817,"ACF, correlation-only",ACF+RF,5.0
1794,BRCA(raw),F1 Macro,0.5673076923076923,"ACF, correlation-only",ACF+Ridge,5.0
1795,BRCA(raw),F1 Macro,0.45,KNN,KNN,5.0
1796,BRCA(raw),F1 Macro,0.2642857142857143,DBC,DBC,5.0
1797,BRCA(raw),F1 Macro,0.6089743589743589,Listwise Deletion,SVC,5.0
1798,BRCA(raw),F1 Macro,0.6089743589743589,Listwise Deletion,RF,5.0
1799,BRCA(raw),F1 Macro,0.5113636363636364,Listwise Deletion,Ridge,5.0
1800,BRCA(raw),F1 Macro,0.7307692307692307,"ACF, correlation-only",ACF+SVC,5.0
1801,BRCA(raw),F1 Macro,0.8939393939393939,"ACF, correlation-only",ACF+RF,5.0
1802,BRCA(raw),F1 Macro,0.7307692307692307,"ACF, correlation-only",ACF+Ridge,5.0
1803,BRCA(raw),F1 Macro,0.5666666666666667,KNN,KNN,5.0
1804,BRCA(raw),F1 Macro,0.7083333333333334,DBC,DBC,5.0
1805,BRCA(raw),F1 Macro,0.6117216117216117,Listwise Deletion,SVC,5.0
1806,BRCA(raw),F1 Macro,0.5892857142857143,Listwise Deletion,RF,5.0
1807,BRCA(raw),F1 Macro,0.7307692307692307,Listwise Deletion,Ridge,5.0
1808,BRCA(raw),F1 Macro,0.7250000000000001,"ACF, correlation-only",ACF+SVC,5.0
1809,BRCA(raw),F1 Macro,0.6772727272727272,"ACF, correlation-only",ACF+RF,5.0
1810,BRCA(raw),F1 Macro,0.8166666666666667,"ACF, correlation-only",ACF+Ridge,5.0
1811,BRCA(raw),F1 Macro,0.38749999999999996,KNN,KNN,5.0
1812,BRCA(raw),F1 Macro,0.5772727272727273,DBC,DBC,5.0
1813,BRCA(raw),F1 Macro,0.5113636363636364,Listwise Deletion,SVC,5.0
1814,BRCA(raw),F1 Macro,0.5224358974358974,Listwise Deletion,RF,5.0
1815,BRCA(raw),F1 Macro,0.5113636363636364,Listwise Deletion,Ridge,5.0
1816,BRCA(raw),F1 Macro,0.5277777777777778,"ACF, correlation-only",ACF+SVC,5.0
1817,BRCA(raw),F1 Macro,0.5666666666666667,"ACF, correlation-only",ACF+RF,5.0
1818,BRCA(raw),F1 Macro,0.7083333333333333,"ACF, correlation-only",ACF+Ridge,5.0
1819,BRCA(raw),F1 Macro,0.37857142857142856,KNN,KNN,5.0
1820,BRCA(raw),F1 Macro,0.4444444444444444,DBC,DBC,5.0
1821,BRCA(raw),F1 Macro,0.4861111111111111,Listwise Deletion,SVC,5.0
1822,BRCA(raw),F1 Macro,0.5666666666666667,Listwise Deletion,RF,5.0
1823,BRCA(raw),F1 Macro,0.41666666666666663,Listwise Deletion,Ridge,5.0
1824,BRCA(raw),F1 Macro,0.7083333333333333,"ACF, correlation-only",ACF+SVC,5.0
1825,BRCA(raw),F1 Macro,0.6818181818181818,"ACF, correlation-only",ACF+RF,5.0
1826,BRCA(raw),F1 Macro,0.6818181818181818,"ACF, correlation-only",ACF+Ridge,5.0
1827,BRCA(raw),F1 Macro,0.37857142857142856,KNN,KNN,5.0
1828,BRCA(raw),F1 Macro,0.37499999999999994,DBC,DBC,5.0
1829,BRCA(raw),F1 Macro,0.3333333333333333,Listwise Deletion,SVC,5.0
1830,BRCA(raw),F1 Macro,0.6166666666666667,Listwise Deletion,RF,5.0
1831,BRCA(raw),F1 Macro,0.5484848484848485,Listwise Deletion,Ridge,5.0
1832,BRCA(raw),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+SVC,5.0
1833,BRCA(raw),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+RF,5.0
1834,BRCA(raw),F1 Macro,0.8939393939393939,"ACF, correlation-only",ACF+Ridge,5.0
1835,BRCA(raw),F1 Macro,0.4423076923076923,KNN,KNN,5.0
1836,BRCA(raw),F1 Macro,0.6722222222222223,DBC,DBC,5.0
1837,BRCA(raw),F1 Macro,0.6309523809523809,Listwise Deletion,SVC,5.0
1838,BRCA(raw),F1 Macro,0.5,Listwise Deletion,RF,5.0
1839,BRCA(raw),F1 Macro,0.6309523809523809,Listwise Deletion,Ridge,5.0
1840,BRCA(IRS),F1 Macro,0.6583333333333334,"ACF, correlation-only",ACF+SVC,5.0
1841,BRCA(IRS),F1 Macro,0.6309523809523809,"ACF, correlation-only",ACF+RF,5.0
1842,BRCA(IRS),F1 Macro,0.6318181818181818,"ACF, correlation-only",ACF+Ridge,5.0
1843,BRCA(IRS),F1 Macro,0.6309523809523809,KNN,KNN,5.0
1844,BRCA(IRS),F1 Macro,0.38636363636363635,DBC,DBC,5.0
1845,BRCA(IRS),F1 Macro,0.6309523809523809,Listwise Deletion,SVC,5.0
1846,BRCA(IRS),F1 Macro,0.7,Listwise Deletion,RF,5.0
1847,BRCA(IRS),F1 Macro,0.7083333333333334,Listwise Deletion,Ridge,5.0
1848,BRCA(IRS),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+SVC,5.0
1849,BRCA(IRS),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+RF,5.0
1850,BRCA(IRS),F1 Macro,0.42857142857142855,"ACF, correlation-only",ACF+Ridge,5.0
1851,BRCA(IRS),F1 Macro,0.42857142857142855,KNN,KNN,5.0
1852,BRCA(IRS),F1 Macro,0.5333333333333333,DBC,DBC,5.0
1853,BRCA(IRS),F1 Macro,0.6117216117216117,Listwise Deletion,SVC,5.0
1854,BRCA(IRS),F1 Macro,0.6117216117216117,Listwise Deletion,RF,5.0
1855,BRCA(IRS),F1 Macro,0.6117216117216117,Listwise Deletion,Ridge,5.0
1856,BRCA(IRS),F1 Macro,0.6583333333333333,"ACF, correlation-only",ACF+SVC,5.0
1857,BRCA(IRS),F1 Macro,0.6772727272727272,"ACF, correlation-only",ACF+RF,5.0
1858,BRCA(IRS),F1 Macro,0.45,"ACF, correlation-only",ACF+Ridge,5.0
1859,BRCA(IRS),F1 Macro,0.5035714285714286,KNN,KNN,5.0
1860,BRCA(IRS),F1 Macro,0.35833333333333334,DBC,DBC,5.0
1861,BRCA(IRS),F1 Macro,0.6583333333333333,Listwise Deletion,SVC,5.0
1862,BRCA(IRS),F1 Macro,0.7,Listwise Deletion,RF,5.0
1863,BRCA(IRS),F1 Macro,0.6272727272727272,Listwise Deletion,Ridge,5.0
1864,BRCA(IRS),F1 Macro,0.9272727272727272,"ACF, correlation-only",ACF+SVC,5.0
1865,BRCA(IRS),F1 Macro,0.8974358974358974,"ACF, correlation-only",ACF+RF,5.0
1866,BRCA(IRS),F1 Macro,0.7976190476190476,"ACF, correlation-only",ACF+Ridge,5.0
1867,BRCA(IRS),F1 Macro,0.7339743589743589,KNN,KNN,5.0
1868,BRCA(IRS),F1 Macro,0.628968253968254,DBC,DBC,5.0
1869,BRCA(IRS),F1 Macro,0.8974358974358974,Listwise Deletion,SVC,5.0
1870,BRCA(IRS),F1 Macro,0.558974358974359,Listwise Deletion,RF,5.0
1871,BRCA(IRS),F1 Macro,0.7976190476190476,Listwise Deletion,Ridge,5.0
1872,BRCA(IRS),F1 Macro,0.5318181818181817,"ACF, correlation-only",ACF+SVC,5.0
1873,BRCA(IRS),F1 Macro,0.7234848484848484,"ACF, correlation-only",ACF+RF,5.0
1874,BRCA(IRS),F1 Macro,0.5984848484848484,"ACF, correlation-only",ACF+Ridge,5.0
1875,BRCA(IRS),F1 Macro,0.6089743589743589,KNN,KNN,5.0
1876,BRCA(IRS),F1 Macro,0.45238095238095233,DBC,DBC,5.0
1877,BRCA(IRS),F1 Macro,0.6583333333333333,Listwise Deletion,SVC,5.0
1878,BRCA(IRS),F1 Macro,0.7307692307692307,Listwise Deletion,RF,5.0
1879,BRCA(IRS),F1 Macro,0.6583333333333333,Listwise Deletion,Ridge,5.0
1880,BRCA(IRS),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+SVC,5.0
1881,BRCA(IRS),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+RF,5.0
1882,BRCA(IRS),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+Ridge,5.0
1883,BRCA(IRS),F1 Macro,0.7307692307692307,KNN,KNN,5.0
1884,BRCA(IRS),F1 Macro,0.5833333333333333,DBC,DBC,5.0
1885,BRCA(IRS),F1 Macro,0.7307692307692307,Listwise Deletion,SVC,5.0
1886,BRCA(IRS),F1 Macro,0.7083333333333334,Listwise Deletion,RF,5.0
1887,BRCA(IRS),F1 Macro,0.6474358974358974,Listwise Deletion,Ridge,5.0
1888,BRCA(IRS),F1 Macro,0.8166666666666667,"ACF, correlation-only",ACF+SVC,5.0
1889,BRCA(IRS),F1 Macro,0.8939393939393939,"ACF, correlation-only",ACF+RF,5.0
1890,BRCA(IRS),F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,5.0
1891,BRCA(IRS),F1 Macro,0.9307692307692308,KNN,KNN,5.0
1892,BRCA(IRS),F1 Macro,0.5772727272727273,DBC,DBC,5.0
1893,BRCA(IRS),F1 Macro,0.8666666666666666,Listwise Deletion,SVC,5.0
1894,BRCA(IRS),F1 Macro,1.0,Listwise Deletion,RF,5.0
1895,BRCA(IRS),F1 Macro,1.0,Listwise Deletion,Ridge,5.0
1896,BRCA(IRS),F1 Macro,0.8939393939393939,"ACF, correlation-only",ACF+SVC,5.0
1897,BRCA(IRS),F1 Macro,0.8250000000000001,"ACF, correlation-only",ACF+RF,5.0
1898,BRCA(IRS),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+Ridge,5.0
1899,BRCA(IRS),F1 Macro,0.4423076923076923,KNN,KNN,5.0
1900,BRCA(IRS),F1 Macro,0.6875,DBC,DBC,5.0
1901,BRCA(IRS),F1 Macro,0.8939393939393939,Listwise Deletion,SVC,5.0
1902,BRCA(IRS),F1 Macro,0.625,Listwise Deletion,RF,5.0
1903,BRCA(IRS),F1 Macro,0.7083333333333333,Listwise Deletion,Ridge,5.0
1904,BRCA(IRS),F1 Macro,0.6818181818181818,"ACF, correlation-only",ACF+SVC,5.0
1905,BRCA(IRS),F1 Macro,0.7083333333333333,"ACF, correlation-only",ACF+RF,5.0
1906,BRCA(IRS),F1 Macro,0.7083333333333333,"ACF, correlation-only",ACF+Ridge,5.0
1907,BRCA(IRS),F1 Macro,0.3666666666666667,KNN,KNN,5.0
1908,BRCA(IRS),F1 Macro,0.7638888888888888,DBC,DBC,5.0
1909,BRCA(IRS),F1 Macro,0.825,Listwise Deletion,SVC,5.0
1910,BRCA(IRS),F1 Macro,0.9272727272727272,Listwise Deletion,RF,5.0
1911,BRCA(IRS),F1 Macro,0.825,Listwise Deletion,Ridge,5.0
1912,BRCA(IRS),F1 Macro,0.7666666666666666,"ACF, correlation-only",ACF+SVC,5.0
1913,BRCA(IRS),F1 Macro,0.8541666666666666,"ACF, correlation-only",ACF+RF,5.0
1914,BRCA(IRS),F1 Macro,0.7857142857142858,"ACF, correlation-only",ACF+Ridge,5.0
1915,BRCA(IRS),F1 Macro,0.8541666666666666,KNN,KNN,5.0
1916,BRCA(IRS),F1 Macro,0.525,DBC,DBC,5.0
1917,BRCA(IRS),F1 Macro,0.7666666666666666,Listwise Deletion,SVC,5.0
1918,BRCA(IRS),F1 Macro,0.9222222222222223,Listwise Deletion,RF,5.0
1919,BRCA(IRS),F1 Macro,0.7083333333333333,Listwise Deletion,Ridge,5.0
1920,Petralia(raw),F1 Macro,0.8166666666666667,"ACF, correlation-only",ACF+SVC,6.0
1921,Petralia(raw),F1 Macro,0.8083333333333333,"ACF, correlation-only",ACF+RF,6.0
1922,Petralia(raw),F1 Macro,0.7779761904761905,"ACF, correlation-only",ACF+Ridge,6.0
1923,Petralia(raw),F1 Macro,0.7086538461538462,KNN,KNN,6.0
1924,Petralia(raw),F1 Macro,0.6696428571428572,DBC,DBC,6.0
1925,Petralia(raw),F1 Macro,0.725,Listwise Deletion,SVC,6.0
1926,Petralia(raw),F1 Macro,0.5916666666666667,Listwise Deletion,RF,6.0
1927,Petralia(raw),F1 Macro,0.7749999999999999,Listwise Deletion,Ridge,6.0
1928,Petralia(raw),F1 Macro,0.91875,"ACF, correlation-only",ACF+SVC,6.0
1929,Petralia(raw),F1 Macro,0.7075757575757575,"ACF, correlation-only",ACF+RF,6.0
1930,Petralia(raw),F1 Macro,0.9444444444444444,"ACF, correlation-only",ACF+Ridge,6.0
1931,Petralia(raw),F1 Macro,0.7019230769230769,KNN,KNN,6.0
1932,Petralia(raw),F1 Macro,0.6708333333333334,DBC,DBC,6.0
1933,Petralia(raw),F1 Macro,0.6979166666666666,Listwise Deletion,SVC,6.0
1934,Petralia(raw),F1 Macro,0.7279761904761904,Listwise Deletion,RF,6.0
1935,Petralia(raw),F1 Macro,0.9444444444444444,Listwise Deletion,Ridge,6.0
1936,Petralia(raw),F1 Macro,0.8029761904761905,"ACF, correlation-only",ACF+SVC,6.0
1937,Petralia(raw),F1 Macro,0.8833333333333333,"ACF, correlation-only",ACF+RF,6.0
1938,Petralia(raw),F1 Macro,0.8071428571428572,"ACF, correlation-only",ACF+Ridge,6.0
1939,Petralia(raw),F1 Macro,0.7208333333333333,KNN,KNN,6.0
1940,Petralia(raw),F1 Macro,0.8813852813852814,DBC,DBC,6.0
1941,Petralia(raw),F1 Macro,0.8738095238095238,Listwise Deletion,SVC,6.0
1942,Petralia(raw),F1 Macro,0.60625,Listwise Deletion,RF,6.0
1943,Petralia(raw),F1 Macro,0.7944444444444444,Listwise Deletion,Ridge,6.0
1944,Petralia(raw),F1 Macro,0.898611111111111,"ACF, correlation-only",ACF+SVC,6.0
1945,Petralia(raw),F1 Macro,0.8696428571428572,"ACF, correlation-only",ACF+RF,6.0
1946,Petralia(raw),F1 Macro,0.7520833333333333,"ACF, correlation-only",ACF+Ridge,6.0
1947,Petralia(raw),F1 Macro,0.7041666666666666,KNN,KNN,6.0
1948,Petralia(raw),F1 Macro,0.7791666666666666,DBC,DBC,6.0
1949,Petralia(raw),F1 Macro,0.6992063492063493,Listwise Deletion,SVC,6.0
1950,Petralia(raw),F1 Macro,0.81875,Listwise Deletion,RF,6.0
1951,Petralia(raw),F1 Macro,0.8173611111111112,Listwise Deletion,Ridge,6.0
1952,Petralia(raw),F1 Macro,0.9707792207792207,"ACF, correlation-only",ACF+SVC,6.0
1953,Petralia(raw),F1 Macro,0.9404761904761905,"ACF, correlation-only",ACF+RF,6.0
1954,Petralia(raw),F1 Macro,0.9707792207792207,"ACF, correlation-only",ACF+Ridge,6.0
1955,Petralia(raw),F1 Macro,0.7899038461538461,KNN,KNN,6.0
1956,Petralia(raw),F1 Macro,0.9722222222222222,DBC,DBC,6.0
1957,Petralia(raw),F1 Macro,0.7279761904761904,Listwise Deletion,SVC,6.0
1958,Petralia(raw),F1 Macro,0.8601190476190477,Listwise Deletion,RF,6.0
1959,Petralia(raw),F1 Macro,0.8601190476190477,Listwise Deletion,Ridge,6.0
1960,Petralia(raw),F1 Macro,0.8125,"ACF, correlation-only",ACF+SVC,6.0
1961,Petralia(raw),F1 Macro,0.7202380952380952,"ACF, correlation-only",ACF+RF,6.0
1962,Petralia(raw),F1 Macro,0.7440476190476191,"ACF, correlation-only",ACF+Ridge,6.0
1963,Petralia(raw),F1 Macro,0.8029761904761904,KNN,KNN,6.0
1964,Petralia(raw),F1 Macro,0.7541666666666667,DBC,DBC,6.0
1965,Petralia(raw),F1 Macro,0.8113095238095238,Listwise Deletion,SVC,6.0
