,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,Repetition
982,F1 Macro,0.29320557491289195,Listwise Deletion,RF,0.5178764066351833,0.01994879088172954,0.02317564412303655,0.038392817207209745,,0.0
983,F1 Macro,0.32121113583927724,Listwise Deletion,Ridge,0.5178764066351833,0.01994879088172954,0.02317564412303655,0.038392817207209745,,0.0
984,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
985,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
986,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
987,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
988,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
989,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
990,F1 Macro,1.0,KNN,KNN,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,12.2,0.0
991,F1 Macro,1.0,KNN,KNN+ROs,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,47.4,0.0
992,F1 Macro,1.0,DBC,DBC,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
993,F1 Macro,0.31117940732545196,Listwise Deletion,SVC,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
994,F1 Macro,0.3256691660752428,Listwise Deletion,RF,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
995,F1 Macro,0.34975845410628015,Listwise Deletion,Ridge,0.4994095943292197,0.019118157290733528,0.02235696262877232,0.04138251468412134,,0.0
996,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
997,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
998,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
999,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1000,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1001,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1002,F1 Macro,1.0,KNN,KNN,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,13.9,0.0
1003,F1 Macro,1.0,KNN,KNN+ROs,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,48.7,0.0
1004,F1 Macro,1.0,DBC,DBC,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1005,F1 Macro,0.35917366946778717,Listwise Deletion,SVC,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1006,F1 Macro,0.3117727612539912,Listwise Deletion,RF,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1007,F1 Macro,0.37728293241695304,Listwise Deletion,Ridge,0.4800840489677503,0.018536781477751264,0.01986005346771949,0.040077058099807814,,0.0
1008,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1009,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1010,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1011,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1012,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1013,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1014,F1 Macro,1.0,KNN,KNN,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,13.7,0.0
1015,F1 Macro,1.0,KNN,KNN+ROs,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,52.1,0.0
1016,F1 Macro,1.0,DBC,DBC,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1017,F1 Macro,0.3548163548163548,Listwise Deletion,SVC,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1018,F1 Macro,0.3494354271584775,Listwise Deletion,RF,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1019,F1 Macro,0.31561019651986305,Listwise Deletion,Ridge,0.4598598382414838,0.017830266442669555,0.01763335278391781,0.04301247618357286,,0.0
1020,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1021,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1022,F1 Macro,0.9919862162920223,"ACF, correlation-only",ACF+Ridge,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1023,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1024,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1025,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1026,F1 Macro,0.9582027168234065,KNN,KNN,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,8.7,0.0
1027,F1 Macro,1.0,KNN,KNN+ROs,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,69.4,0.0
1028,F1 Macro,1.0,DBC,DBC,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1029,F1 Macro,0.29332026267800854,Listwise Deletion,SVC,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1030,F1 Macro,0.2612351297241525,Listwise Deletion,RF,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1031,F1 Macro,0.314474678760393,Listwise Deletion,Ridge,0.43869517293191296,0.01746596056836223,0.01971138339784448,0.03920174544415837,,0.0
1032,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1033,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1034,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1035,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1036,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1037,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1038,F1 Macro,0.975958648876067,KNN,KNN,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,11.1,0.0
1039,F1 Macro,1.0,KNN,KNN+ROs,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,51.3,0.0
1040,F1 Macro,1.0,DBC,DBC,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1041,F1 Macro,0.311113274629858,Listwise Deletion,SVC,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1042,F1 Macro,0.3634920634920635,Listwise Deletion,RF,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1043,F1 Macro,0.31682539682539684,Listwise Deletion,Ridge,0.41654632056239244,0.016358273286459005,0.021308056191828517,0.03768638520248359,,0.0
1044,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1045,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1046,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1047,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1048,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1049,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1050,F1 Macro,1.0,KNN,KNN,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,13.4,0.0
1051,F1 Macro,1.0,KNN,KNN+ROs,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,57.5,0.0
1052,F1 Macro,1.0,DBC,DBC,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1053,F1 Macro,0.34697703302590144,Listwise Deletion,SVC,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1054,F1 Macro,0.3484710620786271,Listwise Deletion,RF,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1055,F1 Macro,0.3537298377155351,Listwise Deletion,Ridge,0.3933675150338696,0.015683150773531176,0.02004338131337441,0.04100785118855785,,0.0
1056,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1057,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1058,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1059,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1060,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1061,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1062,F1 Macro,1.0,KNN,KNN,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,10.9,0.0
1063,F1 Macro,1.0,KNN,KNN+ROs,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,65.6,0.0
1064,F1 Macro,1.0,DBC,DBC,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1065,F1 Macro,0.3878154192298929,Listwise Deletion,SVC,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1066,F1 Macro,0.3257622339401392,Listwise Deletion,RF,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1067,F1 Macro,0.3394085492328824,Listwise Deletion,Ridge,0.3691108620585484,0.015188257336335997,0.018310569277817323,0.04132525791884574,,0.0
1068,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1069,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1070,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1071,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1072,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1073,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1074,F1 Macro,0.9838109114456856,KNN,KNN,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,16.2,0.0
1075,F1 Macro,1.0,KNN,KNN+ROs,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,49.4,0.0
1076,F1 Macro,1.0,DBC,DBC,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1077,F1 Macro,0.35683668890989106,Listwise Deletion,SVC,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1078,F1 Macro,0.33377822266711155,Listwise Deletion,RF,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1079,F1 Macro,0.3613569596352953,Listwise Deletion,Ridge,0.343726240196084,0.014435656061319376,0.021264288867112624,0.04199526413733404,,0.0
1080,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1081,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1082,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1083,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1084,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1085,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1086,F1 Macro,1.0,KNN,KNN,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,7.9,0.0
1087,F1 Macro,1.0,KNN,KNN+ROs,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,62.7,0.0
1088,F1 Macro,1.0,DBC,DBC,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1089,F1 Macro,0.3590785907859078,Listwise Deletion,SVC,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1090,F1 Macro,0.328428152235799,Listwise Deletion,RF,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1091,F1 Macro,0.308544881367181,Listwise Deletion,Ridge,0.3171611972878181,0.01418854444005733,0.019773326089990412,0.03826912649318713,,0.0
1092,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1093,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1094,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1095,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1096,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1097,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1098,F1 Macro,1.0,KNN,KNN,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,13.5,0.0
1099,F1 Macro,1.0,KNN,KNN+ROs,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,64.7,0.0
1100,F1 Macro,1.0,DBC,DBC,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1101,F1 Macro,0.32183227956254273,Listwise Deletion,SVC,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1102,F1 Macro,0.2781807585958908,Listwise Deletion,RF,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1103,F1 Macro,0.3057804496752628,Listwise Deletion,Ridge,0.2893608420750624,0.013065495474381995,0.018930281313632724,0.03904173800874698,,0.0
1104,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1105,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1106,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1107,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1108,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1109,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1110,F1 Macro,0.9919862162920223,KNN,KNN,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,19.1,0.0
1111,F1 Macro,1.0,KNN,KNN+ROs,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,57.3,0.0
1112,F1 Macro,1.0,DBC,DBC,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1113,F1 Macro,0.30846104070545155,Listwise Deletion,SVC,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1114,F1 Macro,0.346817344273127,Listwise Deletion,RF,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1115,F1 Macro,0.37552280787574904,Listwise Deletion,Ridge,0.26026773077747367,0.012674208964170382,0.022206086194564573,0.03847078685089063,,0.0
1116,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1117,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1118,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1119,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1120,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1121,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1122,F1 Macro,1.0,KNN,KNN,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,13.7,0.0
1123,F1 Macro,1.0,KNN,KNN+ROs,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,53.8,0.0
1124,F1 Macro,1.0,DBC,DBC,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1125,F1 Macro,0.3662728169675727,Listwise Deletion,SVC,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1126,F1 Macro,0.36456456456456454,Listwise Deletion,RF,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1127,F1 Macro,0.3436899301061711,Listwise Deletion,Ridge,0.22982174839716518,0.012468964117524906,0.019035079387821924,0.03906192321942613,,0.0
1128,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1129,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1130,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1131,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1132,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1133,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1134,F1 Macro,1.0,KNN,KNN,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,22.7,0.0
1135,F1 Macro,1.0,KNN,KNN+ROs,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,50.7,0.0
1136,F1 Macro,1.0,DBC,DBC,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1137,F1 Macro,0.3755240107699125,Listwise Deletion,SVC,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1138,F1 Macro,0.3336501371656153,Listwise Deletion,RF,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1139,F1 Macro,0.36365546218487393,Listwise Deletion,Ridge,0.19795998450328833,0.011936275489463195,0.018660983636215378,0.03991401001728878,,0.0
1140,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1141,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1142,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1143,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1144,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1145,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1146,F1 Macro,1.0,KNN,KNN,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,15.7,0.0
1147,F1 Macro,1.0,KNN,KNN+ROs,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,56.7,0.0
1148,F1 Macro,1.0,DBC,DBC,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1149,F1 Macro,0.2818103818103818,Listwise Deletion,SVC,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1150,F1 Macro,0.2890406955008599,Listwise Deletion,RF,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1151,F1 Macro,0.3277299335809975,Listwise Deletion,Ridge,0.16461660324042082,0.011533436481712218,0.018556909791817677,0.04183792671600385,,0.0
1152,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1153,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1154,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1155,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1156,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1157,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1158,F1 Macro,1.0,KNN,KNN,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,16.4,0.0
1159,F1 Macro,1.0,KNN,KNN+ROs,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,71.1,0.0
1160,F1 Macro,1.0,DBC,DBC,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1161,F1 Macro,0.30172572905131045,Listwise Deletion,SVC,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1162,F1 Macro,0.40347008067781825,Listwise Deletion,RF,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1163,F1 Macro,0.33939651810091126,Listwise Deletion,Ridge,0.12972270729216195,0.011062411252741098,0.020960867610686718,0.038012046583306175,,0.0
1164,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1165,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1166,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1167,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1168,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1169,F1 Macro,0.9919862162920223,"ACF, with covariable",ACF+Ridge,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1170,F1 Macro,1.0,KNN,KNN,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,23.3,0.0
1171,F1 Macro,1.0,KNN,KNN+ROs,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,54.2,0.0
1172,F1 Macro,1.0,DBC,DBC,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1173,F1 Macro,0.2438969182154261,Listwise Deletion,SVC,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1174,F1 Macro,0.30017989600532285,Listwise Deletion,RF,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
1175,F1 Macro,0.3079178741829344,Listwise Deletion,Ridge,0.09320619551883835,0.010291331937955499,0.021263624107795642,0.04115514309650821,,0.0
