,Algorithm,score,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,points
46,F-ACF-SVC,0.9709304076678406,0.8939413239270145,0.09270009831322695,0.01787549882679207,0.0413765217800445,48.0
47,F-ACF-SVC,0.9792182637342605,0.8939413239270145,0.09270009831322695,0.01787549882679207,0.0413765217800445,52.0
48,F-ACF-SVC,0.9916398039678173,0.8939413239270145,0.09270009831322695,0.01787549882679207,0.0413765217800445,56.0
49,F-ACF-SVC,0.9874995116996758,0.8939413239270145,0.09270009831322695,0.01787549882679207,0.0413765217800445,60.0
50,F-ACF-SVC,0.9874995116996758,0.8939413239270145,0.09270009831322695,0.01787549882679207,0.0413765217800445,64.0
51,ACF-SVC,0.9791658528327929,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,
52,F-ACF-SVC,0.6568502977535818,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,4.0
53,F-ACF-SVC,0.7636489157377081,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,8.0
54,F-ACF-SVC,0.8664817636105577,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,12.0
55,F-ACF-SVC,0.8835260717820493,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,16.0
56,F-ACF-SVC,0.9373422789952732,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,20.0
57,F-ACF-SVC,0.9252068765706994,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,24.0
58,F-ACF-SVC,0.9376860037237394,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,28.0
59,F-ACF-SVC,0.9542666356083546,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,32.0
60,F-ACF-SVC,0.9500000000000001,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,36.0
61,F-ACF-SVC,0.9708321939659101,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,40.0
62,F-ACF-SVC,0.9667526579111945,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,44.0
63,F-ACF-SVC,0.9833229101521784,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,48.0
64,F-ACF-SVC,0.9833333333333334,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,52.0
65,F-ACF-SVC,0.9958331705665585,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,56.0
66,F-ACF-SVC,0.9833307287597021,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,60.0
67,F-ACF-SVC,0.9874995116996758,0.8896499909474674,0.08795165538413319,0.021070043737061145,0.041685198473106894,64.0
68,ACF-SVC,0.9581571772822773,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,
69,F-ACF-SVC,0.6831784654959708,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,4.0
70,F-ACF-SVC,0.8300532161266337,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,8.0
71,F-ACF-SVC,0.8535153601418662,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,12.0
72,F-ACF-SVC,0.8780519904648584,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,16.0
73,F-ACF-SVC,0.9124931205283433,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,20.0
74,F-ACF-SVC,0.9334999802192296,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,24.0
75,F-ACF-SVC,0.9416666666666668,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,28.0
76,F-ACF-SVC,0.9538966685340419,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,32.0
77,F-ACF-SVC,0.9414302096350643,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,36.0
78,F-ACF-SVC,0.9538841437279179,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,40.0
79,F-ACF-SVC,0.9666081058178421,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,44.0
80,F-ACF-SVC,0.9791593398720905,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,48.0
81,F-ACF-SVC,0.9749474263317578,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,52.0
82,F-ACF-SVC,0.9665592158712687,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,56.0
83,F-ACF-SVC,0.9706708110351299,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,60.0
84,F-ACF-SVC,0.9833307287597021,0.8842118922782923,0.0840496792938839,0.021539136393107422,0.04146249730768295,64.0
85,ACF-SVC,0.966714200135438,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,
86,F-ACF-SVC,0.7174187373027036,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,4.0
87,F-ACF-SVC,0.834444291231354,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,8.0
88,F-ACF-SVC,0.8959874734690155,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,12.0
89,F-ACF-SVC,0.9250937646507267,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,16.0
90,F-ACF-SVC,0.9245508203897108,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,20.0
91,F-ACF-SVC,0.9455351576955318,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,24.0
92,F-ACF-SVC,0.958199019839086,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,28.0
93,F-ACF-SVC,0.9584595077257552,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,32.0
94,F-ACF-SVC,0.9624985350990274,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,36.0
95,F-ACF-SVC,0.9541910816828784,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,40.0
96,F-ACF-SVC,0.9708048224177257,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,44.0
97,F-ACF-SVC,0.9582779861436683,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,48.0
98,F-ACF-SVC,0.9875257171504096,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,52.0
99,F-ACF-SVC,0.9833307287597021,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,56.0
100,F-ACF-SVC,0.9916666666666667,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,60.0
101,F-ACF-SVC,0.9748841449294904,0.8773205796543057,0.07921397433414853,0.020372945811246712,0.04246347791873159,64.0
102,ACF-SVC,0.9958331705665585,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,
103,F-ACF-SVC,0.7925834765848832,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,4.0
104,F-ACF-SVC,0.8504542278127184,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,8.0
105,F-ACF-SVC,0.8918607074021984,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,12.0
106,F-ACF-SVC,0.8791309589328301,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,16.0
107,F-ACF-SVC,0.932684604565109,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,20.0
108,F-ACF-SVC,0.9420496617641145,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,24.0
109,F-ACF-SVC,0.9624985350990274,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,28.0
110,F-ACF-SVC,0.9749843652282677,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,32.0
111,F-ACF-SVC,0.9874995116996758,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,36.0
112,F-ACF-SVC,0.9874995116996758,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,40.0
113,F-ACF-SVC,0.9916666666666667,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,44.0
114,F-ACF-SVC,0.9750757046354531,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,48.0
115,F-ACF-SVC,0.9791658528327929,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,52.0
116,F-ACF-SVC,0.9958331705665585,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,56.0
117,F-ACF-SVC,0.991665364379851,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,60.0
118,F-ACF-SVC,0.991665364379851,0.868587713156184,0.07414661390595527,0.019919219259090737,0.03757493061556311,64.0
119,ACF-SVC,0.9916666666666667,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,
120,F-ACF-SVC,0.7540384158798926,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,4.0
121,F-ACF-SVC,0.8679372906617616,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,8.0
122,F-ACF-SVC,0.8706905392025718,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,12.0
123,F-ACF-SVC,0.9325514403292181,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,16.0
124,F-ACF-SVC,0.958275381570037,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,20.0
125,F-ACF-SVC,0.9374389051808407,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,24.0
126,F-ACF-SVC,0.9666666666666668,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,28.0
127,F-ACF-SVC,0.9749474263317578,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,32.0
128,F-ACF-SVC,0.9791658528327929,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,36.0
129,F-ACF-SVC,0.9916666666666667,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,40.0
130,F-ACF-SVC,0.9791658528327929,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,44.0
131,F-ACF-SVC,0.991665364379851,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,48.0
132,F-ACF-SVC,0.9833307287597021,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,52.0
133,F-ACF-SVC,0.991665364379851,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,56.0
134,F-ACF-SVC,0.991665364379851,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,60.0
135,F-ACF-SVC,1.0,0.8575211774415562,0.06830097406825271,0.018306362664722714,0.03967101098588616,64.0
136,ACF-SVC,0.9958331705665585,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,
137,F-ACF-SVC,0.8194660874565001,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,4.0
138,F-ACF-SVC,0.899763662643072,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,8.0
139,F-ACF-SVC,0.9330155753503151,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,12.0
140,F-ACF-SVC,0.958326821899255,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,16.0
141,F-ACF-SVC,0.9293735432373661,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,20.0
142,F-ACF-SVC,0.9791658528327929,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,24.0
143,F-ACF-SVC,0.9666666666666668,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,28.0
144,F-ACF-SVC,0.9791463017269469,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,32.0
145,F-ACF-SVC,0.9958331705665585,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,36.0
146,F-ACF-SVC,0.9833333333333334,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,40.0
147,F-ACF-SVC,0.9916666666666667,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,44.0
148,F-ACF-SVC,0.9791658528327929,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,48.0
149,F-ACF-SVC,0.9958331705665585,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,52.0
150,F-ACF-SVC,0.9958331705665585,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,56.0
151,F-ACF-SVC,1.0,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,60.0
152,F-ACF-SVC,0.9958331705665585,0.84349735001336,0.061695769308158614,0.015514221774320602,0.04353079405014364,64.0
153,ACF-SVC,0.9958331705665585,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,
154,F-ACF-SVC,0.8671575553833083,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,4.0
155,F-ACF-SVC,0.9374975584983788,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,8.0
156,F-ACF-SVC,0.9291901050822299,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,12.0
157,F-ACF-SVC,0.9874995116996758,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,16.0
158,F-ACF-SVC,0.974996093139553,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,20.0
159,F-ACF-SVC,0.9833229101521784,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,24.0
160,F-ACF-SVC,0.9833307287597021,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,28.0
161,F-ACF-SVC,0.991665364379851,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,32.0
162,F-ACF-SVC,0.9874995116996758,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,36.0
163,F-ACF-SVC,0.9916666666666667,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,40.0
164,F-ACF-SVC,1.0,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,44.0
165,F-ACF-SVC,0.9833229101521784,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,48.0
166,F-ACF-SVC,0.991665364379851,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,52.0
167,F-ACF-SVC,0.9958331705665585,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,56.0
168,F-ACF-SVC,1.0,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,60.0
169,F-ACF-SVC,1.0,0.8257259587842266,0.056022116016291396,0.02117973674770654,0.0403967472987722,64.0
170,ACF-SVC,0.9958331705665585,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,
171,F-ACF-SVC,0.8272162619988707,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,4.0
172,F-ACF-SVC,0.9537378138685328,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,8.0
173,F-ACF-SVC,0.9791658528327929,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,12.0
174,F-ACF-SVC,0.9874995116996758,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,16.0
175,F-ACF-SVC,0.9916666666666667,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,20.0
176,F-ACF-SVC,0.991665364379851,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,24.0
177,F-ACF-SVC,0.9916666666666667,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,28.0
178,F-ACF-SVC,0.9958331705665585,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,32.0
179,F-ACF-SVC,1.0,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,36.0
180,F-ACF-SVC,0.9874995116996758,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,40.0
181,F-ACF-SVC,1.0,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,44.0
182,F-ACF-SVC,0.9958331705665585,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,48.0
183,F-ACF-SVC,0.9958331705665585,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,52.0
184,F-ACF-SVC,0.9958331705665585,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,56.0
185,F-ACF-SVC,1.0,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,60.0
186,F-ACF-SVC,1.0,0.8032055485869415,0.049131538655641106,0.020324639010235818,0.04392408699081518,64.0
187,ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,
188,F-ACF-SVC,0.8600803492402408,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,4.0
189,F-ACF-SVC,0.9708321939659101,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,8.0
190,F-ACF-SVC,0.9791463017269469,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,12.0
191,F-ACF-SVC,0.9958331705665585,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,16.0
192,F-ACF-SVC,0.9875257171504096,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,20.0
193,F-ACF-SVC,0.9916666666666667,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,24.0
194,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,28.0
195,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,32.0
196,F-ACF-SVC,0.9958331705665585,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,36.0
197,F-ACF-SVC,0.9958331705665585,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,40.0
198,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,44.0
199,F-ACF-SVC,0.9958331705665585,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,48.0
200,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,52.0
201,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,56.0
202,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,60.0
203,F-ACF-SVC,1.0,0.7746670470754466,0.043302961532418395,0.025062151892157214,0.03938972857612105,64.0
204,ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,
205,F-ACF-SVC,0.9458939015018301,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,4.0
206,F-ACF-SVC,0.9542301655529938,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,8.0
207,F-ACF-SVC,0.9833307287597021,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,12.0
208,F-ACF-SVC,0.9916666666666667,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,16.0
209,F-ACF-SVC,0.9958331705665585,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,20.0
210,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,24.0
211,F-ACF-SVC,0.9958331705665585,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,28.0
212,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,32.0
213,F-ACF-SVC,0.9958331705665585,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,36.0
214,F-ACF-SVC,0.9958331705665585,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,40.0
215,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,44.0
216,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,48.0
217,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,52.0
218,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,56.0
219,F-ACF-SVC,1.0,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,60.0
220,F-ACF-SVC,0.9958331705665585,0.7385022498365504,0.03675710600679728,0.02038862303190933,0.03820167247059615,64.0
221,ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,
222,F-ACF-SVC,0.9750515970675938,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,4.0
223,F-ACF-SVC,0.9916666666666667,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,8.0
224,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,12.0
225,F-ACF-SVC,0.9958331705665587,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,16.0
226,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,20.0
227,F-ACF-SVC,0.9958331705665585,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,24.0
228,F-ACF-SVC,0.9958331705665585,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,28.0
229,F-ACF-SVC,0.9958331705665585,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,32.0
230,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,36.0
231,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,40.0
232,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,44.0
233,F-ACF-SVC,1.0,0.6926731946984003,0.03127076207808685,0.018243801603215842,0.04175022944953967,48.0
