,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,a_size,b_size,c_size,Repetition
2324,F1 Macro,0.9856999856999856,DBC,DBC,0.81,0.0507391833376131,0.02015460487425122,0.043747622766947394,,63.0,37.0,50.0,7.0
2325,F1 Macro,0.29510340064249346,Listwise Deletion,SVC,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2326,F1 Macro,0.2927072583419333,Listwise Deletion,RF,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2327,F1 Macro,0.30689710017948196,Listwise Deletion,Ridge,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2328,F1 Macro,0.9926245528635174,"ACF, correlation-only",ACF+SVC,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2329,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2330,F1 Macro,0.9775558298731905,"ACF, correlation-only",ACF+Ridge,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2331,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2332,F1 Macro,0.9926245528635174,"ACF, with covariable",ACF+RF,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2333,F1 Macro,0.9917245455888871,"ACF, with covariable",ACF+Ridge,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2334,F1 Macro,0.7473777406943866,KNN,KNN,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,17.1,66.0,34.0,50.0,7.0
2335,F1 Macro,0.919933034901918,KNN,KNN+ROs,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,59.1,66.0,34.0,50.0,7.0
2336,F1 Macro,0.9699001129348815,DBC,DBC,0.81,0.05134184306098153,0.019423899940361533,0.04085840712331394,,66.0,34.0,50.0,7.0
2337,F1 Macro,0.31209150326797386,Listwise Deletion,SVC,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2338,F1 Macro,0.3373896388699021,Listwise Deletion,RF,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2339,F1 Macro,0.2995450137987618,Listwise Deletion,Ridge,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2340,F1 Macro,0.9744609746371227,"ACF, correlation-only",ACF+SVC,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2341,F1 Macro,0.9669312169312169,"ACF, correlation-only",ACF+RF,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2342,F1 Macro,0.9834822269261815,"ACF, correlation-only",ACF+Ridge,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2343,F1 Macro,0.9910499524528724,"ACF, with covariable",ACF+SVC,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2344,F1 Macro,0.975958648876067,"ACF, with covariable",ACF+RF,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2345,F1 Macro,0.98284135089958,"ACF, with covariable",ACF+Ridge,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2346,F1 Macro,0.828266516092603,KNN,KNN,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,14.1,70.0,30.0,50.0,7.0
2347,F1 Macro,0.9024609306145853,KNN,KNN+ROs,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,47.4,70.0,30.0,50.0,7.0
2348,F1 Macro,0.9379346997960137,DBC,DBC,0.81,0.05114031453260307,0.016933754746991964,0.047383493592207546,,70.0,30.0,50.0,7.0
2349,F1 Macro,0.3303682534778542,Listwise Deletion,SVC,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2350,F1 Macro,0.3410223176173343,Listwise Deletion,RF,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2351,F1 Macro,0.29257200126518573,Listwise Deletion,Ridge,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2352,F1 Macro,0.9914431181277542,"ACF, correlation-only",ACF+SVC,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2353,F1 Macro,0.9669312169312169,"ACF, correlation-only",ACF+RF,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2354,F1 Macro,0.9549488669640042,"ACF, correlation-only",ACF+Ridge,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2355,F1 Macro,0.9743293543832627,"ACF, with covariable",ACF+SVC,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2356,F1 Macro,0.9914431181277542,"ACF, with covariable",ACF+RF,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2357,F1 Macro,0.9743293543832627,"ACF, with covariable",ACF+Ridge,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2358,F1 Macro,0.8097087780259783,KNN,KNN,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,7.1,73.0,27.0,50.0,7.0
2359,F1 Macro,0.8916689158794422,KNN,KNN+ROs,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,64.7,73.0,27.0,50.0,7.0
2360,F1 Macro,0.9523809523809524,DBC,DBC,0.81,0.0510871308955267,0.016259935004950793,0.044253904014172785,,73.0,27.0,50.0,7.0
2361,F1 Macro,0.2569466605207484,Listwise Deletion,SVC,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2362,F1 Macro,0.27933395580454407,Listwise Deletion,RF,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2363,F1 Macro,0.36247510065691885,Listwise Deletion,Ridge,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2364,F1 Macro,0.9909897733928008,"ACF, correlation-only",ACF+SVC,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2365,F1 Macro,0.9811782420478071,"ACF, correlation-only",ACF+RF,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2366,F1 Macro,0.9811782420478071,"ACF, correlation-only",ACF+Ridge,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2367,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2368,F1 Macro,0.9817251461988304,"ACF, with covariable",ACF+RF,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2369,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2370,F1 Macro,0.7067693744164333,KNN,KNN,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,7.1,76.0,24.0,50.0,7.0
2371,F1 Macro,0.9034960740448305,KNN,KNN+ROs,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,102.3,76.0,24.0,50.0,7.0
2372,F1 Macro,0.9721874565429008,DBC,DBC,0.81,0.05110409611043636,0.022037136213061193,0.03831501309635603,,76.0,24.0,50.0,7.0
2373,F1 Macro,0.3427271270827172,Listwise Deletion,SVC,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2374,F1 Macro,0.2534862798020692,Listwise Deletion,RF,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2375,F1 Macro,0.3663321868831921,Listwise Deletion,Ridge,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2376,F1 Macro,0.9897734826404868,"ACF, correlation-only",ACF+SVC,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2377,F1 Macro,0.9893825980782504,"ACF, correlation-only",ACF+RF,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2378,F1 Macro,0.9611499611499612,"ACF, correlation-only",ACF+Ridge,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2379,F1 Macro,0.9897734826404868,"ACF, with covariable",ACF+SVC,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2380,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2381,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2382,F1 Macro,0.7219776125077946,KNN,KNN,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,2.7,80.0,20.0,50.0,7.0
2383,F1 Macro,0.8508575689783743,KNN,KNN+ROs,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,73.1,80.0,20.0,50.0,7.0
2384,F1 Macro,0.9435347261434218,DBC,DBC,0.81,0.05172039777825775,0.018269860342796068,0.04344272786167437,,80.0,20.0,50.0,7.0
2385,F1 Macro,0.26796955057824623,Listwise Deletion,SVC,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2386,F1 Macro,0.3430838276504644,Listwise Deletion,RF,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2387,F1 Macro,0.31513644419997555,Listwise Deletion,Ridge,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2388,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2389,F1 Macro,0.9884559884559886,"ACF, correlation-only",ACF+RF,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2390,F1 Macro,0.987902981914958,"ACF, correlation-only",ACF+Ridge,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2391,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2392,F1 Macro,0.9738703286496314,"ACF, with covariable",ACF+RF,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2393,F1 Macro,0.9604733514826136,"ACF, with covariable",ACF+Ridge,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2394,F1 Macro,0.7108970099667774,KNN,KNN,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,1.9,83.0,17.0,50.0,7.0
2395,F1 Macro,0.7941812336749045,KNN,KNN+ROs,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,56.5,83.0,17.0,50.0,7.0
2396,F1 Macro,0.8913741174147041,DBC,DBC,0.81,0.05148692707472007,0.01616545946419104,0.0413470568395352,,83.0,17.0,50.0,7.0
2397,F1 Macro,0.2798108502982443,Listwise Deletion,SVC,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2398,F1 Macro,0.34198713983447376,Listwise Deletion,RF,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2399,F1 Macro,0.3407524697944993,Listwise Deletion,Ridge,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2400,F1 Macro,0.9738562091503268,"ACF, correlation-only",ACF+SVC,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2401,F1 Macro,0.9571826161421537,"ACF, correlation-only",ACF+RF,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2402,F1 Macro,0.9169435215946843,"ACF, correlation-only",ACF+Ridge,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2403,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2404,F1 Macro,0.9723145071982282,"ACF, with covariable",ACF+RF,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2405,F1 Macro,0.9857275387140513,"ACF, with covariable",ACF+Ridge,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2406,F1 Macro,0.7076158493042287,KNN,KNN,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,6.9,86.0,14.0,50.0,7.0
2407,F1 Macro,0.8174307174307175,KNN,KNN+ROs,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,67.6,86.0,14.0,50.0,7.0
2408,F1 Macro,0.8700454840805718,DBC,DBC,0.81,0.05184161053940898,0.013131992639495493,0.04338807170313995,,86.0,14.0,50.0,7.0
2409,F1 Macro,0.28733456736202106,Listwise Deletion,SVC,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2410,F1 Macro,0.3272656097083578,Listwise Deletion,RF,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2411,F1 Macro,0.2625413899506515,Listwise Deletion,Ridge,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2412,F1 Macro,0.9822647867340605,"ACF, correlation-only",ACF+SVC,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2413,F1 Macro,0.9806145197247261,"ACF, correlation-only",ACF+RF,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2414,F1 Macro,0.8638066053796392,"ACF, correlation-only",ACF+Ridge,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2415,F1 Macro,0.9806145197247261,"ACF, with covariable",ACF+SVC,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2416,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2417,F1 Macro,0.9185999185999186,"ACF, with covariable",ACF+Ridge,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2418,F1 Macro,0.7063618642566012,KNN,KNN,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,12.3,90.0,10.0,50.0,7.0
2419,F1 Macro,0.7219252494210834,KNN,KNN+ROs,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,79.4,90.0,10.0,50.0,7.0
2420,F1 Macro,0.8679780258727628,DBC,DBC,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2421,F1 Macro,0.859634529026673,Covariable Alone,SVC,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2422,F1 Macro,0.859884584949723,Covariable Alone,RF,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2423,F1 Macro,0.6394103740787095,Covariable Alone,Ridge,0.81,0.05183236671376293,0.02168843715151836,0.03383215194532517,,90.0,10.0,50.0,7.0
2424,F1 Macro,0.2654095956421538,Listwise Deletion,SVC,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2425,F1 Macro,0.28095011980474266,Listwise Deletion,RF,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2426,F1 Macro,0.28549190535491903,Listwise Deletion,Ridge,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2427,F1 Macro,0.9181200360271841,"ACF, correlation-only",ACF+SVC,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2428,F1 Macro,0.936675410359621,"ACF, correlation-only",ACF+RF,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2429,F1 Macro,0.8463901689708142,"ACF, correlation-only",ACF+Ridge,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2430,F1 Macro,0.9822647867340605,"ACF, with covariable",ACF+SVC,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2431,F1 Macro,0.9305630904096378,"ACF, with covariable",ACF+RF,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2432,F1 Macro,0.9357119897139183,"ACF, with covariable",ACF+Ridge,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2433,F1 Macro,0.6221231405563202,KNN,KNN,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,7.8,10.0,90.0,50.0,8.0
2434,F1 Macro,0.7512047700726946,KNN,KNN+ROs,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,75.1,10.0,90.0,50.0,8.0
2435,F1 Macro,0.9000927709983587,DBC,DBC,0.81,0.050688164028411406,0.02314083858759089,0.03351565057204488,,10.0,90.0,50.0,8.0
2436,F1 Macro,0.25013027784132796,Listwise Deletion,SVC,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2437,F1 Macro,0.2504907174810087,Listwise Deletion,RF,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2438,F1 Macro,0.26186468702046156,Listwise Deletion,Ridge,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2439,F1 Macro,0.9847619047619047,"ACF, correlation-only",ACF+SVC,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2440,F1 Macro,0.9286376935702562,"ACF, correlation-only",ACF+RF,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2441,F1 Macro,0.8758535071384234,"ACF, correlation-only",ACF+Ridge,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2442,F1 Macro,0.9847619047619047,"ACF, with covariable",ACF+SVC,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2443,F1 Macro,0.9684343434343434,"ACF, with covariable",ACF+RF,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2444,F1 Macro,0.9181200360271841,"ACF, with covariable",ACF+Ridge,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2445,F1 Macro,0.7134074941451991,KNN,KNN,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,4.5,13.0,87.0,50.0,8.0
2446,F1 Macro,0.8419150858175248,KNN,KNN+ROs,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,101.8,13.0,87.0,50.0,8.0
2447,F1 Macro,0.881880463028585,DBC,DBC,0.81,0.051554772278960444,0.027517137124380198,0.03963114936845982,,13.0,87.0,50.0,8.0
2448,F1 Macro,0.35693604082630487,Listwise Deletion,SVC,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2449,F1 Macro,0.2628376496797549,Listwise Deletion,RF,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2450,F1 Macro,0.3014503241368913,Listwise Deletion,Ridge,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2451,F1 Macro,0.9637089457448739,"ACF, correlation-only",ACF+SVC,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2452,F1 Macro,0.937124183006536,"ACF, correlation-only",ACF+RF,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2453,F1 Macro,0.8947760409115846,"ACF, correlation-only",ACF+Ridge,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2454,F1 Macro,0.987902981914958,"ACF, with covariable",ACF+SVC,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2455,F1 Macro,0.976376092605717,"ACF, with covariable",ACF+RF,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2456,F1 Macro,0.9169435215946843,"ACF, with covariable",ACF+Ridge,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2457,F1 Macro,0.6677368675396531,KNN,KNN,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,4.7,16.0,84.0,50.0,8.0
2458,F1 Macro,0.8139435686605498,KNN,KNN+ROs,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,78.0,16.0,84.0,50.0,8.0
2459,F1 Macro,0.932249322493225,DBC,DBC,0.81,0.05177540173600993,0.020463194395761858,0.03720244064567815,,16.0,84.0,50.0,8.0
2460,F1 Macro,0.3518833315171988,Listwise Deletion,SVC,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2461,F1 Macro,0.28019473586602267,Listwise Deletion,RF,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2462,F1 Macro,0.32499887826984336,Listwise Deletion,Ridge,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2463,F1 Macro,0.9681477942347508,"ACF, correlation-only",ACF+SVC,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2464,F1 Macro,0.9893825980782504,"ACF, correlation-only",ACF+RF,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2465,F1 Macro,0.957340846353055,"ACF, correlation-only",ACF+Ridge,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2466,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2467,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2468,F1 Macro,0.9681477942347508,"ACF, with covariable",ACF+Ridge,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2469,F1 Macro,0.7708608438659373,KNN,KNN,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,2.6,20.0,80.0,50.0,8.0
2470,F1 Macro,0.8741313847696827,KNN,KNN+ROs,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,94.8,20.0,80.0,50.0,8.0
2471,F1 Macro,0.9330943847072879,DBC,DBC,0.81,0.050816322085613305,0.02009640530728632,0.04220241097881851,,20.0,80.0,50.0,8.0
2472,F1 Macro,0.27423454797341096,Listwise Deletion,SVC,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2473,F1 Macro,0.3369116664909136,Listwise Deletion,RF,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2474,F1 Macro,0.3292312837841161,Listwise Deletion,Ridge,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2475,F1 Macro,0.9522102747909199,"ACF, correlation-only",ACF+SVC,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2476,F1 Macro,0.9721874565429008,"ACF, correlation-only",ACF+RF,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2477,F1 Macro,0.9363164554247357,"ACF, correlation-only",ACF+Ridge,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2478,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2479,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2480,F1 Macro,0.9721874565429008,"ACF, with covariable",ACF+Ridge,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2481,F1 Macro,0.7918300653594771,KNN,KNN,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,4.9,23.0,77.0,50.0,8.0
2482,F1 Macro,0.9247648902821316,KNN,KNN+ROs,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,58.2,23.0,77.0,50.0,8.0
2483,F1 Macro,0.9588473209737081,DBC,DBC,0.81,0.05117359680886604,0.023550674460999593,0.039928683799496004,,23.0,77.0,50.0,8.0
2484,F1 Macro,0.313871132535621,Listwise Deletion,SVC,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2485,F1 Macro,0.3907845981778644,Listwise Deletion,RF,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2486,F1 Macro,0.35662867740536336,Listwise Deletion,Ridge,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2487,F1 Macro,0.9822222222222222,"ACF, correlation-only",ACF+SVC,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2488,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2489,F1 Macro,0.9625398078694566,"ACF, correlation-only",ACF+Ridge,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2490,F1 Macro,0.9912269158222573,"ACF, with covariable",ACF+SVC,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2491,F1 Macro,0.9912269158222573,"ACF, with covariable",ACF+RF,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2492,F1 Macro,0.9729693201784024,"ACF, with covariable",ACF+Ridge,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,,26.0,74.0,50.0,8.0
2493,F1 Macro,0.7533068783068783,KNN,KNN,0.81,0.05079180107442853,0.01845761617113187,0.0480453667578505,7.4,26.0,74.0,50.0,8.0
