,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,a_size,b_size,c_size,Repetition
870,F1 Macro,0.29067758868665633,Listwise Deletion,SVC,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
871,F1 Macro,0.30406974060224834,Listwise Deletion,RF,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
872,F1 Macro,0.29988515647430375,Listwise Deletion,Ridge,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
873,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
874,F1 Macro,0.9884559884559886,"ACF, correlation-only",ACF+RF,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
875,F1 Macro,0.9884559884559886,"ACF, correlation-only",ACF+Ridge,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
876,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
877,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
878,F1 Macro,0.9774164408310749,"ACF, with covariable",ACF+Ridge,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
879,F1 Macro,0.6736492563126945,KNN,KNN,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,11.8,83.0,17.0,50.0,2.0
880,F1 Macro,0.8647318948788424,KNN,KNN+ROs,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,97.6,83.0,17.0,50.0,2.0
881,F1 Macro,0.9774164408310749,DBC,DBC,0.81,0.051375699469538655,0.023128215587615852,0.040965516701947424,,83.0,17.0,50.0,2.0
882,F1 Macro,0.29132393262828044,Listwise Deletion,SVC,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
883,F1 Macro,0.3170838823012736,Listwise Deletion,RF,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
884,F1 Macro,0.27543224212932244,Listwise Deletion,Ridge,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
885,F1 Macro,0.9477124183006537,"ACF, correlation-only",ACF+SVC,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
886,F1 Macro,0.9286376935702562,"ACF, correlation-only",ACF+RF,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
887,F1 Macro,0.9238095238095237,"ACF, correlation-only",ACF+Ridge,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
888,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
889,F1 Macro,0.9705275567344532,"ACF, with covariable",ACF+RF,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
890,F1 Macro,0.9327821469382268,"ACF, with covariable",ACF+Ridge,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
891,F1 Macro,0.7964997964997965,KNN,KNN,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,4.3,86.0,14.0,50.0,2.0
892,F1 Macro,0.8267273121074291,KNN,KNN+ROs,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,71.1,86.0,14.0,50.0,2.0
893,F1 Macro,0.8818804630285849,DBC,DBC,0.81,0.05142899758328831,0.019847562278926617,0.03806246102044798,,86.0,14.0,50.0,2.0
894,F1 Macro,0.29194178131196474,Listwise Deletion,SVC,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
895,F1 Macro,0.27722969949399334,Listwise Deletion,RF,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
896,F1 Macro,0.27005476602250794,Listwise Deletion,Ridge,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
897,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
898,F1 Macro,0.9806145197247261,"ACF, correlation-only",ACF+RF,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
899,F1 Macro,0.9494094174113715,"ACF, correlation-only",ACF+Ridge,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
900,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
901,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
902,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
903,F1 Macro,0.6491228070175439,KNN,KNN,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,12.5,90.0,10.0,50.0,2.0
904,F1 Macro,0.7455946705494627,KNN,KNN+ROs,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,37.6,90.0,10.0,50.0,2.0
905,F1 Macro,0.8892580287929125,DBC,DBC,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
906,F1 Macro,0.861086956521739,Covariable Alone,SVC,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
907,F1 Macro,0.7748148148148148,Covariable Alone,RF,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
908,F1 Macro,0.6408926606946408,Covariable Alone,Ridge,0.81,0.05010811517658721,0.016966322926977473,0.04078213121561505,,90.0,10.0,50.0,2.0
909,F1 Macro,0.29885923915774665,Listwise Deletion,SVC,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
910,F1 Macro,0.27722693865965353,Listwise Deletion,RF,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
911,F1 Macro,0.28558195897055233,Listwise Deletion,Ridge,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
912,F1 Macro,0.9418435591741785,"ACF, correlation-only",ACF+SVC,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
913,F1 Macro,0.8928533161898639,"ACF, correlation-only",ACF+RF,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
914,F1 Macro,0.9357119897139183,"ACF, correlation-only",ACF+Ridge,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
915,F1 Macro,0.9822647867340605,"ACF, with covariable",ACF+SVC,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
916,F1 Macro,0.9541314787216427,"ACF, with covariable",ACF+RF,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
917,F1 Macro,0.936675410359621,"ACF, with covariable",ACF+Ridge,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
918,F1 Macro,0.7053358373155327,KNN,KNN,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,1.8,10.0,90.0,50.0,3.0
919,F1 Macro,0.8533946203609126,KNN,KNN+ROs,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,49.6,10.0,90.0,50.0,3.0
920,F1 Macro,0.9238095238095237,DBC,DBC,0.81,0.05142328326419409,0.018607094688039977,0.042907073849805064,,10.0,90.0,50.0,3.0
921,F1 Macro,0.30251969208736124,Listwise Deletion,SVC,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
922,F1 Macro,0.30427033284176136,Listwise Deletion,RF,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
923,F1 Macro,0.3623822030810726,Listwise Deletion,Ridge,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
924,F1 Macro,0.9508720216163105,"ACF, correlation-only",ACF+SVC,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
925,F1 Macro,0.9238095238095237,"ACF, correlation-only",ACF+RF,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
926,F1 Macro,0.8204232414758731,"ACF, correlation-only",ACF+Ridge,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
927,F1 Macro,0.9368686868686869,"ACF, with covariable",ACF+SVC,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
928,F1 Macro,0.9368686868686869,"ACF, with covariable",ACF+RF,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
929,F1 Macro,0.7674074074074074,"ACF, with covariable",ACF+Ridge,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
930,F1 Macro,0.7394293489483145,KNN,KNN,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,3.9,13.0,87.0,50.0,3.0
931,F1 Macro,0.7374347499584785,KNN,KNN+ROs,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,54.2,13.0,87.0,50.0,3.0
932,F1 Macro,0.8483863980940004,DBC,DBC,0.81,0.05147133162581666,0.02266386476055396,0.031837457068448566,,13.0,87.0,50.0,3.0
933,F1 Macro,0.31582730951082016,Listwise Deletion,SVC,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
934,F1 Macro,0.29651338750397466,Listwise Deletion,RF,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
935,F1 Macro,0.291663887374654,Listwise Deletion,Ridge,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
936,F1 Macro,0.9503968253968255,"ACF, correlation-only",ACF+SVC,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
937,F1 Macro,0.9565050975143596,"ACF, correlation-only",ACF+RF,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
938,F1 Macro,0.9477124183006537,"ACF, correlation-only",ACF+Ridge,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
939,F1 Macro,0.9872749252401857,"ACF, with covariable",ACF+SVC,0.81,0.05085408661888165,0.01888197941397965,0.04210744144876384,,16.0,84.0,50.0,3.0
