,Algorithm,References,Train Size,Runtime,Value,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23
1474,KNN,Naive (All),151.0,0.0335463570120434,0.8185708172871203,0.08109902177989958,0.02235483188405682,0.038794906888052996
1475,DBC,Naive (All),151.0,0.03558187543724974,0.9315770677086617,0.08109902177989958,0.02235483188405682,0.038794906888052996
1476,F-ACF,10,151.0,0.006813568932314714,0.7505028284098051,0.08109902177989958,0.02235483188405682,0.038794906888052996
1477,F-DBC,10,151.0,0.00808581408734123,0.8166666666666668,0.08109902177989958,0.02235483188405682,0.038794906888052996
1478,"F-ACF, Optimized",10,151.0,0.2815945132014652,0.16666666666666666,0.08109902177989958,0.02235483188405682,0.038794906888052996
1479,F-ACF,20,151.0,0.013533584401011467,0.9328955597248281,0.08109902177989958,0.02235483188405682,0.038794906888052996
1480,F-DBC,20,151.0,0.015132322100301583,0.8286195286195287,0.08109902177989958,0.02235483188405682,0.038794906888052996
1481,"F-ACF, Optimized",20,151.0,0.3542957571335137,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1482,F-ACF,30,151.0,0.020106297079473735,0.8975546732211509,0.08109902177989958,0.02235483188405682,0.038794906888052996
1483,F-DBC,30,151.0,0.021895789727568626,0.9150788419081102,0.08109902177989958,0.02235483188405682,0.038794906888052996
1484,"F-ACF, Optimized",30,151.0,0.3618157308548689,0.9157509157509157,0.08109902177989958,0.02235483188405682,0.038794906888052996
1485,KNN,Naive (All),157.0,0.03471860435480873,0.7430976430976433,0.08109902177989958,0.02235483188405682,0.038794906888052996
1486,DBC,Naive (All),157.0,0.037207001075148585,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1487,F-ACF,10,157.0,0.006853655135879914,0.8180708180708182,0.08109902177989958,0.02235483188405682,0.038794906888052996
1488,F-DBC,10,157.0,0.008130571867028872,0.8433322774786189,0.08109902177989958,0.02235483188405682,0.038794906888052996
1489,"F-ACF, Optimized",10,157.0,0.2915109255351126,0.8095976375046142,0.08109902177989958,0.02235483188405682,0.038794906888052996
1490,F-ACF,20,157.0,0.013439682095001142,0.8670139869650274,0.08109902177989958,0.02235483188405682,0.038794906888052996
1491,F-DBC,20,157.0,0.01502311835065484,0.9007101086048456,0.08109902177989958,0.02235483188405682,0.038794906888052996
1492,"F-ACF, Optimized",20,157.0,0.3661400589160621,0.8512694975363274,0.08109902177989958,0.02235483188405682,0.038794906888052996
1493,F-ACF,30,157.0,0.020010389667004348,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1494,F-DBC,30,157.0,0.02186720703418056,0.8815105803477897,0.08109902177989958,0.02235483188405682,0.038794906888052996
1495,"F-ACF, Optimized",30,157.0,0.3751983570245405,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1496,KNN,Naive (All),162.0,0.03600573505585392,0.7924623432280834,0.08109902177989958,0.02235483188405682,0.038794906888052996
1497,DBC,Naive (All),162.0,0.03834406084691485,0.8989898989898989,0.08109902177989958,0.02235483188405682,0.038794906888052996
1498,F-ACF,10,162.0,0.006860601063817739,0.7776450869474125,0.08109902177989958,0.02235483188405682,0.038794906888052996
1499,F-DBC,10,162.0,0.008116472822924456,0.7284624799924678,0.08109902177989958,0.02235483188405682,0.038794906888052996
1500,"F-ACF, Optimized",10,162.0,0.3027061906332771,0.8655388471177945,0.08109902177989958,0.02235483188405682,0.038794906888052996
1501,F-ACF,20,162.0,0.01352724659567078,0.8479886863607794,0.08109902177989958,0.02235483188405682,0.038794906888052996
1502,F-DBC,20,162.0,0.015051589130113523,0.9323725981620719,0.08109902177989958,0.02235483188405682,0.038794906888052996
1503,"F-ACF, Optimized",20,162.0,0.3837794060818851,0.884004884004884,0.08109902177989958,0.02235483188405682,0.038794906888052996
1504,F-ACF,30,162.0,0.02020085354646047,0.9,0.08109902177989958,0.02235483188405682,0.038794906888052996
1505,F-DBC,30,162.0,0.021924540338416895,0.8271640363462458,0.08109902177989958,0.02235483188405682,0.038794906888052996
1506,"F-ACF, Optimized",30,162.0,0.3842627225443721,0.9169719169719169,0.08109902177989958,0.02235483188405682,0.038794906888052996
1507,KNN,Naive (All),168.0,0.03749989919985334,0.7936507936507936,0.08109902177989958,0.02235483188405682,0.038794906888052996
1508,DBC,Naive (All),168.0,0.03972616099442045,0.9150324743348,0.08109902177989958,0.02235483188405682,0.038794906888052996
1509,F-ACF,10,168.0,0.006853806599974632,0.7827913279132792,0.08109902177989958,0.02235483188405682,0.038794906888052996
1510,F-DBC,10,168.0,0.008171391052504381,0.7087486157253599,0.08109902177989958,0.02235483188405682,0.038794906888052996
1511,"F-ACF, Optimized",10,168.0,0.3070813579795261,0.8193683193683193,0.08109902177989958,0.02235483188405682,0.038794906888052996
1512,F-ACF,20,168.0,0.013412564403067033,0.8323761102218873,0.08109902177989958,0.02235483188405682,0.038794906888052996
1513,F-DBC,20,168.0,0.015136887039989232,0.8126314467777882,0.08109902177989958,0.02235483188405682,0.038794906888052996
1514,"F-ACF, Optimized",20,168.0,0.3883645813912153,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1515,F-ACF,30,168.0,0.02027335809543729,0.8960093522503852,0.08109902177989958,0.02235483188405682,0.038794906888052996
1516,F-DBC,30,168.0,0.022029483846078318,0.9158015426308109,0.08109902177989958,0.02235483188405682,0.038794906888052996
1517,"F-ACF, Optimized",30,168.0,0.40409718776742615,0.9503960808838858,0.08109902177989958,0.02235483188405682,0.038794906888052996
1518,KNN,Naive (All),174.0,0.038884486785779396,0.7685298517611859,0.08109902177989958,0.02235483188405682,0.038794906888052996
1519,DBC,Naive (All),174.0,0.04117731312289834,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1520,F-ACF,10,174.0,0.006875947831819455,0.8349394690858105,0.08109902177989958,0.02235483188405682,0.038794906888052996
1521,F-DBC,10,174.0,0.00820567241559426,0.738580685949107,0.08109902177989958,0.02235483188405682,0.038794906888052996
1522,"F-ACF, Optimized",10,174.0,0.31670158316070834,0.8647839109970046,0.08109902177989958,0.02235483188405682,0.038794906888052996
1523,F-ACF,20,174.0,0.013554508239030838,0.9173789173789174,0.08109902177989958,0.02235483188405682,0.038794906888052996
1524,F-DBC,20,174.0,0.015114591115464766,0.8824473629351678,0.08109902177989958,0.02235483188405682,0.038794906888052996
1525,"F-ACF, Optimized",20,174.0,0.4017008378170431,0.9,0.08109902177989958,0.02235483188405682,0.038794906888052996
1526,F-ACF,30,174.0,0.020278209975610178,0.9174154899443732,0.08109902177989958,0.02235483188405682,0.038794906888052996
1527,F-DBC,30,174.0,0.021992216104020676,0.8497658497658498,0.08109902177989958,0.02235483188405682,0.038794906888052996
1528,"F-ACF, Optimized",30,174.0,0.41403584110861025,0.9158015426308109,0.08109902177989958,0.02235483188405682,0.038794906888052996
1529,KNN,Naive (All),179.0,0.04200296821072698,0.8133040016760947,0.08109902177989958,0.02235483188405682,0.038794906888052996
1530,DBC,Naive (All),179.0,0.042109537838647765,0.9161952650324743,0.08109902177989958,0.02235483188405682,0.038794906888052996
1531,F-ACF,10,179.0,0.006847614981234073,0.8187276702394284,0.08109902177989958,0.02235483188405682,0.038794906888052996
1532,F-DBC,10,179.0,0.008144439198076725,0.7557836582226827,0.08109902177989958,0.02235483188405682,0.038794906888052996
1533,"F-ACF, Optimized",10,179.0,0.33071775172526635,0.8485237483953787,0.08109902177989958,0.02235483188405682,0.038794906888052996
1534,F-ACF,20,179.0,0.01350387167185545,0.8639515455304929,0.08109902177989958,0.02235483188405682,0.038794906888052996
1535,F-DBC,20,179.0,0.015086114344497522,0.8472967741260424,0.08109902177989958,0.02235483188405682,0.038794906888052996
1536,"F-ACF, Optimized",20,179.0,0.4119333279939989,0.8366973245022026,0.08109902177989958,0.02235483188405682,0.038794906888052996
1537,F-ACF,30,179.0,0.020010363621016342,0.9497171590194845,0.08109902177989958,0.02235483188405682,0.038794906888052996
1538,F-DBC,30,179.0,0.02184951740006606,0.8494996873045654,0.08109902177989958,0.02235483188405682,0.038794906888052996
1539,"F-ACF, Optimized",30,179.0,0.4221921345529457,0.9166145507608922,0.08109902177989958,0.02235483188405682,0.038794906888052996
1540,KNN,Naive (All),185.0,0.04132836532468597,0.8020319971539484,0.08109902177989958,0.02235483188405682,0.038794906888052996
1541,DBC,Naive (All),185.0,0.04373149974271655,0.9497171590194845,0.08109902177989958,0.02235483188405682,0.038794906888052996
1542,F-ACF,10,185.0,0.0068477272056043145,0.8503335417969565,0.08109902177989958,0.02235483188405682,0.038794906888052996
1543,F-DBC,10,185.0,0.00813904566069444,0.7481060606060607,0.08109902177989958,0.02235483188405682,0.038794906888052996
1544,"F-ACF, Optimized",10,185.0,0.34255409439404805,0.805140805140805,0.08109902177989958,0.02235483188405682,0.038794906888052996
1545,F-ACF,20,185.0,0.013442459764579933,0.8301346801346803,0.08109902177989958,0.02235483188405682,0.038794906888052996
1546,F-DBC,20,185.0,0.01506664693976442,0.8337928153717628,0.08109902177989958,0.02235483188405682,0.038794906888052996
1547,"F-ACF, Optimized",20,185.0,0.42255586124956607,0.8797487065779749,0.08109902177989958,0.02235483188405682,0.038794906888052996
1548,F-ACF,30,185.0,0.020221004076302052,0.899749373433584,0.08109902177989958,0.02235483188405682,0.038794906888052996
1549,F-DBC,30,185.0,0.02207427183166146,0.9158015426308109,0.08109902177989958,0.02235483188405682,0.038794906888052996
1550,"F-ACF, Optimized",30,185.0,0.43690189234912397,0.8845424223473004,0.08109902177989958,0.02235483188405682,0.038794906888052996
1551,KNN,Naive (All),191.0,0.042680948569128914,0.8133040016760947,0.08109902177989958,0.02235483188405682,0.038794906888052996
1552,DBC,Naive (All),191.0,0.0447277141114076,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1553,F-ACF,10,191.0,0.006851411114136378,0.8985879332477534,0.08109902177989958,0.02235483188405682,0.038794906888052996
1554,F-DBC,10,191.0,0.00812432092304031,0.7513371290545203,0.08109902177989958,0.02235483188405682,0.038794906888052996
1555,"F-ACF, Optimized",10,191.0,0.3577194519340992,0.7836251824056703,0.08109902177989958,0.02235483188405682,0.038794906888052996
1556,F-ACF,20,191.0,0.013598422612994909,0.8818274069192061,0.08109902177989958,0.02235483188405682,0.038794906888052996
1557,F-DBC,20,191.0,0.015124975331127643,0.9166145507608922,0.08109902177989958,0.02235483188405682,0.038794906888052996
1558,"F-ACF, Optimized",20,191.0,0.439213883318007,0.9328955597248281,0.08109902177989958,0.02235483188405682,0.038794906888052996
1559,F-ACF,30,191.0,0.020181422928969066,0.9489698757991439,0.08109902177989958,0.02235483188405682,0.038794906888052996
1560,F-DBC,30,191.0,0.021945607258627813,0.899749373433584,0.08109902177989958,0.02235483188405682,0.038794906888052996
1561,"F-ACF, Optimized",30,191.0,0.45231977247943483,0.5398925175692435,0.08109902177989958,0.02235483188405682,0.038794906888052996
1562,KNN,Naive (All),197.0,0.04391171978786588,0.8149259954138003,0.08109902177989958,0.02235483188405682,0.038794906888052996
1563,DBC,Naive (All),197.0,0.04631032546361288,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1564,F-ACF,10,197.0,0.006864411228646835,0.8491514770584537,0.08109902177989958,0.02235483188405682,0.038794906888052996
1565,F-DBC,10,197.0,0.008121981254468362,0.81846237537792,0.08109902177989958,0.02235483188405682,0.038794906888052996
1566,"F-ACF, Optimized",10,197.0,0.35486763635029395,0.8473748473748474,0.08109902177989958,0.02235483188405682,0.038794906888052996
1567,F-ACF,20,197.0,0.013464105470726887,0.8647839109970047,0.08109902177989958,0.02235483188405682,0.038794906888052996
1568,F-DBC,20,197.0,0.014989797739932935,0.8498074454428756,0.08109902177989958,0.02235483188405682,0.038794906888052996
1569,"F-ACF, Optimized",20,197.0,0.45743540447826186,0.9323919554985024,0.08109902177989958,0.02235483188405682,0.038794906888052996
1570,F-ACF,30,197.0,0.020270886986205976,0.9010989010989011,0.08109902177989958,0.02235483188405682,0.038794906888052996
1571,F-DBC,30,197.0,0.021948116055379312,0.8638047138047137,0.08109902177989958,0.02235483188405682,0.038794906888052996
1572,"F-ACF, Optimized",30,197.0,0.4599777756569286,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1573,KNN,Naive (All),202.0,0.045081432722508905,0.9,0.08109902177989958,0.02235483188405682,0.038794906888052996
1574,DBC,Naive (All),202.0,0.04739032294601202,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1575,F-ACF,10,202.0,0.006833908800035715,0.8021978021978023,0.08109902177989958,0.02235483188405682,0.038794906888052996
1576,F-DBC,10,202.0,0.00813568386559685,0.8322890559732664,0.08109902177989958,0.02235483188405682,0.038794906888052996
1577,"F-ACF, Optimized",10,202.0,0.3780198307397465,0.7822343575097553,0.08109902177989958,0.02235483188405682,0.038794906888052996
1578,F-ACF,20,202.0,0.013667657940338055,0.8647839109970047,0.08109902177989958,0.02235483188405682,0.038794906888052996
1579,F-DBC,20,202.0,0.01524331932887435,0.8471895301760662,0.08109902177989958,0.02235483188405682,0.038794906888052996
1580,"F-ACF, Optimized",20,202.0,0.47142990125964085,0.834948926412341,0.08109902177989958,0.02235483188405682,0.038794906888052996
1581,F-ACF,30,202.0,0.02021589803819855,0.9323919554985024,0.08109902177989958,0.02235483188405682,0.038794906888052996
1582,F-DBC,30,202.0,0.02206475262840589,0.8670139869650274,0.08109902177989958,0.02235483188405682,0.038794906888052996
1583,"F-ACF, Optimized",30,202.0,0.47549053141847253,0.8826733710454641,0.08109902177989958,0.02235483188405682,0.038794906888052996
1584,KNN,Naive (All),208.0,0.04643722549080849,0.8149259954138003,0.08109902177989958,0.02235483188405682,0.038794906888052996
1585,DBC,Naive (All),208.0,0.048965357585499684,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1586,F-ACF,10,208.0,0.0068563303289314115,0.7979114452798663,0.08109902177989958,0.02235483188405682,0.038794906888052996
1587,F-DBC,10,208.0,0.008111809846013784,0.6957264957264956,0.08109902177989958,0.02235483188405682,0.038794906888052996
1588,"F-ACF, Optimized",10,208.0,0.3741162336431444,0.8669108669108669,0.08109902177989958,0.02235483188405682,0.038794906888052996
1589,F-ACF,20,208.0,0.01348422554632028,0.8317384370015949,0.08109902177989958,0.02235483188405682,0.038794906888052996
1590,F-DBC,20,208.0,0.015051471535116434,0.8975546732211509,0.08109902177989958,0.02235483188405682,0.038794906888052996
1591,"F-ACF, Optimized",20,208.0,0.47658755847563344,0.918055424787371,0.08109902177989958,0.02235483188405682,0.038794906888052996
1592,F-ACF,30,208.0,0.02026749902094404,0.9150788419081102,0.08109902177989958,0.02235483188405682,0.038794906888052996
1593,F-DBC,30,208.0,0.02200054091711839,0.9166145507608922,0.08109902177989958,0.02235483188405682,0.038794906888052996
1594,"F-ACF, Optimized",30,208.0,0.4855286130681634,0.9503960808838858,0.08109902177989958,0.02235483188405682,0.038794906888052996
1595,KNN,Naive (All),214.0,0.04738465699677666,0.7827913279132792,0.08109902177989958,0.02235483188405682,0.038794906888052996
1596,DBC,Naive (All),214.0,0.04989505388463537,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1597,F-ACF,10,214.0,0.006815570189307133,0.794949494949495,0.08109902177989958,0.02235483188405682,0.038794906888052996
1598,F-DBC,10,214.0,0.00809068117911617,0.86353227873364,0.08109902177989958,0.02235483188405682,0.038794906888052996
1599,"F-ACF, Optimized",10,214.0,0.38330897682656845,0.7671957671957671,0.08109902177989958,0.02235483188405682,0.038794906888052996
1600,F-ACF,20,214.0,0.013510057236999273,0.8294970161977835,0.08109902177989958,0.02235483188405682,0.038794906888052996
1601,F-DBC,20,214.0,0.014936568960547448,0.8814814814814814,0.08109902177989958,0.02235483188405682,0.038794906888052996
1602,"F-ACF, Optimized",20,214.0,0.4925140494170288,0.8991348759641443,0.08109902177989958,0.02235483188405682,0.038794906888052996
1603,F-ACF,30,214.0,0.020118098271389804,0.8975546732211509,0.08109902177989958,0.02235483188405682,0.038794906888052996
1604,F-DBC,30,214.0,0.02182222791016102,0.8797487065779749,0.08109902177989958,0.02235483188405682,0.038794906888052996
1605,"F-ACF, Optimized",30,214.0,0.4992068356523911,0.8494996873045654,0.08109902177989958,0.02235483188405682,0.038794906888052996
1606,KNN,Naive (All),219.0,0.04888718137517571,0.8511882426516572,0.08109902177989958,0.02235483188405682,0.038794906888052996
1607,DBC,Naive (All),219.0,0.051386076615502436,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1608,F-ACF,10,219.0,0.00686222023020188,0.712738319715064,0.08109902177989958,0.02235483188405682,0.038794906888052996
1609,F-DBC,10,219.0,0.00815501439695557,0.8832603710652491,0.08109902177989958,0.02235483188405682,0.038794906888052996
1610,"F-ACF, Optimized",10,219.0,0.3947297009949883,0.8291958279718377,0.08109902177989958,0.02235483188405682,0.038794906888052996
1611,F-ACF,20,219.0,0.013513973044852415,0.8523748395378691,0.08109902177989958,0.02235483188405682,0.038794906888052996
1612,F-DBC,20,219.0,0.015001264866441488,0.8472967741260424,0.08109902177989958,0.02235483188405682,0.038794906888052996
1613,"F-ACF, Optimized",20,219.0,0.5012334516271949,0.9337294142172191,0.08109902177989958,0.02235483188405682,0.038794906888052996
1614,F-ACF,30,219.0,0.02019937572379907,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1615,F-DBC,30,219.0,0.021745440115531287,0.8494996873045654,0.08109902177989958,0.02235483188405682,0.038794906888052996
1616,"F-ACF, Optimized",30,219.0,0.5087736871714393,0.9161952650324743,0.08109902177989958,0.02235483188405682,0.038794906888052996
1617,KNN,Naive (All),225.0,0.05014444543048739,0.8182614133833646,0.08109902177989958,0.02235483188405682,0.038794906888052996
1618,DBC,Naive (All),225.0,0.052559656711916126,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1619,F-ACF,10,225.0,0.006855067703872919,0.7645781119465331,0.08109902177989958,0.02235483188405682,0.038794906888052996
1620,F-DBC,10,225.0,0.008151338001092275,0.748395378690629,0.08109902177989958,0.02235483188405682,0.038794906888052996
1621,"F-ACF, Optimized",10,225.0,0.40932135364661615,0.8672096908939015,0.08109902177989958,0.02235483188405682,0.038794906888052996
1622,F-ACF,20,225.0,0.013482781406491996,0.8666666666666667,0.08109902177989958,0.02235483188405682,0.038794906888052996
1623,F-DBC,20,225.0,0.014957599466045697,0.913252122554448,0.08109902177989958,0.02235483188405682,0.038794906888052996
1624,"F-ACF, Optimized",20,225.0,0.5192942755917708,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1625,F-ACF,30,225.0,0.02018354001144568,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1626,F-DBC,30,225.0,0.02199071186284224,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1627,"F-ACF, Optimized",30,225.0,0.5189255336299539,0.9323725981620719,0.08109902177989958,0.02235483188405682,0.038794906888052996
1628,KNN,Naive (All),231.0,0.051750688006480534,0.8185708172871203,0.08109902177989958,0.02235483188405682,0.038794906888052996
1629,DBC,Naive (All),231.0,0.05371787020315726,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1630,F-ACF,10,231.0,0.006878377683460712,0.8672096908939015,0.08109902177989958,0.02235483188405682,0.038794906888052996
1631,F-DBC,10,231.0,0.008095286382983128,0.7592592592592592,0.08109902177989958,0.02235483188405682,0.038794906888052996
1632,"F-ACF, Optimized",10,231.0,0.42210640801737703,0.6696906696906696,0.08109902177989958,0.02235483188405682,0.038794906888052996
1633,F-ACF,20,231.0,0.013614605739712715,0.9665831244778613,0.08109902177989958,0.02235483188405682,0.038794906888052996
1634,F-DBC,20,231.0,0.015197232769181331,0.8286195286195287,0.08109902177989958,0.02235483188405682,0.038794906888052996
1635,"F-ACF, Optimized",20,231.0,0.5252582968833546,0.9666666666666668,0.08109902177989958,0.02235483188405682,0.038794906888052996
1636,F-ACF,30,231.0,0.020054551400244237,0.8588911952949316,0.08109902177989958,0.02235483188405682,0.038794906888052996
1637,F-DBC,30,231.0,0.0218798965215683,0.9331662489557226,0.08109902177989958,0.02235483188405682,0.038794906888052996
1638,"F-ACF, Optimized",30,231.0,0.5301189661336442,0.899749373433584,0.08109902177989958,0.02235483188405682,0.038794906888052996
1639,KNN,Naive (All),237.0,0.05257779232536753,0.8523748395378691,0.08109902177989958,0.02235483188405682,0.038794906888052996
1640,DBC,Naive (All),237.0,0.05510738768304388,0.9499687304565354,0.08109902177989958,0.02235483188405682,0.038794906888052996
1641,F-ACF,10,237.0,0.006811940297484398,0.7860737114103088,0.08109902177989958,0.02235483188405682,0.038794906888052996
1642,F-DBC,10,237.0,0.008061683053771656,0.7599525220058402,0.08109902177989958,0.02235483188405682,0.038794906888052996
1643,"F-ACF, Optimized",10,237.0,0.4241844524629414,0.7832377832377833,0.08109902177989958,0.02235483188405682,0.038794906888052996
1644,F-ACF,20,237.0,0.013444451118508975,0.9337294142172191,0.08109902177989958,0.02235483188405682,0.038794906888052996
1645,F-DBC,20,237.0,0.01515354085713625,0.8836877214925996,0.08109902177989958,0.02235483188405682,0.038794906888052996
1646,"F-ACF, Optimized",20,237.0,0.5371474064265688,0.8321219715956558,0.08109902177989958,0.02235483188405682,0.038794906888052996
1647,F-ACF,30,237.0,0.019990658201277257,0.8840247223968154,0.08109902177989958,0.02235483188405682,0.038794906888052996
1648,F-DBC,30,237.0,0.02163176080211997,0.8814814814814814,0.08109902177989958,0.02235483188405682,0.038794906888052996
1649,"F-ACF, Optimized",30,237.0,0.5447970237893363,0.9503960808838858,0.08109902177989958,0.02235483188405682,0.038794906888052996
1650,KNN,Naive (All),100.0,0.02214725740874807,0.7891488291988917,0.08165935639222385,0.018312539439557712,0.03774722242382725
1651,DBC,Naive (All),100.0,0.024087321975578866,0.8681704260651631,0.08165935639222385,0.018312539439557712,0.03774722242382725
1652,F-ACF,10,100.0,0.006822587580730518,0.6597883597883598,0.08165935639222385,0.018312539439557712,0.03774722242382725
1653,F-DBC,10,100.0,0.008048031944781542,0.6652020441494125,0.08165935639222385,0.018312539439557712,0.03774722242382725
1654,"F-ACF, Optimized",10,100.0,0.19496176994095246,0.9506533178503803,0.08165935639222385,0.018312539439557712,0.03774722242382725
1655,F-ACF,20,100.0,0.013588410057127475,0.9174154899443732,0.08165935639222385,0.018312539439557712,0.03774722242382725
1656,F-DBC,20,100.0,0.01503969527160128,0.8042168042168042,0.08165935639222385,0.018312539439557712,0.03774722242382725
1657,"F-ACF, Optimized",20,100.0,0.2512454355446001,0.7546161169172185,0.08165935639222385,0.018312539439557712,0.03774722242382725
1658,F-ACF,30,100.0,0.020242942000428834,0.9161952650324743,0.08165935639222385,0.018312539439557712,0.03774722242382725
1659,F-DBC,30,100.0,0.021860737074166536,0.9008025849489264,0.08165935639222385,0.018312539439557712,0.03774722242382725
1660,"F-ACF, Optimized",30,100.0,0.2550891459919512,0.9,0.08165935639222385,0.018312539439557712,0.03774722242382725
1661,KNN,Naive (All),105.0,0.023290846093247334,0.6879281537176274,0.08165935639222385,0.018312539439557712,0.03774722242382725
1662,DBC,Naive (All),105.0,0.025195589351157347,0.7998316498316499,0.08165935639222385,0.018312539439557712,0.03774722242382725
1663,F-ACF,10,105.0,0.006855402793735266,0.6493954554930165,0.08165935639222385,0.018312539439557712,0.03774722242382725
1664,F-DBC,10,105.0,0.00811683905000488,0.6578985962706893,0.08165935639222385,0.018312539439557712,0.03774722242382725
1665,"F-ACF, Optimized",10,105.0,0.20216837745780747,0.7546783625730994,0.08165935639222385,0.018312539439557712,0.03774722242382725
1666,F-ACF,20,105.0,0.013559662333379189,0.748395378690629,0.08165935639222385,0.018312539439557712,0.03774722242382725
1667,F-DBC,20,105.0,0.015024871441225211,0.8016835016835016,0.08165935639222385,0.018312539439557712,0.03774722242382725
1668,"F-ACF, Optimized",20,105.0,0.2551841015617053,0.7840455840455841,0.08165935639222385,0.018312539439557712,0.03774722242382725
1669,F-ACF,30,105.0,0.020158156907806795,0.8187276702394284,0.08165935639222385,0.018312539439557712,0.03774722242382725
1670,F-DBC,30,105.0,0.021936021000146865,0.8169809344227948,0.08165935639222385,0.018312539439557712,0.03774722242382725
1671,"F-ACF, Optimized",30,105.0,0.2656104724854231,0.8316498316498316,0.08165935639222385,0.018312539439557712,0.03774722242382725
1672,KNN,Naive (All),111.0,0.024642933004846174,0.7407831172133231,0.08165935639222385,0.018312539439557712,0.03774722242382725
1673,DBC,Naive (All),111.0,0.02662678559621175,0.9010989010989011,0.08165935639222385,0.018312539439557712,0.03774722242382725
1674,F-ACF,10,111.0,0.006840529137601455,0.6940170940170941,0.08165935639222385,0.018312539439557712,0.03774722242382725
1675,F-DBC,10,111.0,0.00812789738799135,0.7992905797783846,0.08165935639222385,0.018312539439557712,0.03774722242382725
1676,"F-ACF, Optimized",10,111.0,0.21270405737062295,0.7217077217077218,0.08165935639222385,0.018312539439557712,0.03774722242382725
1677,F-ACF,20,111.0,0.013468748331069947,0.7044595616024187,0.08165935639222385,0.018312539439557712,0.03774722242382725
1678,F-DBC,20,111.0,0.014982168966283401,0.7446291560102302,0.08165935639222385,0.018312539439557712,0.03774722242382725
1679,"F-ACF, Optimized",20,111.0,0.2735299418059488,0.8491918316699293,0.08165935639222385,0.018312539439557712,0.03774722242382725
1680,F-ACF,30,111.0,0.0201089721173048,0.8515101109960351,0.08165935639222385,0.018312539439557712,0.03774722242382725
1681,F-DBC,30,111.0,0.02184635754674673,0.8351648351648352,0.08165935639222385,0.018312539439557712,0.03774722242382725
1682,"F-ACF, Optimized",30,111.0,0.277494324122866,0.8826733710454641,0.08165935639222385,0.018312539439557712,0.03774722242382725
1683,KNN,Naive (All),117.0,0.025996945581088463,0.7975597975597976,0.08165935639222385,0.018312539439557712,0.03774722242382725
1684,DBC,Naive (All),117.0,0.028066218737512826,0.9146916951795001,0.08165935639222385,0.018312539439557712,0.03774722242382725
1685,F-ACF,10,117.0,0.006841342399517695,0.7027568922305765,0.08165935639222385,0.018312539439557712,0.03774722242382725
1686,F-DBC,10,117.0,0.008088405119876067,0.8333333333333334,0.08165935639222385,0.018312539439557712,0.03774722242382725
1687,"F-ACF, Optimized",10,117.0,0.2348880149734517,0.8480284027646477,0.08165935639222385,0.018312539439557712,0.03774722242382725
1688,F-ACF,20,117.0,0.013564157485961913,0.8003759398496241,0.08165935639222385,0.018312539439557712,0.03774722242382725
1689,F-DBC,20,117.0,0.01509145808716615,0.8666666666666667,0.08165935639222385,0.018312539439557712,0.03774722242382725
1690,"F-ACF, Optimized",20,117.0,0.28326070243492724,0.8681318681318682,0.08165935639222385,0.018312539439557712,0.03774722242382725
1691,F-ACF,30,117.0,0.02024434069171548,0.8820408588701271,0.08165935639222385,0.018312539439557712,0.03774722242382725
1692,F-DBC,30,117.0,0.02183690800641974,0.880413514559856,0.08165935639222385,0.018312539439557712,0.03774722242382725
1693,"F-ACF, Optimized",30,117.0,0.2911212247485916,0.8666666666666668,0.08165935639222385,0.018312539439557712,0.03774722242382725
1694,KNN,Naive (All),122.0,0.0271181027404964,0.753452685421995,0.08165935639222385,0.018312539439557712,0.03774722242382725
1695,DBC,Naive (All),122.0,0.02919277222827077,0.9010989010989011,0.08165935639222385,0.018312539439557712,0.03774722242382725
1696,F-ACF,10,122.0,0.006839117594063282,0.5866096866096866,0.08165935639222385,0.018312539439557712,0.03774722242382725
1697,F-DBC,10,122.0,0.008145473680148523,0.6910740527761803,0.08165935639222385,0.018312539439557712,0.03774722242382725
1698,"F-ACF, Optimized",10,122.0,0.23720039778078597,0.7343434343434344,0.08165935639222385,0.018312539439557712,0.03774722242382725
