,Algorithm,References,Train Size,Runtime,Value,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23
0,KNN,Naive (All),100.0,0.02270739177862803,0.780944898386759,0.08135591801137691,0.023081370081576152,0.03866333604373097
1,DBC,Naive (All),100.0,0.024468956080575786,0.8503335417969565,0.08135591801137691,0.023081370081576152,0.03866333604373097
2,F-ACF,10,100.0,0.006916978272298971,0.6839945280437756,0.08135591801137691,0.023081370081576152,0.03866333604373097
3,F-DBC,10,100.0,0.008213637582957744,0.7645502645502645,0.08135591801137691,0.023081370081576152,0.03866333604373097
4,"F-ACF, Optimized",10,100.0,0.195020264480263,0.834670008354219,0.08135591801137691,0.023081370081576152,0.03866333604373097
5,F-ACF,20,100.0,0.013817841776957114,0.771345029239766,0.08135591801137691,0.023081370081576152,0.03866333604373097
6,F-DBC,20,100.0,0.015111714849869411,0.8666666666666667,0.08135591801137691,0.023081370081576152,0.03866333604373097
7,"F-ACF, Optimized",20,100.0,0.25206457019473116,0.899749373433584,0.08135591801137691,0.023081370081576152,0.03866333604373097
8,F-ACF,30,100.0,0.020343275678654512,0.9331094582012575,0.08135591801137691,0.023081370081576152,0.03866333604373097
9,F-DBC,30,100.0,0.02200660143668453,0.8169809344227948,0.08135591801137691,0.023081370081576152,0.03866333604373097
10,"F-ACF, Optimized",30,100.0,0.2571198371859888,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
11,KNN,Naive (All),105.0,0.023364095948636532,0.8003318003318003,0.08135591801137691,0.023081370081576152,0.03866333604373097
12,DBC,Naive (All),105.0,0.02536931528399388,0.860241066123419,0.08135591801137691,0.023081370081576152,0.03866333604373097
13,F-ACF,10,105.0,0.00686061792075634,0.8102417907295956,0.08135591801137691,0.023081370081576152,0.03866333604373097
14,F-DBC,10,105.0,0.008148394369830688,0.7697903294822422,0.08135591801137691,0.023081370081576152,0.03866333604373097
15,"F-ACF, Optimized",10,105.0,0.20172178456559778,0.8125516534329263,0.08135591801137691,0.023081370081576152,0.03866333604373097
16,F-ACF,20,105.0,0.013640007531891266,0.8985879332477534,0.08135591801137691,0.023081370081576152,0.03866333604373097
17,F-DBC,20,105.0,0.01505866606409351,0.7793368281173159,0.08135591801137691,0.023081370081576152,0.03866333604373097
18,"F-ACF, Optimized",20,105.0,0.2625123382235567,0.9170419011882426,0.08135591801137691,0.023081370081576152,0.03866333604373097
19,F-ACF,30,105.0,0.02020612293854356,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
20,F-DBC,30,105.0,0.022009883324305216,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
21,"F-ACF, Optimized",30,105.0,0.26683111730962994,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
22,KNN,Naive (All),111.0,0.02466310892874996,0.7406497406497407,0.08135591801137691,0.023081370081576152,0.03866333604373097
23,DBC,Naive (All),111.0,0.026504513372977576,0.8992058260350944,0.08135591801137691,0.023081370081576152,0.03866333604373097
24,F-ACF,10,111.0,0.006845805204162995,0.8001165501165503,0.08135591801137691,0.023081370081576152,0.03866333604373097
25,F-DBC,10,111.0,0.00808007325977087,0.7453158836267771,0.08135591801137691,0.023081370081576152,0.03866333604373097
26,"F-ACF, Optimized",10,111.0,0.21580425466721256,0.7335421888053467,0.08135591801137691,0.023081370081576152,0.03866333604373097
27,F-ACF,20,111.0,0.013464959524571895,0.7191179551644669,0.08135591801137691,0.023081370081576152,0.03866333604373097
28,F-DBC,20,111.0,0.015086477963874738,0.8149259954138003,0.08135591801137691,0.023081370081576152,0.03866333604373097
29,"F-ACF, Optimized",20,111.0,0.27316911599288385,0.8653741922034605,0.08135591801137691,0.023081370081576152,0.03866333604373097
30,F-ACF,30,111.0,0.020142399612814187,0.8485237483953787,0.08135591801137691,0.023081370081576152,0.03866333604373097
31,F-DBC,30,111.0,0.02195892333984375,0.8485237483953787,0.08135591801137691,0.023081370081576152,0.03866333604373097
32,"F-ACF, Optimized",30,111.0,0.2779197439861794,0.8845424223473004,0.08135591801137691,0.023081370081576152,0.03866333604373097
33,KNN,Naive (All),117.0,0.026071577953795593,0.8166903745851114,0.08135591801137691,0.023081370081576152,0.03866333604373097
34,DBC,Naive (All),117.0,0.028042759715269008,0.9665831244778613,0.08135591801137691,0.023081370081576152,0.03866333604373097
35,F-ACF,10,117.0,0.006843956280499696,0.7380952380952381,0.08135591801137691,0.023081370081576152,0.03866333604373097
36,F-DBC,10,117.0,0.00816733855754137,0.7988603988603988,0.08135591801137691,0.023081370081576152,0.03866333604373097
37,"F-ACF, Optimized",10,117.0,0.22183100739493966,0.7827913279132792,0.08135591801137691,0.023081370081576152,0.03866333604373097
38,F-ACF,20,117.0,0.01496373542274038,0.8681318681318682,0.08135591801137691,0.023081370081576152,0.03866333604373097
39,F-DBC,20,117.0,0.015299239785720904,0.8985879332477534,0.08135591801137691,0.023081370081576152,0.03866333604373097
40,"F-ACF, Optimized",20,117.0,0.28281511242191,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
41,F-ACF,30,117.0,0.020135805010795593,0.9665831244778613,0.08135591801137691,0.023081370081576152,0.03866333604373097
42,F-DBC,30,117.0,0.02188272833203276,0.9665831244778613,0.08135591801137691,0.023081370081576152,0.03866333604373097
43,"F-ACF, Optimized",30,117.0,0.29196286189059417,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
44,KNN,Naive (All),122.0,0.026980596811821064,0.7627946127946128,0.08135591801137691,0.023081370081576152,0.03866333604373097
45,DBC,Naive (All),122.0,0.02930417759343982,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
46,F-ACF,10,122.0,0.006846229794124762,0.7445463033698326,0.08135591801137691,0.023081370081576152,0.03866333604373097
47,F-DBC,10,122.0,0.008126812055706978,0.8663324979114453,0.08135591801137691,0.023081370081576152,0.03866333604373097
48,"F-ACF, Optimized",10,122.0,0.24760245038196443,0.7507767630166651,0.08135591801137691,0.023081370081576152,0.03866333604373097
49,F-ACF,20,122.0,0.013490718292693297,0.9161952650324743,0.08135591801137691,0.023081370081576152,0.03866333604373097
50,F-DBC,20,122.0,0.01503862381602327,0.7640921409214093,0.08135591801137691,0.023081370081576152,0.03866333604373097
51,"F-ACF, Optimized",20,122.0,0.2923848578706384,0.9326599326599326,0.08135591801137691,0.023081370081576152,0.03866333604373097
52,F-ACF,30,122.0,0.02010922438154618,0.8147197261446298,0.08135591801137691,0.023081370081576152,0.03866333604373097
53,F-DBC,30,122.0,0.02194382787371675,0.8491514770584537,0.08135591801137691,0.023081370081576152,0.03866333604373097
54,"F-ACF, Optimized",30,122.0,0.302657519467175,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
55,KNN,Naive (All),128.0,0.028229229369511208,0.7860737114103088,0.08135591801137691,0.023081370081576152,0.03866333604373097
56,DBC,Naive (All),128.0,0.03559046676382423,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
57,F-ACF,10,128.0,0.006838426242272059,0.7386758851875131,0.08135591801137691,0.023081370081576152,0.03866333604373097
58,F-DBC,10,128.0,0.008150608806560437,0.7984595635430037,0.08135591801137691,0.023081370081576152,0.03866333604373097
59,"F-ACF, Optimized",10,128.0,0.24145727104817827,0.8482801751094434,0.08135591801137691,0.023081370081576152,0.03866333604373097
60,F-ACF,20,128.0,0.013581613885859649,0.8681704260651631,0.08135591801137691,0.023081370081576152,0.03866333604373097
61,F-DBC,20,128.0,0.015126152026156584,0.9161952650324743,0.08135591801137691,0.023081370081576152,0.03866333604373097
62,"F-ACF, Optimized",20,128.0,0.30548272458836434,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
63,F-ACF,30,128.0,0.020275504017869633,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
64,F-DBC,30,128.0,0.022029199978957574,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
65,"F-ACF, Optimized",30,128.0,0.3201507804604868,0.9161952650324743,0.08135591801137691,0.023081370081576152,0.03866333604373097
66,KNN,Naive (All),134.0,0.029948733933269977,0.8021978021978021,0.08135591801137691,0.023081370081576152,0.03866333604373097
67,DBC,Naive (All),134.0,0.03192822961136699,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
68,F-ACF,10,134.0,0.0068835804238915445,0.7385399336618849,0.08135591801137691,0.023081370081576152,0.03866333604373097
69,F-DBC,10,134.0,0.008051472747077544,0.8333333333333334,0.08135591801137691,0.023081370081576152,0.03866333604373097
70,"F-ACF, Optimized",10,134.0,0.25061796229953565,0.8003126954346466,0.08135591801137691,0.023081370081576152,0.03866333604373097
71,F-ACF,20,134.0,0.013498488596330087,0.9146916951795001,0.08135591801137691,0.023081370081576152,0.03866333604373097
72,F-DBC,20,134.0,0.015122332579145829,0.8823277706461276,0.08135591801137691,0.023081370081576152,0.03866333604373097
73,"F-ACF, Optimized",20,134.0,0.32024071778481206,0.8960093522503852,0.08135591801137691,0.023081370081576152,0.03866333604373097
74,F-ACF,30,134.0,0.020165373229732116,0.8989898989898989,0.08135591801137691,0.023081370081576152,0.03866333604373097
75,F-DBC,30,134.0,0.021951767802238464,0.8647839109970047,0.08135591801137691,0.023081370081576152,0.03866333604373097
76,"F-ACF, Optimized",30,134.0,0.32786451767509184,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
77,KNN,Naive (All),139.0,0.03082138728350401,0.8346143346143347,0.08135591801137691,0.023081370081576152,0.03866333604373097
78,DBC,Naive (All),139.0,0.03291665390133858,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
79,F-ACF,10,139.0,0.006817489924530188,0.7578347578347578,0.08135591801137691,0.023081370081576152,0.03866333604373097
80,F-DBC,10,139.0,0.008130625387032827,0.7660067043787975,0.08135591801137691,0.023081370081576152,0.03866333604373097
81,"F-ACF, Optimized",10,139.0,0.25836016051471233,0.7512884978001257,0.08135591801137691,0.023081370081576152,0.03866333604373097
82,F-ACF,20,139.0,0.01354261189699173,0.882171369976248,0.08135591801137691,0.023081370081576152,0.03866333604373097
83,F-DBC,20,139.0,0.014982728784283002,0.7613199665831244,0.08135591801137691,0.023081370081576152,0.03866333604373097
84,"F-ACF, Optimized",20,139.0,0.33091023735081154,0.7421797861389466,0.08135591801137691,0.023081370081576152,0.03866333604373097
85,F-ACF,30,139.0,0.020047569057593743,0.7961480923537229,0.08135591801137691,0.023081370081576152,0.03866333604373097
86,F-DBC,30,139.0,0.021836273123820624,0.8985879332477534,0.08135591801137691,0.023081370081576152,0.03866333604373097
87,"F-ACF, Optimized",30,139.0,0.3372897704752783,0.9161317928968763,0.08135591801137691,0.023081370081576152,0.03866333604373097
88,KNN,Naive (All),145.0,0.032108611737688385,0.7233605698721978,0.08135591801137691,0.023081370081576152,0.03866333604373097
89,DBC,Naive (All),145.0,0.03445245185866952,0.8638337047149776,0.08135591801137691,0.023081370081576152,0.03866333604373097
90,F-ACF,10,145.0,0.006810007027039925,0.7638680033416875,0.08135591801137691,0.023081370081576152,0.03866333604373097
91,F-DBC,10,145.0,0.008163203454265992,0.7666666666666667,0.08135591801137691,0.023081370081576152,0.03866333604373097
92,"F-ACF, Optimized",10,145.0,0.2782669235331317,0.7361541107671138,0.08135591801137691,0.023081370081576152,0.03866333604373097
93,F-ACF,20,145.0,0.013401054590940476,0.8169809344227948,0.08135591801137691,0.023081370081576152,0.03866333604373097
94,F-DBC,20,145.0,0.015098344534635544,0.8130185935063984,0.08135591801137691,0.023081370081576152,0.03866333604373097
95,"F-ACF, Optimized",20,145.0,0.34055611249059436,0.8291958279718377,0.08135591801137691,0.023081370081576152,0.03866333604373097
96,F-ACF,30,145.0,0.020104873118301232,0.8329156223893066,0.08135591801137691,0.023081370081576152,0.03866333604373097
97,F-DBC,30,145.0,0.021663427508125704,0.8672096908939015,0.08135591801137691,0.023081370081576152,0.03866333604373097
98,"F-ACF, Optimized",30,145.0,0.35747376379246515,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
99,KNN,Naive (All),151.0,0.033311588875949386,0.7502572502572503,0.08135591801137691,0.023081370081576152,0.03866333604373097
100,DBC,Naive (All),151.0,0.035680962074548,0.8985879332477534,0.08135591801137691,0.023081370081576152,0.03866333604373097
101,F-ACF,10,151.0,0.006780145006875197,0.7994788409422555,0.08135591801137691,0.023081370081576152,0.03866333604373097
102,F-DBC,10,151.0,0.008040584747989972,0.7885578473813767,0.08135591801137691,0.023081370081576152,0.03866333604373097
103,"F-ACF, Optimized",10,151.0,0.28352532762413224,0.8287535976134955,0.08135591801137691,0.023081370081576152,0.03866333604373097
104,F-ACF,20,151.0,0.013535795826464891,0.77046783625731,0.08135591801137691,0.023081370081576152,0.03866333604373097
105,F-DBC,20,151.0,0.015039584568391244,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
106,"F-ACF, Optimized",20,151.0,0.3580956978102525,0.818688763810715,0.08135591801137691,0.023081370081576152,0.03866333604373097
107,F-ACF,30,151.0,0.020125381555408238,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
108,F-DBC,30,151.0,0.02197532309219241,0.8823277706461276,0.08135591801137691,0.023081370081576152,0.03866333604373097
109,"F-ACF, Optimized",30,151.0,0.36401295801624656,0.9497171590194845,0.08135591801137691,0.023081370081576152,0.03866333604373097
110,KNN,Naive (All),157.0,0.03465296703701218,0.818688763810715,0.08135591801137691,0.023081370081576152,0.03866333604373097
111,DBC,Naive (All),157.0,0.03709557456895709,0.8991348759641443,0.08135591801137691,0.023081370081576152,0.03866333604373097
112,F-ACF,10,157.0,0.006865658611059189,0.7362637362637363,0.08135591801137691,0.023081370081576152,0.03866333604373097
113,F-DBC,10,157.0,0.008086098420123259,0.7444178755513046,0.08135591801137691,0.023081370081576152,0.03866333604373097
114,"F-ACF, Optimized",10,157.0,0.29597475252424676,0.8151635956514006,0.08135591801137691,0.023081370081576152,0.03866333604373097
115,F-ACF,20,157.0,0.013477171181390683,0.8975546732211509,0.08135591801137691,0.023081370081576152,0.03866333604373097
116,F-DBC,20,157.0,0.015026034538944561,0.8653741922034605,0.08135591801137691,0.023081370081576152,0.03866333604373097
117,"F-ACF, Optimized",20,157.0,0.3683320698328316,0.8653741922034605,0.08135591801137691,0.023081370081576152,0.03866333604373097
118,F-ACF,30,157.0,0.02009049793705344,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
119,F-DBC,30,157.0,0.021857769725223384,0.9161317928968763,0.08135591801137691,0.023081370081576152,0.03866333604373097
120,"F-ACF, Optimized",30,157.0,0.3820418029402693,0.9161952650324743,0.08135591801137691,0.023081370081576152,0.03866333604373097
121,KNN,Naive (All),162.0,0.035941131071497996,0.8130185935063984,0.08135591801137691,0.023081370081576152,0.03866333604373097
122,DBC,Naive (All),162.0,0.0380719728457431,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
123,F-ACF,10,162.0,0.006860159803181887,0.7348863873254118,0.08135591801137691,0.023081370081576152,0.03866333604373097
124,F-DBC,10,162.0,0.008127039981385071,0.8662080466958516,0.08135591801137691,0.023081370081576152,0.03866333604373097
125,"F-ACF, Optimized",10,162.0,0.29827977949753404,0.8303980572273254,0.08135591801137691,0.023081370081576152,0.03866333604373097
126,F-ACF,20,162.0,0.013450375168273847,0.8189792663476873,0.08135591801137691,0.023081370081576152,0.03866333604373097
127,F-DBC,20,162.0,0.015006060029069583,0.8335016835016834,0.08135591801137691,0.023081370081576152,0.03866333604373097
128,"F-ACF, Optimized",20,162.0,0.38027824939539034,0.868929570302568,0.08135591801137691,0.023081370081576152,0.03866333604373097
129,F-ACF,30,162.0,0.020197562718143065,0.8303980572273254,0.08135591801137691,0.023081370081576152,0.03866333604373097
130,F-DBC,30,162.0,0.021897585348536572,0.8351648351648352,0.08135591801137691,0.023081370081576152,0.03866333604373097
131,"F-ACF, Optimized",30,162.0,0.3851861751327912,0.8796475392220073,0.08135591801137691,0.023081370081576152,0.03866333604373097
132,KNN,Naive (All),168.0,0.037430107189963265,0.7820384294068505,0.08135591801137691,0.023081370081576152,0.03866333604373097
133,DBC,Naive (All),168.0,0.03961905815328161,0.8815628815628815,0.08135591801137691,0.023081370081576152,0.03866333604373097
134,F-ACF,10,168.0,0.006838676985353231,0.7142857142857143,0.08135591801137691,0.023081370081576152,0.03866333604373097
135,F-DBC,10,168.0,0.008137177272389332,0.8639515455304929,0.08135591801137691,0.023081370081576152,0.03866333604373097
136,"F-ACF, Optimized",10,168.0,0.31656938111409544,0.8461353339402121,0.08135591801137691,0.023081370081576152,0.03866333604373097
137,F-ACF,20,168.0,0.01350950418661038,0.8661872003335418,0.08135591801137691,0.023081370081576152,0.03866333604373097
138,F-DBC,20,168.0,0.015067185026903946,0.8131868131868133,0.08135591801137691,0.023081370081576152,0.03866333604373097
139,"F-ACF, Optimized",20,168.0,0.3877292126727601,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
140,F-ACF,30,168.0,0.02016550817837318,0.9161317928968763,0.08135591801137691,0.023081370081576152,0.03866333604373097
141,F-DBC,30,168.0,0.021836561119804778,0.8985879332477534,0.08135591801137691,0.023081370081576152,0.03866333604373097
142,"F-ACF, Optimized",30,168.0,0.4073679294747611,0.8991348759641443,0.08135591801137691,0.023081370081576152,0.03866333604373097
143,KNN,Naive (All),174.0,0.038518061333646374,0.7332329033675423,0.08135591801137691,0.023081370081576152,0.03866333604373097
144,DBC,Naive (All),174.0,0.04095842909688751,0.8975546732211509,0.08135591801137691,0.023081370081576152,0.03866333604373097
145,F-ACF,10,174.0,0.006786656752228737,0.8335016835016834,0.08135591801137691,0.023081370081576152,0.03866333604373097
146,F-DBC,10,174.0,0.008118771761655808,0.7074011050188022,0.08135591801137691,0.023081370081576152,0.03866333604373097
147,"F-ACF, Optimized",10,174.0,0.3220744902578493,0.7797821076890844,0.08135591801137691,0.023081370081576152,0.03866333604373097
148,F-ACF,20,174.0,0.013477960787713527,0.8130185935063984,0.08135591801137691,0.023081370081576152,0.03866333604373097
149,F-DBC,20,174.0,0.01498519383991758,0.8624338624338623,0.08135591801137691,0.023081370081576152,0.03866333604373097
150,"F-ACF, Optimized",20,174.0,0.4074414984323084,0.8648287385129491,0.08135591801137691,0.023081370081576152,0.03866333604373097
151,F-ACF,30,174.0,0.02021411368623376,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
152,F-DBC,30,174.0,0.021900623664259912,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
153,"F-ACF, Optimized",30,174.0,0.4127496115552882,0.916449550595892,0.08135591801137691,0.023081370081576152,0.03866333604373097
154,KNN,Naive (All),179.0,0.03980831783264875,0.8161455076089222,0.08135591801137691,0.023081370081576152,0.03866333604373097
155,DBC,Naive (All),179.0,0.04441841722776493,0.9323919554985024,0.08135591801137691,0.023081370081576152,0.03866333604373097
156,F-ACF,10,179.0,0.0071731625745693845,0.6878306878306878,0.08135591801137691,0.023081370081576152,0.03866333604373097
157,F-DBC,10,179.0,0.008611950371414424,0.8132497216445033,0.08135591801137691,0.023081370081576152,0.03866333604373097
158,"F-ACF, Optimized",10,179.0,0.32704618461430074,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
159,F-ACF,20,179.0,0.013516736806680758,0.8787006275378367,0.08135591801137691,0.023081370081576152,0.03866333604373097
160,F-DBC,20,179.0,0.01502951392903924,0.8639515455304929,0.08135591801137691,0.023081370081576152,0.03866333604373097
161,"F-ACF, Optimized",20,179.0,0.4144689617988964,0.8482801751094434,0.08135591801137691,0.023081370081576152,0.03866333604373097
162,F-ACF,30,179.0,0.02014020619293054,0.9328955597248281,0.08135591801137691,0.023081370081576152,0.03866333604373097
163,F-DBC,30,179.0,0.021866392282148202,0.8975546732211509,0.08135591801137691,0.023081370081576152,0.03866333604373097
164,"F-ACF, Optimized",30,179.0,0.4218801195112368,0.9495622263914947,0.08135591801137691,0.023081370081576152,0.03866333604373097
165,KNN,Naive (All),185.0,0.04111954833691319,0.7811653116531166,0.08135591801137691,0.023081370081576152,0.03866333604373097
166,DBC,Naive (All),185.0,0.042890883423388,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
167,F-ACF,10,185.0,0.006757627769062916,0.6861831464164444,0.08135591801137691,0.023081370081576152,0.03866333604373097
168,F-DBC,10,185.0,0.008070007618516683,0.811857153320568,0.08135591801137691,0.023081370081576152,0.03866333604373097
169,"F-ACF, Optimized",10,185.0,0.34583753878250717,0.8016881669055582,0.08135591801137691,0.023081370081576152,0.03866333604373097
170,F-ACF,20,185.0,0.013526245330770811,0.9173789173789174,0.08135591801137691,0.023081370081576152,0.03866333604373097
171,F-DBC,20,185.0,0.01501865005120635,0.8670139869650274,0.08135591801137691,0.023081370081576152,0.03866333604373097
172,"F-ACF, Optimized",20,185.0,0.4270247899306317,0.8648287385129491,0.08135591801137691,0.023081370081576152,0.03866333604373097
173,F-ACF,30,185.0,0.02012493833899498,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
174,F-DBC,30,185.0,0.02178928814828396,0.8499061913696059,0.08135591801137691,0.023081370081576152,0.03866333604373097
175,"F-ACF, Optimized",30,185.0,0.43442293886716166,0.9160731917396694,0.08135591801137691,0.023081370081576152,0.03866333604373097
176,KNN,Naive (All),191.0,0.0422792815292875,0.7780856824335084,0.08135591801137691,0.023081370081576152,0.03866333604373097
177,DBC,Naive (All),191.0,0.044415665542085966,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
178,F-ACF,10,191.0,0.0068064435385167595,0.6948684210526316,0.08135591801137691,0.023081370081576152,0.03866333604373097
179,F-DBC,10,191.0,0.008106684684753418,0.6985950266244023,0.08135591801137691,0.023081370081576152,0.03866333604373097
180,"F-ACF, Optimized",10,191.0,0.3553283533702294,0.719050522554903,0.08135591801137691,0.023081370081576152,0.03866333604373097
181,F-ACF,20,191.0,0.013552394043654204,0.8663324979114453,0.08135591801137691,0.023081370081576152,0.03866333604373097
182,F-DBC,20,191.0,0.014940922521054745,0.8032055311125078,0.08135591801137691,0.023081370081576152,0.03866333604373097
183,"F-ACF, Optimized",20,191.0,0.44334647376090286,0.899749373433584,0.08135591801137691,0.023081370081576152,0.03866333604373097
184,F-ACF,30,191.0,0.020205456390976907,0.9,0.08135591801137691,0.023081370081576152,0.03866333604373097
185,F-DBC,30,191.0,0.021791409452756247,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
186,"F-ACF, Optimized",30,191.0,0.44789530100921787,0.9157509157509157,0.08135591801137691,0.023081370081576152,0.03866333604373097
187,KNN,Naive (All),197.0,0.04348787820587555,0.8472967741260424,0.08135591801137691,0.023081370081576152,0.03866333604373097
188,DBC,Naive (All),197.0,0.04608138265709082,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
189,F-ACF,10,197.0,0.006807972987492879,0.8169793621013133,0.08135591801137691,0.023081370081576152,0.03866333604373097
190,F-DBC,10,197.0,0.008076976053416729,0.7069243662266919,0.08135591801137691,0.023081370081576152,0.03866333604373097
191,"F-ACF, Optimized",10,197.0,0.35902784386028846,0.8499061913696059,0.08135591801137691,0.023081370081576152,0.03866333604373097
192,F-ACF,20,197.0,0.01356953935076793,0.8666666666666667,0.08135591801137691,0.023081370081576152,0.03866333604373097
193,F-DBC,20,197.0,0.01512277719254295,0.8145194913487597,0.08135591801137691,0.023081370081576152,0.03866333604373097
194,"F-ACF, Optimized",20,197.0,0.45942777457336587,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
195,F-ACF,30,197.0,0.02022854977597793,0.9162080466958517,0.08135591801137691,0.023081370081576152,0.03866333604373097
196,F-DBC,30,197.0,0.021814829390496015,0.8815628815628815,0.08135591801137691,0.023081370081576152,0.03866333604373097
197,"F-ACF, Optimized",30,197.0,0.4591627209447324,0.9160731917396694,0.08135591801137691,0.023081370081576152,0.03866333604373097
198,KNN,Naive (All),202.0,0.04493150372679035,0.8497658497658498,0.08135591801137691,0.023081370081576152,0.03866333604373097
199,DBC,Naive (All),202.0,0.04721386327097813,0.9323919554985024,0.08135591801137691,0.023081370081576152,0.03866333604373097
200,F-ACF,10,202.0,0.006839206007619699,0.7975327243619926,0.08135591801137691,0.023081370081576152,0.03866333604373097
201,F-DBC,10,202.0,0.008135003317147494,0.7405447405447405,0.08135591801137691,0.023081370081576152,0.03866333604373097
202,"F-ACF, Optimized",10,202.0,0.371172242363294,0.8836877214925996,0.08135591801137691,0.023081370081576152,0.03866333604373097
203,F-ACF,20,202.0,0.013514078874140977,0.7993283746037724,0.08135591801137691,0.023081370081576152,0.03866333604373097
204,F-DBC,20,202.0,0.014860416514178116,0.8297410192147033,0.08135591801137691,0.023081370081576152,0.03866333604373097
205,"F-ACF, Optimized",20,202.0,0.46877856785431504,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
206,F-ACF,30,202.0,0.020039638752738634,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
207,F-DBC,30,202.0,0.021828819035242,0.8145194913487597,0.08135591801137691,0.023081370081576152,0.03866333604373097
208,"F-ACF, Optimized",30,202.0,0.4713855244219303,0.9331662489557226,0.08135591801137691,0.023081370081576152,0.03866333604373097
209,KNN,Naive (All),208.0,0.04593148911371827,0.8316498316498316,0.08135591801137691,0.023081370081576152,0.03866333604373097
210,DBC,Naive (All),208.0,0.04870214437445005,0.9315770677086617,0.08135591801137691,0.023081370081576152,0.03866333604373097
211,F-ACF,10,208.0,0.006809080112725496,0.7558012558012558,0.08135591801137691,0.023081370081576152,0.03866333604373097
212,F-DBC,10,208.0,0.008138226221005122,0.7791275596153645,0.08135591801137691,0.023081370081576152,0.03866333604373097
213,"F-ACF, Optimized",10,208.0,0.3882680200971663,0.8491514770584537,0.08135591801137691,0.023081370081576152,0.03866333604373097
214,F-ACF,20,208.0,0.013476379681378603,0.8681704260651631,0.08135591801137691,0.023081370081576152,0.03866333604373097
215,F-DBC,20,208.0,0.015064411330968142,0.7150639011104127,0.08135591801137691,0.023081370081576152,0.03866333604373097
216,"F-ACF, Optimized",20,208.0,0.47760839279120165,0.9341229341229341,0.08135591801137691,0.023081370081576152,0.03866333604373097
217,F-ACF,30,208.0,0.020267028361558914,0.9150788419081102,0.08135591801137691,0.023081370081576152,0.03866333604373097
218,F-DBC,30,208.0,0.021898445642242827,0.8828538670002084,0.08135591801137691,0.023081370081576152,0.03866333604373097
219,"F-ACF, Optimized",30,208.0,0.4820346688541273,0.8815628815628815,0.08135591801137691,0.023081370081576152,0.03866333604373097
220,KNN,Naive (All),214.0,0.047182343589762844,0.83411507191995,0.08135591801137691,0.023081370081576152,0.03866333604373097
221,DBC,Naive (All),214.0,0.04979864886651437,0.9323919554985024,0.08135591801137691,0.023081370081576152,0.03866333604373097
222,F-ACF,10,214.0,0.006845656813432773,0.7335421888053467,0.08135591801137691,0.023081370081576152,0.03866333604373097
223,F-DBC,10,214.0,0.008110111020505429,0.7524077548467792,0.08135591801137691,0.023081370081576152,0.03866333604373097
224,"F-ACF, Optimized",10,214.0,0.38109533553943037,0.8161455076089222,0.08135591801137691,0.023081370081576152,0.03866333604373097
225,F-ACF,20,214.0,0.013404080333809057,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
226,F-DBC,20,214.0,0.014962510423113902,0.8038277511961723,0.08135591801137691,0.023081370081576152,0.03866333604373097
227,"F-ACF, Optimized",20,214.0,0.4944730986220141,0.8645971914264597,0.08135591801137691,0.023081370081576152,0.03866333604373097
228,F-ACF,30,214.0,0.019996487069875002,0.8989898989898989,0.08135591801137691,0.023081370081576152,0.03866333604373097
