,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,size
298,F1 Macro,0.9073930764071609,KNN,KNN+ROs,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,59.7,215.0
299,F1 Macro,0.9783824640967498,DBC,DBC,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,59.7,215.0
300,F1 Macro,0.9948149263217756,ACF,ACF+SVC,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,,234.0
301,F1 Macro,0.9896955192128707,ACF,ACF+RF,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,,234.0
302,F1 Macro,0.9895622895622895,ACF,ACF+Ridge,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,,234.0
303,F1 Macro,0.7680740714027164,KNN,KNN,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,6.1,234.0
304,F1 Macro,0.9365274365274366,KNN,KNN+ROs,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,116.9,234.0
305,F1 Macro,0.9896955192128707,DBC,DBC,0.81,0.05079020413968755,0.02382847649744993,0.03863751386954453,116.9,234.0
306,F1 Macro,0.9952145569166846,ACF,ACF+SVC,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,,252.0
307,F1 Macro,0.9952145569166846,ACF,ACF+RF,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,,252.0
308,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,,252.0
309,F1 Macro,0.8904199475065617,KNN,KNN,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,9.1,252.0
310,F1 Macro,0.958746757791593,KNN,KNN+ROs,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,82.4,252.0
311,F1 Macro,0.9904843304843305,DBC,DBC,0.81,0.05105668361220887,0.020240662875726068,0.03829400595147332,82.4,252.0
312,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,,271.0
313,F1 Macro,0.9865546218487395,ACF,ACF+RF,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,,271.0
314,F1 Macro,0.9821720398157777,ACF,ACF+Ridge,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,,271.0
315,F1 Macro,0.8668581550503688,KNN,KNN,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,7.5,271.0
316,F1 Macro,0.9563636363636364,KNN,KNN+ROs,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,132.7,271.0
317,F1 Macro,0.9911816578483245,DBC,DBC,0.81,0.05108568425151709,0.019501122016141764,0.03888183780800372,132.7,271.0
318,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,,289.0
319,F1 Macro,0.9958109901196389,ACF,ACF+RF,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,,289.0
320,F1 Macro,0.9958109901196389,ACF,ACF+Ridge,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,,289.0
321,F1 Macro,0.8565240553431993,KNN,KNN,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,8.2,289.0
322,F1 Macro,0.966986431596232,KNN,KNN+ROs,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,113.9,289.0
323,F1 Macro,0.987559029474027,DBC,DBC,0.81,0.050480621615312166,0.020368392488952364,0.04175346706909683,113.9,289.0
324,F1 Macro,0.9960837388775304,ACF,ACF+SVC,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,,307.0
325,F1 Macro,1.0,ACF,ACF+RF,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,,307.0
326,F1 Macro,0.9960837388775304,ACF,ACF+Ridge,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,,307.0
327,F1 Macro,0.8704278557937095,KNN,KNN,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,8.8,307.0
328,F1 Macro,0.9804186943876522,KNN,KNN+ROs,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,149.4,307.0
329,F1 Macro,0.9882512166325913,DBC,DBC,0.81,0.050642895974986925,0.022627577871459748,0.038190393669235226,149.4,307.0
330,F1 Macro,0.9889693734909137,ACF,ACF+SVC,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,,326.0
331,F1 Macro,0.9963231244969712,ACF,ACF+RF,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,,326.0
332,F1 Macro,0.9889693734909137,ACF,ACF+Ridge,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,,326.0
333,F1 Macro,0.8262955334013896,KNN,KNN,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,9.5,326.0
334,F1 Macro,0.9602494608614559,KNN,KNN+ROs,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,198.5,326.0
335,F1 Macro,0.9630650871459695,DBC,DBC,0.81,0.05132394039895434,0.0203460539423502,0.03861677036845118,198.5,326.0
336,F1 Macro,0.9964924425983616,ACF,ACF+SVC,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,,344.0
337,F1 Macro,0.9964924425983616,ACF,ACF+RF,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,,344.0
338,F1 Macro,0.9859089644942985,ACF,ACF+Ridge,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,,344.0
339,F1 Macro,0.7639916628868874,KNN,KNN,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,14.9,344.0
340,F1 Macro,0.9826098894812714,KNN,KNN+ROs,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,137.4,344.0
341,F1 Macro,0.993014705882353,DBC,DBC,0.81,0.051075474457370915,0.02124637768825638,0.04011304410645658,137.4,344.0
342,F1 Macro,0.9933443800055232,ACF,ACF+SVC,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,,363.0
343,F1 Macro,0.9967120297418056,ACF,ACF+RF,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,,363.0
344,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,,363.0
345,F1 Macro,0.8317958360264018,KNN,KNN,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,9.9,363.0
346,F1 Macro,0.9866887600110467,KNN,KNN+ROs,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,214.0,363.0
347,F1 Macro,1.0,DBC,DBC,0.81,0.05099982834920649,0.0234116402404122,0.039079096934825225,214.0,363.0
348,F1 Macro,0.99687706369926,ACF,ACF+SVC,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,,381.0
349,F1 Macro,0.9937307959163446,ACF,ACF+RF,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,,381.0
350,F1 Macro,0.9842676367254298,ACF,ACF+Ridge,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,,381.0
351,F1 Macro,0.8193457430514489,KNN,KNN,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,13.2,381.0
352,F1 Macro,0.9843853184963001,KNN,KNN+ROs,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,177.4,381.0
353,F1 Macro,0.9876434676434677,DBC,DBC,0.81,0.05093019671449898,0.020728749916492206,0.043711796094051195,177.4,381.0
354,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,,400.0
355,F1 Macro,0.9936384962174619,ACF,ACF+RF,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,,400.0
356,F1 Macro,0.9970099088921488,ACF,ACF+Ridge,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,,400.0
357,F1 Macro,0.7825708408224944,KNN,KNN,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,10.6,400.0
358,F1 Macro,0.9822489155822489,KNN,KNN+ROs,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,222.2,400.0
359,F1 Macro,0.9851556701433649,DBC,DBC,0.81,0.05102199785059073,0.01961077407552736,0.038691569448770696,222.2,400.0
360,F1 Macro,0.9301587301587301,ACF,ACF+SVC,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,,50.0
361,F1 Macro,0.9260918253079508,ACF,ACF+RF,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,,50.0
362,F1 Macro,0.8640819964349377,ACF,ACF+Ridge,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,,50.0
363,F1 Macro,0.7255731922398588,KNN,KNN,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,4.4,50.0
364,F1 Macro,0.7768290111743622,KNN,KNN+ROs,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,26.1,50.0
365,F1 Macro,0.8802308802308803,DBC,DBC,0.81,0.052524592540728735,0.027713854975432523,0.026340322330430183,26.1,50.0
366,F1 Macro,0.9441269841269841,ACF,ACF+SVC,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,,68.0
367,F1 Macro,0.9228137453943906,ACF,ACF+RF,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,,68.0
368,F1 Macro,0.8604957563501547,ACF,ACF+Ridge,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,,68.0
369,F1 Macro,0.8250983035613976,KNN,KNN,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,6.3,68.0
370,F1 Macro,0.8374832880203146,KNN,KNN+ROs,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,22.6,68.0
371,F1 Macro,0.9067266471638057,DBC,DBC,0.81,0.049387103948444144,0.025289880755588162,0.04077750814774969,22.6,68.0
372,F1 Macro,0.9692034871128438,ACF,ACF+SVC,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,,86.0
373,F1 Macro,0.957351290684624,ACF,ACF+RF,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,,86.0
374,F1 Macro,0.9208077665427937,ACF,ACF+Ridge,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,,86.0
375,F1 Macro,0.8200043741342861,KNN,KNN,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,4.9,86.0
376,F1 Macro,0.7627419285059723,KNN,KNN+ROs,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,38.7,86.0
377,F1 Macro,0.9018443544759335,DBC,DBC,0.81,0.050860759417612506,0.01727291686373178,0.041421608609792965,38.7,86.0
378,F1 Macro,0.9773242630385487,ACF,ACF+SVC,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,,105.0
379,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,,105.0
380,F1 Macro,0.9773242630385487,ACF,ACF+Ridge,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,,105.0
381,F1 Macro,0.768453312467397,KNN,KNN,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,16.4,105.0
382,F1 Macro,0.8920462387853693,KNN,KNN+ROs,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,54.3,105.0
383,F1 Macro,0.9888116358986654,DBC,DBC,0.81,0.05132999702947036,0.02324472445612283,0.03873484626024548,54.3,105.0
384,F1 Macro,0.9614285714285714,ACF,ACF+SVC,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,,123.0
385,F1 Macro,0.97074227921257,ACF,ACF+RF,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,,123.0
386,F1 Macro,0.9317319848293301,ACF,ACF+Ridge,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,,123.0
387,F1 Macro,0.6941639990150209,KNN,KNN,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,7.8,123.0
388,F1 Macro,0.8083870967741936,KNN,KNN+ROs,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,57.3,123.0
389,F1 Macro,0.9332273449920508,DBC,DBC,0.81,0.05132814328631228,0.0131817431506559,0.03912668615846894,57.3,123.0
390,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,,142.0
391,F1 Macro,1.0,ACF,ACF+RF,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,,142.0
392,F1 Macro,0.9914331282752334,ACF,ACF+Ridge,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,,142.0
393,F1 Macro,0.7984724591297824,KNN,KNN,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,5.2,142.0
394,F1 Macro,0.945788782026126,KNN,KNN+ROs,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,67.9,142.0
395,F1 Macro,0.9826791966095448,DBC,DBC,0.81,0.051312606899947794,0.02571834221671221,0.03792917686886438,67.9,142.0
396,F1 Macro,0.9924718582436703,ACF,ACF+SVC,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,,160.0
397,F1 Macro,1.0,ACF,ACF+RF,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,,160.0
398,F1 Macro,0.9848028673835124,ACF,ACF+Ridge,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,,160.0
399,F1 Macro,0.898076923076923,KNN,KNN,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,7.5,160.0
400,F1 Macro,0.9233927926152229,KNN,KNN+ROs,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,79.7,160.0
401,F1 Macro,0.9706655597066556,DBC,DBC,0.81,0.050957123508675456,0.022520537048924538,0.04136012232113487,79.7,160.0
402,F1 Macro,0.993173074141572,ACF,ACF+SVC,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,,178.0
403,F1 Macro,1.0,ACF,ACF+RF,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,,178.0
404,F1 Macro,0.993173074141572,ACF,ACF+Ridge,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,,178.0
405,F1 Macro,0.8415827592298181,KNN,KNN,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,8.9,178.0
406,F1 Macro,0.9467028003613369,KNN,KNN+ROs,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,59.3,178.0
407,F1 Macro,0.9864601262191623,DBC,DBC,0.81,0.050682177351061175,0.021291906769735858,0.038009728148400784,59.3,178.0
408,F1 Macro,0.9877899877899878,ACF,ACF+SVC,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,,197.0
409,F1 Macro,0.9938495020462232,ACF,ACF+RF,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,,197.0
410,F1 Macro,0.9876048817696415,ACF,ACF+Ridge,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,,197.0
411,F1 Macro,0.8406333563442754,KNN,KNN,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,7.2,197.0
412,F1 Macro,0.9271581937841735,KNN,KNN+ROs,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,74.0,197.0
413,F1 Macro,0.9818169102734456,DBC,DBC,0.81,0.050700520607047155,0.018482850105725368,0.04241108846616155,74.0,197.0
414,F1 Macro,0.9944200565798459,ACF,ACF+SVC,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,,215.0
415,F1 Macro,0.9944935404994321,ACF,ACF+RF,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,,215.0
416,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,,215.0
417,F1 Macro,0.7442537028743925,KNN,KNN,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,8.0,215.0
418,F1 Macro,0.9590584917382303,KNN,KNN+ROs,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,122.6,215.0
419,F1 Macro,0.9944935404994321,DBC,DBC,0.81,0.05091014714921846,0.024614947793119152,0.035303562285910445,122.6,215.0
420,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,,234.0
421,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,,234.0
422,F1 Macro,0.9948149263217756,ACF,ACF+Ridge,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,,234.0
423,F1 Macro,0.8816613223392884,KNN,KNN,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,7.7,234.0
424,F1 Macro,0.9644486851551987,KNN,KNN+ROs,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,150.0,234.0
425,F1 Macro,0.9846390168970814,DBC,DBC,0.81,0.05084915555957769,0.02399751025699476,0.03917136690959876,150.0,234.0
426,F1 Macro,0.9858071644074279,ACF,ACF+SVC,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,,252.0
427,F1 Macro,0.9905904890691909,ACF,ACF+RF,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,,252.0
428,F1 Macro,0.9858071644074279,ACF,ACF+Ridge,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,,252.0
429,F1 Macro,0.7948330464604423,KNN,KNN,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,8.2,252.0
430,F1 Macro,0.9441471571906354,KNN,KNN+ROs,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,99.9,252.0
431,F1 Macro,0.9760727845834228,DBC,DBC,0.81,0.05108249708424882,0.021413203031958955,0.03787449893637458,99.9,252.0
432,F1 Macro,0.9956138747761248,ACF,ACF+SVC,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,,271.0
433,F1 Macro,0.9956138747761248,ACF,ACF+RF,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,,271.0
434,F1 Macro,0.9825454545454546,ACF,ACF+Ridge,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,,271.0
435,F1 Macro,0.8520155531225643,KNN,KNN,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,9.1,271.0
436,F1 Macro,0.9782915445566047,KNN,KNN+ROs,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,145.4,271.0
437,F1 Macro,0.9912727272727272,DBC,DBC,0.81,0.05070321697799876,0.02082580421149441,0.04170408248399972,145.4,271.0
438,F1 Macro,0.9958530098246756,ACF,ACF+SVC,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,,289.0
439,F1 Macro,0.983328969189142,ACF,ACF+RF,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,,289.0
440,F1 Macro,0.9958109901196389,ACF,ACF+Ridge,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,,289.0
441,F1 Macro,0.7754400125261052,KNN,KNN,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,9.5,289.0
442,F1 Macro,0.945542871555307,KNN,KNN+ROs,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,161.9,289.0
443,F1 Macro,0.983328969189142,DBC,DBC,0.81,0.050961007026173316,0.02137618227496324,0.04239418800444665,161.9,289.0
444,F1 Macro,0.996120382256454,ACF,ACF+SVC,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,,307.0
445,F1 Macro,0.9922762380736029,ACF,ACF+RF,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,,307.0
446,F1 Macro,0.9845524761472059,ACF,ACF+Ridge,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,,307.0
447,F1 Macro,0.8213836101400155,KNN,KNN,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,11.2,307.0
448,F1 Macro,0.9733236192451032,KNN,KNN+ROs,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,159.5,307.0
449,F1 Macro,0.9922762380736029,DBC,DBC,0.81,0.05129054289934369,0.021175401223073126,0.03974609016672824,159.5,307.0
450,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,,326.0
451,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,,326.0
452,F1 Macro,0.9922989973415947,ACF,ACF+Ridge,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,,326.0
453,F1 Macro,0.8005228322748511,KNN,KNN,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,6.7,326.0
454,F1 Macro,0.9816156224848562,KNN,KNN+ROs,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,155.0,326.0
455,F1 Macro,0.9927419894307311,DBC,DBC,0.81,0.05143808985949342,0.021017578214211463,0.03905057244812976,155.0,326.0
456,F1 Macro,0.9964924425983616,ACF,ACF+SVC,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,,344.0
457,F1 Macro,0.993014705882353,ACF,ACF+RF,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,,344.0
458,F1 Macro,0.993014705882353,ACF,ACF+Ridge,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,,344.0
459,F1 Macro,0.8151127352832733,KNN,KNN,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,8.3,344.0
460,F1 Macro,0.9626443843696241,KNN,KNN+ROs,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,191.6,344.0
461,F1 Macro,0.9965219778962543,DBC,DBC,0.81,0.05123316221585708,0.01813970250599603,0.03927847295844156,191.6,344.0
462,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,,363.0
463,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,,363.0
464,F1 Macro,0.9865775549986076,ACF,ACF+Ridge,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,,363.0
465,F1 Macro,0.8614641448866047,KNN,KNN,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,7.4,363.0
466,F1 Macro,0.970636612854097,KNN,KNN+ROs,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,138.0,363.0
467,F1 Macro,0.9933979837825992,DBC,DBC,0.81,0.05106188584619352,0.019791146366652274,0.039144249262033665,138.0,363.0
468,F1 Macro,0.9968535273450859,ACF,ACF+SVC,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,,381.0
469,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,,381.0
470,F1 Macro,0.9904874701558475,ACF,ACF+Ridge,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,,381.0
471,F1 Macro,0.8340306864045294,KNN,KNN,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,14.2,381.0
472,F1 Macro,0.9754595276201562,KNN,KNN+ROs,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,150.6,381.0
473,F1 Macro,0.9936828963795256,DBC,DBC,0.81,0.05119289588202186,0.01790309235772708,0.03930998400972634,150.6,381.0
474,F1 Macro,0.9970099088921488,ACF,ACF+SVC,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,,400.0
475,F1 Macro,0.9970099088921488,ACF,ACF+RF,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,,400.0
476,F1 Macro,0.9880824372759857,ACF,ACF+Ridge,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,,400.0
477,F1 Macro,0.8488326635501243,KNN,KNN,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,11.3,400.0
478,F1 Macro,0.9793616750073432,KNN,KNN+ROs,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,220.1,400.0
479,F1 Macro,0.9940412186379929,DBC,DBC,0.81,0.05110667856027964,0.019237701317290717,0.042098739657671996,220.1,400.0
480,F1 Macro,0.9521739130434783,ACF,ACF+SVC,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,,50.0
481,F1 Macro,0.9521739130434783,ACF,ACF+RF,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,,50.0
482,F1 Macro,0.898148148148148,ACF,ACF+Ridge,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,,50.0
483,F1 Macro,0.89,KNN,KNN,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,11.3,50.0
484,F1 Macro,0.8926829268292683,KNN,KNN+ROs,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,28.4,50.0
485,F1 Macro,0.9491582491582492,DBC,DBC,0.81,0.05049582091398472,0.020448990695790314,0.045121445308076186,28.4,50.0
486,F1 Macro,0.9595238095238096,ACF,ACF+SVC,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,,68.0
487,F1 Macro,0.9813756613756613,ACF,ACF+RF,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,,68.0
488,F1 Macro,0.8633387888707039,ACF,ACF+Ridge,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,,68.0
489,F1 Macro,0.8221033868092692,KNN,KNN,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,6.2,68.0
490,F1 Macro,0.7840382317801673,KNN,KNN+ROs,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,29.9,68.0
491,F1 Macro,0.9125545754254656,DBC,DBC,0.81,0.04962160532718513,0.019529524455644764,0.04615764100564285,29.9,68.0
492,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,,86.0
493,F1 Macro,0.9710365853658537,ACF,ACF+RF,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,,86.0
494,F1 Macro,0.9074050588318187,ACF,ACF+Ridge,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,,86.0
495,F1 Macro,0.7834455667789001,KNN,KNN,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,9.2,86.0
496,F1 Macro,0.7984621162703355,KNN,KNN+ROs,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,37.4,86.0
497,F1 Macro,0.9473684210526315,DBC,DBC,0.81,0.050285536402003145,0.014083745748497217,0.03613060089435373,37.4,86.0
498,F1 Macro,0.9425145766609181,ACF,ACF+SVC,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,,105.0
499,F1 Macro,0.9773242630385487,ACF,ACF+RF,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,,105.0
500,F1 Macro,0.9530903270399068,ACF,ACF+Ridge,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,,105.0
501,F1 Macro,0.7790233583337032,KNN,KNN,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,10.3,105.0
502,F1 Macro,0.9211620959953283,KNN,KNN+ROs,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,59.5,105.0
503,F1 Macro,0.954556773472058,DBC,DBC,0.81,0.05167467979968622,0.02101168609261636,0.043491631295732774,59.5,105.0
504,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,,123.0
505,F1 Macro,0.990009250693802,ACF,ACF+RF,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,,123.0
506,F1 Macro,0.9268907045807752,ACF,ACF+Ridge,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,,123.0
507,F1 Macro,0.7721625957925996,KNN,KNN,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,8.7,123.0
508,F1 Macro,0.8572878637961036,KNN,KNN+ROs,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,53.7,123.0
509,F1 Macro,0.9332273449920508,DBC,DBC,0.81,0.05092921772615853,0.019038874206463163,0.04163867400774461,53.7,123.0
